Large Gecko Right,REC627,Miscellaneous,Retailers cannot get enough of these oversized and impressively dimensional geckos. They'll have you climbing the walls in a good way. Choose from right-facing and left-facing designs. Created by Robento Dorestan.,Made by Artist: Robento Dorestan  ,,,,16x28,,1,40,,,,,1,Beyond400,Beyond160,REC627.jpg,REC627.jpg,,,Beyond800,REC627.jpg,,
Large Gecko Right,REC627,Miscellaneous,Retailers cannot get enough of these oversized and impressively dimensional geckos. They'll have you climbing the walls in a good way. Choose from right-facing and left-facing designs. Created by Robento Dorestan.,Made by Artist: Robento Dorestan  ,,,,16x28,,1,40,,,,,1,Beyond400,Beyond160,REC627.jpg,REC627.jpg,,,Beyond800,REC627.jpg,,
Giraffes,RND085,Miscellaneous,Our pair of giraffes have found the perfect setting for enjoying the flowers. Created by Romel Balan.,Made by Artist: Romel Balan,,,,23x23,,1,41,,,,,1,Beyond400,Beyond160,RND085.jpg,RND085.jpg,,,Beyond800,RND085.jpg,,
Giraffes,RND085,Miscellaneous,Our pair of giraffes have found the perfect setting for enjoying the flowers. Created by Romel Balan.,Made by Artist: Romel Balan,,,,23x23,,1,41,,,,,1,Beyond400,Beyond160,RND085.jpg,RND085.jpg,,,Beyond800,RND085.jpg,,
Gecko Family,SM185,Miscellaneous,A tail of two  geckos … and a dragonfly … who better get and go if he doesn't want to be lunch! Created by Schwegger Beauchard.,Made by Artist: Schwegger Beauchard ,,,,15x15,,1,18.5,,,,,1,Beyond400,Beyond160,SM185.jpg,SM185.jpg,,,Beyond800,SM185.jpg,,
Gecko Family,SM185,Miscellaneous,A tail of two  geckos … and a dragonfly … who better get and go if he doesn't want to be lunch! Created by Schwegger Beauchard.,Made by Artist: Schwegger Beauchard ,,,,15x15,,1,18.5,,,,,1,Beyond400,Beyond160,SM185.jpg,SM185.jpg,,,Beyond800,SM185.jpg,,
Leapin' Lizard - Set of 2,SM390,Miscellaneous,These twin geckos and the mirrored image of each other. Sold as a set of two. Created by Brutus Max-Elie.,Made by Artist: Brutus Max-Elie,,,,7x4 ,,1,11,,,,,1,Beyond400,Beyond160,SM390.jpg,SM390.jpg,,,Beyond800,SM390.jpg,,
Leapin' Lizard - Set of 2,SM390,Miscellaneous,These twin geckos and the mirrored image of each other. Sold as a set of two. Created by Brutus Max-Elie.,Made by Artist: Brutus Max-Elie,,,,7x4 ,,1,11,,,,,1,Beyond400,Beyond160,SM390.jpg,SM390.jpg,,,Beyond800,SM390.jpg,,
Rabbit Double Hook - 3D,SM657,Miscellaneous,What's up doc?  This cute rabbit is ready for a snack. Created by Cajuste Jhonson. /p>,Made by Artist: Cajuste Jhonson      ,,,,10x9.5,,1,9.1,,,,,1,Beyond400,Beyond160,SM657.jpg,SM657.jpg,,,Beyond800,SM657.jpg,,
Rabbit Double Hook - 3D,SM657,Miscellaneous,What's up doc?  This cute rabbit is ready for a snack. Created by Cajuste Jhonson. /p>,Made by Artist: Cajuste Jhonson      ,,,,10x9.5,,1,9.1,,,,,1,Beyond400,Beyond160,SM657.jpg,SM657.jpg,,,Beyond800,SM657.jpg,,
Gecko Garden Stake,SM735,Miscellaneous,You can almost hear the geckos chirping in your garden! A great addition to any garden store selection. Created by Robento Dorestan.,Made by Artist: Robento Dorestan,,,,11x26,,1,7.35,,,,,1,Beyond400,Beyond160,SM735.jpg,SM735.jpg,,,Beyond800,SM735.jpg,,
Gecko Garden Stake,SM735,Miscellaneous,You can almost hear the geckos chirping in your garden! A great addition to any garden store selection. Created by Robento Dorestan.,Made by Artist: Robento Dorestan,,,,11x26,,1,7.35,,,,,1,Beyond400,Beyond160,SM735.jpg,SM735.jpg,,,Beyond800,SM735.jpg,,
Painted Divine Elephants Round,RND048,Miscellaneous,"23"" x 23""   This pachydermy pair are a wonderful expression of strength and gentleness. Created by Roosevelt Beauchard.",Artist: Roosevelt Beauchard,,,,23 x 23,,1,58,,,,,1,Beyond400,Beyond160,RND048.jpg,RND048.jpg,,,Beyond800,RND048.jpg,,
Painted Divine Elephants Round,RND048,Miscellaneous,"23"" x 23""   This pachydermy pair are a wonderful expression of strength and gentleness. Created by Roosevelt Beauchard.",Artist: Roosevelt Beauchard,,,,23 x 23,,1,58,,,,,1,Beyond400,Beyond160,RND048.jpg,RND048.jpg,,,Beyond800,RND048.jpg,,
Painted Journey Elephant,SM047,Miscellaneous,"13"" x 11""   Exotic and beautiful … a great size and price for this beautifully detailed elephant. Created by Roosevelt Beauchard.",Artist: Roosevelt Beauchard,,,,13 x 11,,1,33,,,,,1,Beyond400,Beyond160,SM047.jpg,SM047.jpg,,,Beyond800,SM047.jpg,,
Painted Journey Elephant,SM047,Miscellaneous,"13"" x 11""   Exotic and beautiful … a great size and price for this beautifully detailed elephant. Created by Roosevelt Beauchard.",Artist: Roosevelt Beauchard,,,,13 x 11,,1,33,,,,,1,Beyond400,Beyond160,SM047.jpg,SM047.jpg,,,Beyond800,SM047.jpg,,
Painted Frog,SM049,Miscellaneous,"10"" x 12""   Our first frog ever … and worth waiting for! Wonderful painted character and details. Made by Pierrerock Brutus.",Artist: Pierrerock Brutus,,,,10 x 12,,1,30,,,,,1,Beyond400,Beyond160,SM049.jpg,SM049.jpg,,,Beyond800,SM049.jpg,,
Painted Frog,SM049,Miscellaneous,"10"" x 12""   Our first frog ever … and worth waiting for! Wonderful painted character and details. Made by Pierrerock Brutus.",Artist: Pierrerock Brutus,,,,10 x 12,,1,30,,,,,1,Beyond400,Beyond160,SM049.jpg,SM049.jpg,,,Beyond800,SM049.jpg,,
Painted Gecko,REC839,Miscellaneous,,Made by Artist: Simon Gerald,,,,,,1,43,,,,,1,Beyond400,Beyond160,a0fcb77f9adb329d78d6ffc20cf5e6f3a8f1d729.jpg,a0fcb77f9adb329d78d6ffc20cf5e6f3a8f1d729.jpg,,,Beyond800,a0fcb77f9adb329d78d6ffc20cf5e6f3a8f1d729.jpg,,
Painted Gecko,REC839,Miscellaneous,,Made by Artist: Simon Gerald,,,,,,1,43,,,,,1,Beyond400,Beyond160,a0fcb77f9adb329d78d6ffc20cf5e6f3a8f1d729.jpg,a0fcb77f9adb329d78d6ffc20cf5e6f3a8f1d729.jpg,,,Beyond800,a0fcb77f9adb329d78d6ffc20cf5e6f3a8f1d729.jpg,,
Painted Giraffe Tower,REC990,(Newest) Product Additions,,,,,,,,1,33,,,,,1,Beyond400,Beyond160,d44a8dbffc0d50031302d4eeb01cfc4a7726e3ef.jpg,d44a8dbffc0d50031302d4eeb01cfc4a7726e3ef.jpg,,,Beyond800,d44a8dbffc0d50031302d4eeb01cfc4a7726e3ef.jpg,,
Climbing the Wall,REC471,Butterflies & Bugs,This one is all about the details … this gecko is beautifully decorated. Created by Simon Gerald.,Made by Artist: Desrosiers J. P. R.,,,,5x34 ,,1,27.5,,,,,1,Beyond400,Beyond160,REC471.jpg,REC471.jpg,,,Beyond800,REC471.jpg,,
Small Gecko Round with Dragonflies,RND775,Butterflies & Bugs,It is time for some new gecko designs … this is a special one. Designed by Robert Balan.,Made by Artist: Robert Balan,,,,10x10,,1,10,,,,,1,Beyond400,Beyond160,RND775.jpg,RND775.jpg,,,Beyond800,RND775.jpg,,
Circling Butterfly Tree,RND927,Butterflies & Bugs,,Artist: Charles Pouchon,,,,15x15,,1,21,,,,,1,Beyond400,Beyond160,1ca9ee0a1a5279a9fd19150b1e49b5d76bf6b73f.jpg,1ca9ee0a1a5279a9fd19150b1e49b5d76bf6b73f.jpg,,,Beyond800,1ca9ee0a1a5279a9fd19150b1e49b5d76bf6b73f.jpg,,
Butterfly Trilogy 3-D,SM872,Butterflies & Bugs,"11"" x 15""   A great new 3-D convergence of three wonderfully detailed butterflies. Made by Cajuste.",Artist: Cajuste,,,,11 x 15,,1,30.5,,,,,1,Beyond400,Beyond160,005a1ba5e908536b8f10f1d521af415dde33157e.jpg,005a1ba5e908536b8f10f1d521af415dde33157e.jpg,,,Beyond800,005a1ba5e908536b8f10f1d521af415dde33157e.jpg,,
Large Butterflies - Set of 3,SM910,Butterflies & Bugs,"10"" x 10""   These new butterfly designs and going to fly out the door. Made by Roosevelt Beauchard.",Artist: Roosevelt Beauchard,,,,10 x 10,,1,48.5,,,,,1,Beyond400,Beyond160,36027ca8270d7e95b86d07a6815f8d4b88775fa9.jpg,36027ca8270d7e95b86d07a6815f8d4b88775fa9.jpg,,,Beyond800,36027ca8270d7e95b86d07a6815f8d4b88775fa9.jpg,,
Small Butterflies - Set of 5,SM909,Butterflies & Bugs,"5.5"" x 5.5""   These are brand new designs and really great. Designed and made by Roosevelt Beauchard.",Artist: Roosevelt Beauchard,,,,5.5 x 5.5,,1,33,,,,,1,Beyond400,Beyond160,b5a3947da2f321fd0b87f1ae70386e5d296a03d9.jpg,b5a3947da2f321fd0b87f1ae70386e5d296a03d9.jpg,,,Beyond800,b5a3947da2f321fd0b87f1ae70386e5d296a03d9.jpg,,
Dragonfly 3-D,SM348,Butterflies & Bugs,One of our best-selling dragonfly designs … a simple small round with big 3-dimensional effects. Created by Wilson Etienne.,Made by Artist: Wilson Etienne,,,,12x12,,1,12.6,,,,,1,Beyond400,Beyond160,4717267f93fb0cb59587c55c428e07be948bb24b.jpg,4717267f93fb0cb59587c55c428e07be948bb24b.jpg,,,Beyond800,4717267f93fb0cb59587c55c428e07be948bb24b.jpg,,
Butterfles Are Free Tree,REC737,Butterflies & Bugs,Sunny blooms greet our three floating butterflies … a great size and theme. Created by Diefaite Laguerre.,Made by Artist: Diefaite Laguerre,,,,12x28,,1,44,,,,,1,Beyond400,Beyond160,REC737.jpg,REC737.jpg,,,Beyond800,REC737.jpg,,
Dragonfly Garden,SM204,Butterflies & Bugs,This size is easy to sell … especially when they are dragonlfies! Created by Alainne Etienne.,Made by Artist: Alainne Etienne,,,,11x17 ,,1,12.6,,,,,1,Beyond400,Beyond160,SM204.jpg,SM204.jpg,,,Beyond800,SM204.jpg,,
Butterfly Garden,SM205,Butterflies & Bugs,This veratile butterfly creation displays both horizontally or vertically. Created by Alainne Etienne.,Made by Artist: Alainne Etienne,,,,11x17 ,,1,12.6,,,,,1,Beyond400,Beyond160,SM205.jpg,SM205.jpg,,,Beyond800,SM205.jpg,,
Butterfly 3-D,SM349,Butterflies & Bugs,"A great 3-dimensional butterfly design in our popular 12"" round size … and the wings bend out for a great effect. Created by Wilson Etienne.",Made by Artist: Wilson Etienne,,,,12x12,,1,12.6,,,,,1,Beyond400,Beyond160,SM349.jpg,SM349.jpg,,,Beyond800,SM349.jpg,,
Dragonflies - Set of 3 assorted,SM351,Butterflies & Bugs,Check out the beautiful design work on the wings of these dragonflies. Sold as an assorted set of three. Created by Wilson Etienne.,Made by Artist: Markenson Brutus,,,,9x11,,1,34,,,,,1,Beyond400,Beyond160,SM351.jpg,SM351.jpg,,,Beyond800,SM351.jpg,,
Buzzing Around - Set of 2,SM385,Butterflies & Bugs,Who doesn't love this type of bee … all fun and no sting! Bendable wings and sold as a set of two. Created by Jean Sylvionel Brutus.,Made by Artist: Jean Sylvionel Brutus,,,,8x6,,1,9.1,,,,,1,Beyond400,Beyond160,SM385.jpg,SM385.jpg,,,Beyond800,SM385.jpg,,
Little Lady Bug - Set of 2,SM387,Butterflies & Bugs,This set of two adorable lady bugs are ready to fly away home … or to your store. Created by Jean Sylvionel Brutus.,Made by Artist: Jean Sylvionel Brutus,,,,8x6,,1,9.1,,,,,1,Beyond400,Beyond160,SM387.jpg,SM387.jpg,,,Beyond800,SM387.jpg,,
Mini Dragonflies - Set of 3,SM487,Butterflies & Bugs,Small and mighty … this assorted set of three are all about great size and wonderful detailing on the wings and body. Created by Markenson Brutus.,Made by Artist: Markenson Brutus,,,,6x6,,1,15,,,,,1,Beyond400,Beyond160,SM487.jpg,SM487.jpg,,,Beyond800,SM487.jpg,,
Bee Stake - Set of 2,SM530,Butterflies & Bugs,"These bees are no mis-stake … sold as a set of two opposing bees, these garden stakes are all the buzz! Created by Jean Sylvionel Brutus.",Made by Artist: Jean Sylvionel Brutus,,,,6x8,,1,14,,,,,1,Beyond400,Beyond160,SM530.jpg,SM530.jpg,,,Beyond800,SM530.jpg,,
Mini Flock of Birds - Set of 5,SM531,Butterflies & Bugs,Our most demure size of birds are the easiest to sell … they almost fly out the door! Sold as a set of five distinct designs. Created by Cineus Louime.,Made by Artist: Cineus Louime,,,,3x3,,1,16,,,,,1,Beyond400,Beyond160,SM531.jpg,SM531.jpg,,,Beyond800,SM531.jpg,,
Magenta Butterfly Painted Stake,SM979,Butterflies & Bugs|(Newest) Product Additions,,,,,,,,1,15,,,,,1,Beyond400,Beyond160,030fc546c6938b76fbb0a64fe5577f3f03cd2900.jpg,030fc546c6938b76fbb0a64fe5577f3f03cd2900.jpg,,,Beyond800,030fc546c6938b76fbb0a64fe5577f3f03cd2900.jpg,,
 Fancy Bees Painted Stakes - Set of 2,SM995,Butterflies & Bugs|(Newest) Product Additions,,,,,,,,1,31.5,,,,,1,Beyond400,Beyond160,101a28ffadd8409ffba7f575c72425b9b060f14b.jpg,101a28ffadd8409ffba7f575c72425b9b060f14b.jpg,,,Beyond800,101a28ffadd8409ffba7f575c72425b9b060f14b.jpg,,
Heartfelt Butterflies,RND971,Butterflies & Bugs|(Newest) Product Additions,,,,,,,,1,41,,,,,1,Beyond400,Beyond160,2a75581914b17457973ea659dd2aabc0620d68e8.jpg,2a75581914b17457973ea659dd2aabc0620d68e8.jpg,,,Beyond800,2a75581914b17457973ea659dd2aabc0620d68e8.jpg,,
Cerulean Butterfly Painted Stake,SM980,Butterflies & Bugs|(Newest) Product Additions,"8"" x 8"" on 20"" stake When we visit Haiti we often see work that is a 'must have' â€¦ this brightly painted blue butterfly stake is one of those â€¦ just magical! Made by Omiscar Luis Juste.",,,,,,,1,15,,,,,1,Beyond400,Beyond160,3237e424a4db575cfd29d9c25178612b97e0940a.jpg,3237e424a4db575cfd29d9c25178612b97e0940a.jpg,,,Beyond800,3237e424a4db575cfd29d9c25178612b97e0940a.jpg,,
Painted Butterfly Dance,RND991,Butterflies & Bugs|(Newest) Product Additions,,,,,,,,1,49,,,,,1,Beyond400,Beyond160,551558b9fd008f135f4d443e4750fd3f25522ae3.jpg,551558b9fd008f135f4d443e4750fd3f25522ae3.jpg,,,Beyond800,551558b9fd008f135f4d443e4750fd3f25522ae3.jpg,,
 Dragonfly Garden Stake with Marbles,SM985,Butterflies & Bugs|(Newest) Product Additions,"11"" x 11"" on 20"" stake Something new and special in Haitian garden stakes â€¦ translucent green marbles to catch the sun and to delight our dragonfly friend. Crafted by Robento Dorestan.",,,,,,,1,16,,,,,1,Beyond400,Beyond160,9ee038ae94331aa759ba4c27d8d7293334b2e7c4.jpg,9ee038ae94331aa759ba4c27d8d7293334b2e7c4.jpg,,,Beyond800,9ee038ae94331aa759ba4c27d8d7293334b2e7c4.jpg,,
Painted Butterfly Bloom,RND069,Butterflies & Bugs|Floral,"17"" x 17""   Out new painted butterfly is totally unique and special … and pretty in pink! Create by Roosevelt Beauchard.",Artist: Roosevelt Beauchard,,,,17 x 17,,1,46,,,,,1,Beyond400,Beyond160,RND069.jpg,RND069.jpg,,,Beyond800,RND069.jpg,,
Painted Butterfly Garden,RND070,Butterflies & Bugs|Floral,"23"" x 23""   What a wonderful new painted creation … a butterfly's garden delight! Hand crafted by Robento Dorestan.",Artist: Robento Dorestan  ,,,,23 x 23,,1,58,,,,,1,Beyond400,Beyond160,RND070.jpg,RND070.jpg,,,Beyond800,RND070.jpg,,
Painted Orange Floral Butterfly Stake,SM053,Butterflies & Bugs|Floral,"9"" x 9"" on 18"" Stake   Fun new colorful flowers adorn our newest butterfly garden stake. Made by Omiscar Luis Juste.",Artist: Omiscar Luis Juste,,,,"9 x 9 on 18"" Stake",,1,16,,,,,1,Beyond400,Beyond160,SM053.jpg,SM053.jpg,,,Beyond800,SM053.jpg,,
Hummingbirds 3-D - Set of 3 assorted,SM911,Feathered Friends,"5"" x 5""   What's better than one new hummingbird design? Three of them!  Made by Roosevelt Beauchard.",Artist: Roosevelt Beauchard,,,,5 x 5,,1,19.5,,,,,1,Beyond400,Beyond160,4c2f9b5d04467dd8c32be9277b5139155433dfda.jpg,4c2f9b5d04467dd8c32be9277b5139155433dfda.jpg,,,Beyond800,4c2f9b5d04467dd8c32be9277b5139155433dfda.jpg,,
Fanciful 3-D Bird Round,RND945,Feathered Friends,,Artist: Cineus Louime,,,,23x23,,1,44,,,,,1,Beyond400,Beyond160,babb61231453dddd1d006d69ea7686b8a98a26da.jpg,babb61231453dddd1d006d69ea7686b8a98a26da.jpg,,,Beyond800,babb61231453dddd1d006d69ea7686b8a98a26da.jpg,,
Birds in Flights,REC022,Feathered Friends,"Up, up and away with this soaring flock of wonderful birds. Displays at an angle. Created by Rony St. Cloux.",Made by Artist: Rony St. Cloux,,,,14x34,,1,52,,,,,1,Beyond400,Beyond160,REC022.jpg,REC022.jpg,,,Beyond800,REC022.jpg,,
Horizontal Birds,REC119,Feathered Friends,This fun flock almost makes you think they are dancing. Created by Julio Balan.,Made by Artist: Julio Balan,,,,32x8 ,,1,28.5,,,,,1,Beyond400,Beyond160,REC119.jpg,REC119.jpg,,,Beyond800,REC119.jpg,,
Full Feather,REC473,Feathered Friends,"Majestic and wonderfully elegant, this glorious peacock is unique and graceful study in classic design. Created by Yves Rober Buisson.",Made by Artist: Yves Rober Buisson,,,,24x33  ,,1,53,,,,,1,Beyond400,Beyond160,REC473.jpg,REC473.jpg,,,Beyond800,REC473.jpg,,
Owls Staight Up,REC741,Feathered Friends,Our customers cannot get enough of our owls! Here's a new design that is fun for our nocturnal feathered friends … nothing solitary about these three. Created by Exuma Exulien.,Made by Artist: Exuma Exulien        ,,,,6x28,,1,25.5,,,,,1,Beyond400,Beyond160,REC741.jpg,REC741.jpg,,,Beyond800,REC741.jpg,,
Birds in Flock,RND269,Feathered Friends,Graceful birds take flight from this lovely globe of flowering vines. Created by Nicolson Mathieu.,Made by Artist: Nicolson Mathieu,,,,23x23,,1,41,,,,,1,Beyond400,Beyond160,RND269.jpg,RND269.jpg,,,Beyond800,RND269.jpg,,
New Rooster,RND297,Feathered Friends,This large rooster is happy to herald each and every day. Features 3-dimensional wing. Created by Norbert Milfort.,Made by Artist: Norbert Milfort,,,,23x23,,1,44,,,,,1,Beyond400,Beyond160,RND297.jpg,RND297.jpg,,,Beyond800,RND297.jpg,,
Bird Garden,SM206,Feathered Friends,What a great-sized piece to show off the splendor of swirling birds and flowers. Created by Alainne Etienne.,Made by Artist: Alainne Etienne,,,,11x17 ,,1,12.6,,,,,1,Beyond400,Beyond160,SM206.jpg,SM206.jpg,,,Beyond800,SM206.jpg,,
Mini Birds - Set of 3,SM268,Feathered Friends,"These small vertical rectangle wall sculptures are almost personal in size, with a lovely simplicity that makes them perfect displayed alone or in a grouping. Sold as a set of three. Created by Cineus Louime.",Made by Artist: Cineus Louime,,,,6x8  ,,1,23,,,,,1,Beyond400,Beyond160,SM268.jpg,SM268.jpg,,,Beyond800,SM268.jpg,,
Small Flock of Birds - Set of 5,SM293,Feathered Friends,"Every store and every Haitian metal art display needs these individual birds. Display them with your favorite garden round, or mass them out in a bowl, your customers won't be able to resist. Sold as a set of five different designs. Created by Cineus Louime.",Made by Artist: Cineus Louime,,,,7x6,,1,25,,,,,1,Beyond400,Beyond160,SM293.jpg,SM293.jpg,,,Beyond800,SM293.jpg,,
Flock of Birds- Set of 3,SM294,Feathered Friends,"This large trio almost come alive off the wall, as they lift and dip among the clouds. Sold as a set of three unique designs. Created by Cineus Louime.",Made by Artist: Cineus Louime,,,,11x12,,1,34,,,,,1,Beyond400,Beyond160,SM294.jpg,SM294.jpg,,,Beyond800,SM294.jpg,,
3-D Flock of Birds - Set of 2,SM295,Feathered Friends,"With a wing that bends out to create a 3-dimensional effect, this winged pair are ready to take flight. Sold as a set of two distinct designs. Created by Cineu Louime.",Made by Artist: Cineus Louime,,,,11x12,,1,23,,,,,1,Beyond400,Beyond160,SM295.jpg,SM295.jpg,,,Beyond800,SM295.jpg,,
Small Flight,SM339,Feathered Friends,,Made by Artist: Louiceus Antelus,,,,14x14,,1,18.5,,,,,1,Beyond400,Beyond160,SM339.jpg,SM339.jpg,,,Beyond800,SM339.jpg,,
Small 3-D Flock - Set of 5,SM491,Feathered Friends,Each of these lofty birds feature a dimensional wing that bends out to create an even more compelling display. Sold as a set of five unique designs. Created by Cineus Louime.,Made by Artist: Cineus Louime,,,,6x5,,1,25,,,,,1,Beyond400,Beyond160,SM491.jpg,SM491.jpg,,,Beyond800,SM491.jpg,,
Dove Pair Double Hook - 3D,SM604,Feathered Friends,The wings on both facing doves bend beautifully forward to create a design that moves off the wall. Crafted by Cajuste Jhonson.,Made by Artist: Cajuste Jhonson      ,,,,9.5x8.5,,1,9.1,,,,,1,Beyond400,Beyond160,SM604.jpg,SM604.jpg,,,Beyond800,SM604.jpg,,
Night Owls,SM620,Feathered Friends,This nocturnal pair are happy to grab a daytime nap. Created by Exuma Exulien.,Made by Artist: Exuma Exulien        ,,,,8.25x8,,1,14,,,,,1,Beyond400,Beyond160,SM620.jpg,SM620.jpg,,,Beyond800,SM620.jpg,,
What A Hoot,SM621,Feathered Friends,This winged night-timer is caught snoozing … but hoooo cares? Created by Exuma Exulien.,Made by Artist: Exuma Exulien        ,,,,8.5x12.5,,1,17.5,,,,,1,Beyond400,Beyond160,SM621.jpg,SM621.jpg,,,Beyond800,SM621.jpg,,
Owl Ornament,SM623,Feathered Friends,What is the perfect ornament to hang on a tree? Our little midnighter of course! C.reated by Exuma Exulien.,Made by Artist: Exuma Exulien        ,,,,2x3,,1,5,,,,,1,Beyond400,Beyond160,SM623.jpg,SM623.jpg,,,Beyond800,SM623.jpg,,
Floral Flitter 3D,SM705,Feathered Friends,"This new small round is destined to be a favorite, with simple floral details and a 3D-winged bird that glides across the piece. Created by  Winston Cajuste.",Made by Artist: Winston Cajuste,,,,11x11,,1,19.5,,,,,1,Beyond400,Beyond160,SM705.jpg,SM705.jpg,,,Beyond800,SM705.jpg,,
Four Birds Hook 3-D,SM023,Feathered Friends,"11.5"" x 8.5""   These four feathered friends and just hanging out and waiting for you to love them. Crafted by Jean Claude Francois.",Artist: Jean Claude Francois,,,,11.5 x 8.5,,1,19,,,,,1,Beyond400,Beyond160,20cf2418dc4fa6450e0435a58e18ed7d0b9d76b7.jpg,20cf2418dc4fa6450e0435a58e18ed7d0b9d76b7.jpg,,,Beyond800,20cf2418dc4fa6450e0435a58e18ed7d0b9d76b7.jpg,,
