Easel For 5x7 Prints/Photos,835,(All) J&J Wire Products|Around the Home,,,,,,"11 1/2"" T",,1,4.05,,,,,1,jjwire400,jjwire160,835.jpg,835.jpg,,,jjwire800,835.jpg
Mini Easel For Business Cards,838,(All) J&J Wire Products|Around the Home,,,,,,"5 3/4"" T",,1,3.75,,,,,1,jjwire400,jjwire160,838.jpg,838.jpg,,,jjwire800,838.jpg
Curly Wall Bracket for Small Flag,872,(All) J&J Wire Products|Around the Home,,,,,,"10"" T",,1,8.6,,,,,1,jjwire400,jjwire160,872.jpg,872.jpg,,,jjwire800,872.jpg
Victorian Shelf w/Robe Hooks,897,(All) J&J Wire Products|Around the Home,,,,,,"29"" W",,2,28.25,,,,,2,jjwire400,jjwire160,897.jpg,897.jpg,,,jjwire800,897.jpg
Wire Easel,930,(All) J&J Wire Products|Around the Home,,,,,,"13 1/2"" T",,1,9.1,,,,,1,jjwire400,jjwire160,j930.jpg,j930.jpg,,,jjwire800,j930.jpg
Wire Easel w/Heart Top,931,(All) J&J Wire Products|Around the Home,,,,,,"13 1/2"" T",,1,9.1,,,,,1,jjwire400,jjwire160,931.jpg,931.jpg,,,jjwire800,931.jpg
Wire Easel,932,(All) J&J Wire Products|Around the Home,,,,,,"19"" T",,1,9.7,,,,,1,jjwire400,jjwire160,932.jpg,932.jpg,,,jjwire800,932.jpg
Wire Easel w/Heart Top,933,(All) J&J Wire Products|Around the Home,,,,,,"19"" T",,1,9.7,,,,,1,jjwire400,jjwire160,933.jpg,933.jpg,,,jjwire800,933.jpg
Heavy Large Wire Easel,934,(All) J&J Wire Products|Around the Home,,,,,,"29""T",,1,10.6,,,,,1,jjwire400,jjwire160,934.jpg,934.jpg,,,jjwire800,934.jpg
Small Double Curled Easel,935,(All) J&J Wire Products|Around the Home,,,,,,"3 1/2"" T",,1,4.4,,,,,1,jjwire400,jjwire160,935.jpg,935.jpg,,,jjwire800,935.jpg
Small Contemporary Easel,937,(All) J&J Wire Products|Around the Home,,,,,,"10"" T",,1,3.75,,,,,1,jjwire400,jjwire160,937.jpg,937.jpg,,,jjwire800,937.jpg
Large Contemporary Easel,938,(All) J&J Wire Products|Around the Home,,,,,,"15"" T",,1,4.5,,,,,1,jjwire400,jjwire160,938.jpg,938.jpg,,,jjwire800,938.jpg
Large Six Piece Multi-Use Wall Hanging,975,(All) J&J Wire Products|Around the Home,,,,,,"34""Tx36""W",,1,43.4,,,,,1,jjwire400,jjwire160,975.jpg,975.jpg,Oversize box required for this item when shipping which will make shipping cost extra. ,,jjwire800,975.jpg
Garden Gate,2968,(All) J&J Wire Products|Around the Home,,,,,,"34""T",,2,27.75,,,,,2,jjwire400,jjwire160,2968.jpg,2968.jpg,Oversize box required for this item when shipping which will make shipping cost extra. ,,jjwire800,2968.jpg
Small Hat Stand,3009,(All) J&J Wire Products|Around the Home,,,,,,"14""Tx8""W",,1,9.9,,,,,1,jjwire400,jjwire160,3009.jpg,3009.jpg,,,jjwire800,3009.jpg
Hat Stand,3010,(All) J&J Wire Products|Around the Home,,,,,,"16""Tx8""W",,1,10,,,,,1,jjwire400,jjwire160,3010.jpg,3010.jpg,,,jjwire800,3010.jpg
Table w/Tile Shelves,3051,(All) J&J Wire Products|Around the Home,,,,,,"12""W31""T",,1,35,,,,,1,jjwire400,jjwire160,3051.jpg,3051.jpg,,,jjwire800,3051.jpg
Triple Plant Stand ,3073,(All) J&J Wire Products|Around the Home,,,,,,"46""T",,2,29.9,,,,,2,jjwire400,jjwire160,3073.jpg,3073.jpg,,,jjwire800,3073.jpg
"28"" Wall Flag Holder",4016,(All) J&J Wire Products|Around the Home,,,,,,"29"" L",,1,4.6,,,,,1,jjwire400,jjwire160,4016.jpg,4016.jpg,,,jjwire800,4016.jpg
Four Piece Indoor/Outdoor Trellis (OS),4022,(All) J&J Wire Products|Around the Home,,,,,,"79"" T",,1,88,,,,,1,jjwire400,jjwire160,4022.jpg,4022.jpg,Oversize box required for this item when shipping which will make shipping cost extra. ,,jjwire800,4022.jpg
Single Bell Glass Holder w/Glass,4023,(All) J&J Wire Products|Around the Home,,,,,,"13"" T",,1,7.15,,,,,1,jjwire400,jjwire160,4023.jpg,4023.jpg,,,jjwire800,4023.jpg
Curled Triple Sconce w/Glass,4024,(All) J&J Wire Products|Around the Home,,,,,,"25"" W",,1,16.75,,,,,1,jjwire400,jjwire160,4024.jpg,4024.jpg,,,jjwire800,4024.jpg
Plant Hanger for Wood Decks ,4026,(All) J&J Wire Products|Around the Home,,,,,,"29"" T",,2,14.2,,,,,2,jjwire400,jjwire160,4026.jpg,4026.jpg,,,jjwire800,4026.jpg
Curled Three Leg Holder w/Glass,4037,(All) J&J Wire Products|Around the Home,,,,,,"5 1/2"" T",,1,7.45,,,,,1,jjwire400,jjwire160,4037.jpg,4037.jpg,,,jjwire800,4037.jpg
Three Leg Holder w/Glass,4038,(All) J&J Wire Products|Around the Home,,,,,,"11"" T",,1,7.55,,,,,1,jjwire400,jjwire160,4038.jpg,4038.jpg,,,jjwire800,4038.jpg
Calla Lily Bell Glass Sconce w/Glass,4060,(All) J&J Wire Products|Around the Home,,,,,,"8""W25""T",,1,24.25,,,,,1,jjwire400,jjwire160,4060.jpg,4060.jpg,,,jjwire800,4060.jpg
Wood Deck Planter Holder,4065,(All) J&J Wire Products|Around the Home,,,,,,"8.5""W5""T",,1,10.95,,,,,1,jjwire400,jjwire160,4065.jpg,4065.jpg,,,jjwire800,4065.jpg
Eye Glass Holder,4090,(All) J&J Wire Products|Around the Home,"#4090. Use several of these eye glass holders around the house to hold your glasses so that you’ll always know where they are! 8 1/2"" T",,,,,"4""W8.5""T",,1,2.8,,,,,1,jjwire400,jjwire160,4090-8.jpg,4090-8.jpg,,,jjwire800,4090-8.jpg
Outdoor Wreath Holder (OS),4105,(All) J&J Wire Products|Around the Home,,,,,,"45"" T",,1,10.75,,,,,1,jjwire400,jjwire160,4105.jpg,4105.jpg,Oversize box required for this item when shipping which will make shipping cost extra. ,,jjwire800,4105.jpg
Wreath Card Holder,4110,(All) J&J Wire Products|Around the Home,,,,,,"7"" W",,1,13.45,,,,,1,jjwire400,jjwire160,4110.jpg,4110.jpg,,,jjwire800,4110.jpg
Large Mitten Tree ,4155,(All) J&J Wire Products|Around the Home,,,,,,"52"" T",,3,20.25,,,,,3,jjwire400,jjwire160,4155.jpg,4155.jpg,,,jjwire800,4155.jpg
Large Scrolled Easel,4161,(All) J&J Wire Products|Around the Home,,,,,,"44.5"" T",,1,19.15,,,,,1,jjwire400,jjwire160,4161.jpg,4161.jpg,,,jjwire800,4161.jpg
Large Hand Forged Knot Easel,4162,(All) J&J Wire Products|Around the Home,,,,,,"38"" T",,1,13.8,,,,,1,jjwire400,jjwire160,4162.jpg,4162.jpg,,,jjwire800,4162.jpg
Circular Wall Art ,4167,(All) J&J Wire Products|Around the Home,,,,,,"21"" T",,3,11.2,,,,,3,jjwire400,jjwire160,4167.jpg,4167.jpg,,,jjwire800,4167.jpg
Freestanding Double Toilet Paper Hldr,4168,(All) J&J Wire Products|Around the Home,,,,,,"26"" T",,1,16.5,,,,,1,jjwire400,jjwire160,4168.jpg,4168.jpg,,,jjwire800,4168.jpg
Diagonal Circles on the Wall Votive Holder,4175,(All) J&J Wire Products|Around the Home,,,,,,"18"" T",,1,6.05,,,,,1,jjwire400,jjwire160,4175.jpg,4175.jpg,,,jjwire800,4175.jpg
Small Hand Forged Knot Easel,4177,(All) J&J Wire Products|Around the Home,,,,,,"22"" T",,1,13.15,,,,,1,jjwire400,jjwire160,4177.jpg,4177.jpg,,,jjwire800,4177.jpg
Calendar Holder,4180,(All) J&J Wire Products|Around the Home,,,,,,"11"" W",,1,6.4,,,,,1,jjwire400,jjwire160,4180.jpg,4180.jpg,,,jjwire800,4180.jpg
Small Simple Easel,8936,(All) J&J Wire Products|Around the Home,,,,,,"3""Tx2""W",,1,2.5,,,,,1,jjwire400,jjwire160,8936.jpg,8936.jpg,,,jjwire800,8936.jpg
Medium Simple Easel                              ,8937,(All) J&J Wire Products|Around the Home,,,,,,"4 3/4""T4""W",,1,2.5,,,,,1,jjwire400,jjwire160,8937.jpg,8937.jpg,,,jjwire800,8937.jpg
Large Simple Easel,8938,(All) J&J Wire Products|Around the Home,,,,,,"7""Tx6""W",,1,3.1,,,,,1,jjwire400,jjwire160,8938.jpg,8938.jpg,,,jjwire800,8938.jpg
Cylinder Glass Vase - Imported,414S,(All) J&J Wire Products|Around the Home,,,,,,Singles,,1,5,,,,,1,jjwire400,jjwire160,414S.jpg,414S.jpg,,,jjwire800,414S.jpg
Oval Six Piece Wall Hanging,975B,(All) J&J Wire Products|Around the Home,"Six Piece Multi-Use Wall Hanging 34"" T 36"" W – Sold as a unit, one unit per box.",,,,,"34""Tx36""W",,1,43.4,,,,,1,jjwire400,jjwire160,975B.jpg,975B.jpg,,,jjwire800,975B.jpg
Medium Victorian Easel,BR1934,(All) J&J Wire Products|Around the Home,,,,,,"28""T",,1,12.5,,,,,1,jjwire400,jjwire160,br1934.jpg,br1934.jpg,,,jjwire800,br1934.jpg
Victorian Floor Easel ,BR1935,(All) J&J Wire Products|Around the Home,"Bronze Victorian Floor Easel – 43 3/4"" T (OS) – Must order a minimum of two.",,,,,"43 3/4"" T",,2,17.25,,,,,2,jjwire400,jjwire160,br1935.jpg,br1935.jpg,Oversize box required for this item when shipping which will make shipping cost extra. ,,jjwire800,br1935.jpg
Vertical Glass Shelf Stand ,BR2222,(All) J&J Wire Products|Around the Home,Oversized Vertical Glass Shelf Stand,,,,,"64""T",,1,56.65,,,,,1,jjwire400,jjwire160,br2222.jpg,br2222.jpg,Oversize box required for this item when shipping which will make shipping cost extra. ,,jjwire800,br2222.jpg
Jewelry Stand w/Shelf - BRONZE,BR4021,(All) J&J Wire Products|Around the Home,,,,,,"16"" T",,1,21.75,,,,,1,jjwire400,jjwire160,br4021.jpg,br4021.jpg,,,jjwire800,br4021.jpg
Necklace Rack,BR779,(All) J&J Wire Products|Around the Home,,,,,,"12"" T",,1,10.95,,,,,1,jjwire400,jjwire160,br779.jpg,br779.jpg,,,jjwire800,br779.jpg
Wreath Holder,3083,(All) J&J Wire Products|Around the Home,,,,,,"40""T",,1,14.35,,,,,1,jjwire400,jjwire160,3083.jpg,3083.jpg,,,jjwire800,3083.jpg
Large Outdoor Planter,5005,(All) J&J Wire Products,,,,,,"29"" T",,1,13.55,,,,,1,jjwire400,jjwire160,2017-05-02-14.11.40-1-e1494872004453.jpg,2017-05-02-14.11.40-1-e1494872004453.jpg,,,jjwire800,2017-05-02-14.11.40-1-e1494872004453.jpg
Medium Outdoor Planter,5010,(All) J&J Wire Products,"The excitement is building at J&J Wire, Inc. with our new line of Sutter Creek outdoor products that will be available late June 2017.  Gardening can take time that you don’t have, so why not purchase this item to finish off your empty space in your garden, it will provide an instant pop of color when you go to your local garden center and purchase a 10″ floral basket that fits perfectly in this solid wrought iron basket.  You can also purchase 9″ pottery and simply add your own flowers.  Easy three prong bottom slips into the ground to hold your display.  This is one of my favorites and I am sure that it will be yours also.  It arrives in two poeces taht slide together with ease.  Durable outdoor black powder-coat finish.  Medium planter is 23″T and the basket is 9 1/2″W x 5″D.   This product is proudly designed and made in the USA by J&J Wire, Inc.  You will be able to purchase this product in late June 2017 in a variety of different options, 1 large #5005, 1 medium #5010, 1 large and two medium baskets #5025 or 1 large and 1 medium basket #5030.",,,,,"23""T",,1,13.3,,,,,1,jjwire400,jjwire160,2017-05-02-14.11.40-1-e1494872004453.jpg,2017-05-02-14.11.40-1-e1494872004453.jpg,,,jjwire800,2017-05-02-14.11.40-1-e1494872004453.jpg
Victorian Double Toilet Paper Holder,374,(All) J&J Wire Products|Bathroom,,,,,,"10 1/2""T",,1,6.25,,,,,1,jjwire400,jjwire160,374.jpg,374.jpg,,,jjwire800,374.jpg
Victorian Mag/Dble Toilet Paper Hldr,375,(All) J&J Wire Products|Bathroom,,,,,,"19"" T",,1,9.8,,,,,1,jjwire400,jjwire160,375.jpg,375.jpg,,,jjwire800,375.jpg
Victorian Single Toilet Paper Holder,377,(All) J&J Wire Products|Bathroom,,,,,,"6"" T 5"" L",,1,6.25,,,,,1,jjwire400,jjwire160,377.jpg,377.jpg,,,jjwire800,377.jpg
Wall Toilet Paper Holder,4019,(All) J&J Wire Products|Bathroom,,,,,,"4 1/2"" T",,1,6.1,,,,,1,jjwire400,jjwire160,4019.jpg,4019.jpg,,,jjwire800,4019.jpg
"13"" Double Bar Towel Rack",4020,(All) J&J Wire Products|Bathroom,,,,,,"16"" W",,1,10.9,,,,,1,jjwire400,jjwire160,4020.jpg,4020.jpg,,,jjwire800,4020.jpg
"23"" Double Towel Bar",4046,(All) J&J Wire Products|Bathroom,,,,,,"26"" W",,1,11.35,,,,,1,jjwire400,jjwire160,4046.jpg,4046.jpg,,,jjwire800,4046.jpg
Chamber Candle Holder For Tapers,207,(All) J&J Wire Products|Candle Holders,,,,,,"4 1/2"" T",,1,3.25,,,,,1,jjwire400,jjwire160,207.jpg,207.jpg,,,jjwire800,207.jpg
Pumpkin w/Pan Candle Holder,209,(All) J&J Wire Products|Candle Holders,,,,,,"11""T",,1,13.65,,,,,1,jjwire400,jjwire160,2091.jpg,2091.jpg,,,jjwire800,2091.jpg
Centerpiece for 4 Pillar Candles,236,(All) J&J Wire Products|Candle Holders,,,,,,"12""T",,1,16.35,,,,,1,jjwire400,jjwire160,236.jpg,236.jpg,,,jjwire800,236.jpg
1/2 Pint Jelly Jar/Candle Holder,278,(All) J&J Wire Products|Candle Holders,,,,,,"3 1/2"" T",,1,3.9,,,,,1,jjwire400,jjwire160,278.jpg,278.jpg,,,jjwire800,278.jpg
Star Large Jar Candle Holder,310,(All) J&J Wire Products|Candle Holders,,,,,,"5""T",,1,6.55,,,,,1,jjwire400,jjwire160,310.jpg,310.jpg,,,jjwire800,310.jpg
*Wax Warmer (bowls separate),334,(All) J&J Wire Products|Candle Holders,,,,,,,,1,4.35,,,,,1,jjwire400,jjwire160,334.jpg,334.jpg,,,jjwire800,334.jpg
Courting Candle Holder w/drip pan,342,(All) J&J Wire Products|Candle Holders,,,,,,"5""T",,1,6.05,,,,,1,jjwire400,jjwire160,342.jpg,342.jpg,,,jjwire800,342.jpg
Heart Candle Snuffer,389,(All) J&J Wire Products|Candle Holders,,,,,,"6""L",,1,3.25,,,,,1,jjwire400,jjwire160,389.jpg,389.jpg,,,jjwire800,389.jpg
Small Ring-Top Candlelighter,391,(All) J&J Wire Products|Candle Holders,,,,,,"6""L",,1,1.8,,,,,1,jjwire400,jjwire160,391.jpg,391.jpg,,,jjwire800,391.jpg
Large Ring-Top Candlelighter,392,(All) J&J Wire Products|Candle Holders,,,,,,"12""L",,1,2.25,,,,,1,jjwire400,jjwire160,392.jpg,392.jpg,,,jjwire800,392.jpg
Small Heart Candlelighter,393,(All) J&J Wire Products|Candle Holders,,,,,,"6""L",,1,1.8,,,,,1,jjwire400,jjwire160,393.jpg,393.jpg,,,jjwire800,393.jpg
Large Heart Candlelighter,394,(All) J&J Wire Products|Candle Holders,,,,,,"12""L",,1,2.25,,,,,1,jjwire400,jjwire160,394.jpg,394.jpg,,,jjwire800,394.jpg
Horizontal Candle Snuffer,395,(All) J&J Wire Products|Candle Holders,,,,,,"12 3/4""L",,1,3.75,,,,,1,jjwire400,jjwire160,395.jpg,395.jpg,,,jjwire800,395.jpg
Vertical Candle Snuffer,396,(All) J&J Wire Products|Candle Holders,,,,,,"12 3/4""L",,1,3.75,,,,,1,jjwire400,jjwire160,396.jpg,396.jpg,,,jjwire800,396.jpg
Iron Taper Candle Insert,413,(All) J&J Wire Products|Candle Holders,,,,,,"8""T",,1,6.1,,,,,1,jjwire400,jjwire160,413.jpg,413.jpg,,,jjwire800,413.jpg
22 oz. Jar Candle Holder,547,(All) J&J Wire Products|Candle Holders,,,,,,"15 1/2""T",,1,5.75,,,,,1,jjwire400,jjwire160,547.jpg,547.jpg,Hook in photo sold separately (item # 612).,,jjwire800,547.jpg
Spiral Triple Taper Holder,638,(All) J&J Wire Products|Candle Holders,,,,,,"9 3/4"" T",,1,13.4,,,,,1,jjwire400,jjwire160,638.jpg,638.jpg,,,jjwire800,638.jpg
Triple Pillar Candle Holder,658,(All) J&J Wire Products|Candle Holders,,,,,,"9""W13""T",,1,12.4,,,,,1,jjwire400,jjwire160,658.jpg,658.jpg,,,jjwire800,658.jpg
Fireplace Rack For 6 Pillar Candles,674,(All) J&J Wire Products|Candle Holders,,,,,,"29"" L",,1,30.7,,,,,1,jjwire400,jjwire160,674.jpg,674.jpg,,,jjwire800,674.jpg
3 Leg Small Round Jar Candle Holder,685,(All) J&J Wire Products|Candle Holders,,,,,,"2 1/2""T",,1,3.25,,,,,1,jjwire400,jjwire160,685.jpg,685.jpg,,,jjwire800,685.jpg
3 Leg Large Round Jar Candle Holder,687,(All) J&J Wire Products|Candle Holders,,,,,,"4"" T",,1,3.65,,,,,1,jjwire400,jjwire160,687.jpg,687.jpg,,,jjwire800,687.jpg
Small Freestanding Pillar Candle Holder,751,(All) J&J Wire Products|Candle Holders,,,,,,"25 1/2"" T",,1,15.9,,,,,1,jjwire400,jjwire160,751.jpg,751.jpg,,,jjwire800,751.jpg
Large Freestanding Pillar Candle Holder,753,(All) J&J Wire Products|Candle Holders,,,,,,"33 1/2"" T",,3,16.7,,,,,3,jjwire400,jjwire160,753.jpg,753.jpg,Oversize box required for this item when shipping which will make shipping cost extra. ,,jjwire800,753.jpg
Fleur De Lis Double Taper Sconce,871,(All) J&J Wire Products|Candle Holders,,,,,,"13"" T",,1,7.3,,,,,1,jjwire400,jjwire160,871.jpg,871.jpg,,,jjwire800,871.jpg
Angel w/Pan For Pillar Candle,913,(All) J&J Wire Products|Candle Holders,,,,,,"14"" T",,1,9.5,,,,,1,jjwire400,jjwire160,913.jpg,913.jpg,,,jjwire800,913.jpg
Snowman w/Pan For Pillar Candle,918,(All) J&J Wire Products|Candle Holders,,,,,,"12"" T",,1,8.3,,,,,1,jjwire400,jjwire160,918.jpg,918.jpg,,,jjwire800,918.jpg
Lantern Jar Candle Holder,1687,(All) J&J Wire Products|Candle Holders,,,,,,"13""Tx7""W",,1,10.4,,,,,1,jjwire400,jjwire160,1687.jpg,1687.jpg,,,jjwire800,1687.jpg
Coil Jar Candle & LId Holder,1688,(All) J&J Wire Products|Candle Holders,,,,,,"7 1/2"" T",,1,4.65,,,,,1,jjwire400,jjwire160,1688.jpg,1688.jpg,,,jjwire800,1688.jpg
Medium Freestanding Pillar Candle Hldr,2752,(All) J&J Wire Products|Candle Holders,,,,,,"29 1/4""T",,3,16.35,,,,,3,jjwire400,jjwire160,2752.jpg,2752.jpg,Oversize box required for this item when shipping which will make shipping cost extra. ,,jjwire800,2752.jpg
Wire Ring Lantern Style Candle Holder,2929,(All) J&J Wire Products|Candle Holders,,,,,,"6 3/4"" T",,1,10.75,,,,,1,jjwire400,jjwire160,2929.jpg,2929.jpg,,,jjwire800,2929.jpg
Star Jar Candle Holder,3081,(All) J&J Wire Products|Candle Holders,,,,,,"11""T",,1,10.9,,,,,1,jjwire400,jjwire160,Star-Jar-Candle-Holder-2.jpg,Star-Jar-Candle-Holder-2.jpg,,,jjwire800,Star-Jar-Candle-Holder-2.jpg
Small Star Jar Candle Holder,3093,(All) J&J Wire Products|Candle Holders,,,,,,"11""T",,1,7.35,,,,,1,jjwire400,jjwire160,3093.jpg,3093.jpg,,,jjwire800,3093.jpg
Strap Iron Jar Candle Sconce,4015,(All) J&J Wire Products|Candle Holders,,,,,,"17""T",,1,8.8,,,,,1,jjwire400,jjwire160,4015.jpg,4015.jpg,,,jjwire800,4015.jpg
Pillar Candle Holder,4017,(All) J&J Wire Products|Candle Holders,,,,,,"24""T",,1,17.2,,,,,1,jjwire400,jjwire160,4017.jpg,4017.jpg,,,jjwire800,4017.jpg
"Large Star 3"" Pillar Candle Holder",4045,(All) J&J Wire Products|Candle Holders,,,,,,"13""Tx12""W",,1,10,,,,,1,jjwire400,jjwire160,Star-Pillar-Candle-Holder-4045.jpg,Star-Pillar-Candle-Holder-4045.jpg,,,jjwire800,Star-Pillar-Candle-Holder-4045.jpg
Large Jar Candle / Lid Holder,4150,(All) J&J Wire Products|Candle Holders,,,,,,"7""W8""T",,1,8.45,,,,,1,jjwire400,jjwire160,4150.jpg,4150.jpg,,,jjwire800,4150.jpg
"Pillar Candle Holder - Pan is 4.5"" W",4164,(All) J&J Wire Products|Candle Holders,,,,,,,,1,4.55,,,,,1,jjwire400,jjwire160,4164.jpg,4164.jpg,,,jjwire800,4164.jpg
Bell Shaped Votive Glass,466S,(All) J&J Wire Products|Candle Holders,,,,,,SINGLE,,1,3.7,,,,,1,jjwire400,jjwire160,466s1.jpg,466s1.jpg,,,jjwire800,466s1.jpg
Aqua/White Ceramic Bowl,AQ1,(All) J&J Wire Products|Candle Holders,,,,,,,,1,3.5,,,,,1,jjwire400,jjwire160,334-ceramicbowls.jpg,334-ceramicbowls.jpg,,,jjwire800,334-ceramicbowls.jpg
Seven Pillar Candle Holder,BR104,(All) J&J Wire Products|Candle Holders,,,,,,"26 1/2""W",,1,24.5,,,,,1,jjwire400,jjwire160,br104.jpg,br104.jpg,,,jjwire800,br104.jpg
