13-Inch Round Tray,K14-19,(All) Irvin's Products|Kitchen - Tabletop||||||||,A punched metal bowl/tray that could be used a variety of ways in your home. Fill it with rag ball like we have done or add a cloth napkin and use it for seasonal items to enhance your home. Imported. Smokey black finish. . .,In Stock,,,1,2.5-Inches high and 13-Inches diameter,1,7.25,,0.00,,0.00,1,K14-19.jpg,
14-Inch Fireside Shade with Chisel in Blackened Tin,816-4CBT,(All) Irvin's Products|Lamp Shades||||||||,"A traditional shade that gives you a beautifully patterned light effect on the walls of your home. With a large amount of punching in the each shade, the glow cast from this shade adds a new dimension to your decorating. Each shade has a washer fitter to be used with a harp on your existing lamp base. Spider fitting. Harp and finial not included. Made in the USA.",In Stock,,,1,"Measurements: Top-7.75-Inches , Bottom-14-Inches , Side-12-Inches",1,23.75,,0.00,,0.00,1,816-4CBT.jpg,
14-Inch Fireside Shade with Chisel in Rustic Tin,816-4CRT,(All) Irvin's Products|Lamp Shades||||||||,"A traditional shade that gives you beautifully patterned light effects on the walls of your home. With a large amount of punching in each shade, the glow cast from this shade adds a new dimension to your decorating. Each shade has a washer fitter to be used with a harp on your existing lamp base. Spider fitting. Harp and finial not included. Made in the USA.",In Stock,,,1,"Measurements: Top-7.75-Inches , Bottom-14-Inches , Side-12-Inches",1,23.75,,0.00,,0.00,1,816-4CRT.jpg,
14-Inch Fireside Shade with Willow in Blackened Tin,816-4WLBT,(All) Irvin's Products|Lamp Shades||||||||,"A traditional shade that gives you a beautifully patterned light effect on the walls of your home. With a large amount of punching in each shade, the glow cast from this shade adds a new dimension to your decorating. Each shade has a washer fitter to be used with a harp on your existing lamp base. Spider fitting. Harp and finial not included. Made in the USA.",In Stock,,,1,"Measurements: Top-7.75-Inches , Bottom-14-Inches , Side-12-Inches",1,23.75,,0.00,,0.00,1,816-4WLBT.jpg,
15-Inch Electrified Hanging Lantern in Blackened Tin,863CBT,(All) Irvin's Products|Pendants||||||||,"A light reminiscent of times when any nighttime chores were accompanied by the light from a lantern. Our Hanging Lantern is a beautiful way to bring a little bit of that farmhouse feel to your home. Includes canopy kit,  7-feet of cord, and 3-feet of chain for hardwire installation. Standard socket, 1 x 60 watts maximum wattage. UL listed for dry locations. Made in the USA.",In Stock,,,1,15-Inches high and 6-Inches diameter,1,47.00,,0.00,,0.00,1,863CBT.jpg,
15-Inch Electrified Wall Lantern in Blackened Tin,864CBT,(All) Irvin's Products|Sconces||||||||,"A light reminiscent of times when any nighttime chores were accompanied by the light from a lantern. Our Electrified Wall Lantern is a beautiful way to bring a little bit of that farmhouse feel to your home. Direct hardwire; 1 standard socket, 1 x 60 watts maximum wattage. UL listed for dry locations. Made in the USA.",In Stock,,,1,22-Inches high and 6-Inches wide and 8-Inches deep,1,41.00,,0.00,,0.00,1,864CBT.jpg,
15-Inch Fireside Lantern in Blackened Tin,817CBT,(All) Irvin's Products|Accent Lighting||||||||,"Our original Revere Lantern has been updated with our most popular punch pattern. The punching casts a warm cozy glow on your wall. A terrific accent piece for your living area. Candelabra socket, 1 x 25 watts maximum wattage; Wired with 7-foot cord and line switch; Plugs into wall outlet. UL listed for dry locations. Made in the USA.",In Stock,,,1,15-Inches high and 7-Inches diameter,1,38.00,,0.00,,0.00,1,817CBT.jpg,
15-Inch Flared Shade with Chisel in Smokey Black,K16-03,(All) Irvin's Products|Lamp Shades||||||||,"Created due to customer demand, our flared shade will add country flair to your home. Each shade has a washer fitter to be used with a harp on your existing lamp. Spider fitting. Harp and finial not included. Chisel punched tin pattern adorns shade.",In Stock,,,1,Measurements: Top - 5-Inches ; Bottom - 15-Inches ; Side - 10-Inches,1,18.00,,0.00,,0.00,1,K16-03.jpg,
15-Inch Flared Shade with Chisel in Textured Black,925-2CBK,(All) Irvin's Products|Lamp Shades||||||||,"Created due to customer demand, our flared shade will add country flair to your home. Each shade has a washer fitter to be used with a harp on your existing lamp. Spider fitting. Harp and finial not included. Textured black painted finish.",In Stock,,,1,"Measurements: Top-5.5-Inches , Bottom-15-Inches , Side-9.75-Inches",1,18.00,,0.00,,0.00,1,925-2CBK.jpg,
15-Inch Flared Shade with Rooster in Smokey Black,K15-36,(All) Irvin's Products|Lamp Shades||||||||,"A whimsical punched tin lamp shade for your kitchen, breakfast nook, or wherever you love to see the occasional rooster! Spider fitting. Harp and finial not included. Rooster punched tin pattern adorns shade.",In Stock,,,1,Measurements: Top - 5-Inches ; Bottom - 15-Inches ; Side - 10-Inches,1,18.00,,0.00,,0.00,1,K15-36.jpg,
15-Inch Ivory Linen Shade,A16-02,(All) Irvin's Products|Lamp Shades||||||||,Our Linen Fabric Shades are a simple easy choice for your home's lamps. Each one is made with high quality materials and is the perfect addition to your mason jar lamp. The Linen Shades also pair wonderfully with antique lamp bases from years gone by. Linen fabric with hardback liner. Spider fitting. .,In Stock,,,1,"Top: 5-Inches , Bottom: 15-Inches , Side 10-Inches",1,18.00,,0.00,,0.00,1,A16-02.jpg,
15-Inch Primitive Lantern in Smokey Black,K18-51SM,(All) Irvin's Products|Candle Holders|(Newest) Products|||||||,A wonderful reproduction of an antique lantern from Irvin's collection. Our Primitive Candle Lantern has a hook for hanging from the ceiling or a wall hook. This piece also looks great sitting on your mantle or on a shelf. Smokey black finish. Solid metal construction. Holds a regular or battery operated taper which is not included.,In Stock,,,1,16.5-Inches high and 5.5-Inches diameter,1,9.50,,0.00,,0.00,1,K18-51SM.jpg,
15-Inch Revere Lantern in Blackened Tin,23WCBT,(All) Irvin's Products|Accent Lighting||||||||,"From traditional to primitive, Irvin's Country Tinware offers a selection of decorative punched pieces for your decorating needs. Our traditional Revere Lanterns offer a beautiful punch pattern to illuminate the background of your wall when placed on a counter or a shelf. Candelabra socket, 1 x 25 watts maximum wattage; Wired with 7' cord and line switch; Plugs into wall outlet. UL listed for dry locations. Made in the USA.",In Stock,,,1,15-Inches high and 6-Inches diameter,1,36.50,,0.00,,0.00,1,23WCBT.jpg,
15-Inch Strap Sphere Chandelier in Black,9211BL,(All) Irvin's Products|Chandeliers - Tin|(Newest) Products|||||||,"The 15-Inch Strap Sphere Pendant in Black is a fascinating light that will add a unique dimension to your room's decor. The orb is crafted from solid steel bands that are powder coated in black then white washed. Includes canopy kit, 7-feet of cord and 3-feet of chain for hardwire installation; Candelabra sockets, 3 x 60 watts maximum wattage. UL Listed for dry locations. Black powder coated finish with white wash. Made in the USA.",Out of stock - order to ship after 05/16/18,,,1,17.5-Inches high and 16-Inches diameter,1,140.00,,0.00,,0.00,1,9211BL.jpg,
15-Inch Willow Tree Shade,K16-18,(All) Irvin's Products|Lamp Shades||||||||,The traditional folk art willow tree pattern of the 15 Willow Tree Shade is perfect for a primitive home. Smokey Black finish. Spider fitting. .,In Stock,,,1,"Top: 5-Inches , Bottom: 15-Inches , Side 10-Inches",1,18.00,,0.00,,0.00,1,K16-18.jpg,
16-Inch Flared Shade with Chisel in Smokey Black,K16-04,(All) Irvin's Products|Lamp Shades||||||||,"Created due to customer demand, our flared shade will add country flair to your home. Each shade has a washer fitter to be used with a harp on your existing lamp. Spider fitting. Harp and finial not included. Chisel punched tin pattern adorns shade.",In Stock,,,1,Measurements: Top - 5.5-Inches ; Bottom - 16-Inches ; Side - 10.5-Inches,1,19.00,,0.00,,0.00,1,K16-04.jpg,
16-Inch Oval Sphere Pendant in Black,9214BL,(All) Irvin's Products|Pendants|(Newest) Products|||||||,"The 16-Inch Oval Sphere Pendant in Black is a fascinating light that will add a unique dimension to your room's decor. The pendant is crafted from solid steel bands that are powder coated in black then white washed. Includes canopy kit, 7-feet of cord and 3-feet of chain for hardwire installation; Standard socket, 1 x 150 watts maximum wattage. UL Listed for dry locations. Black powder coated finish with white wash. Made in the USA.",In Stock,,,1,19.5-Inches high and 13-Inches diameter,1,65.00,,0.00,,0.00,1,9214BL.jpg,
17-Inch Fireside Lantern in Blackened Tin,855CBT,(All) Irvin's Products|Accent Lighting||||||||,"Our original Revere Lantern has been updated with our most popular punch pattern. The punching casts a warm cozy glow on your wall. A terrific accent piece for your living area. Candelabra socket, 1 x 25 watts maximum wattage; Wired with 7-foot cord and line switch; Plugs into wall outlet. UL listed for dry locations. Made in the USA.",In Stock,,,1,17.5-Inches high and 8.5-Inches diameter,1,42.75,,0.00,,0.00,1,855CBT.jpg,
17-Inch Flared Shade with Chisel in Smokey Black,K16-05,(All) Irvin's Products|Lamp Shades||||||||,"Created due to customer demand, our flared shade will add country flair to your home. Each shade has a washer fitter to be used with a harp on your existing lamp. Spider fitting. Harp and finial not included. Chisel punched tin pattern adorns shade.",In Stock,,,1,Measurements: Top - 6-Inches ; Bottom - 17-Inches ; Side - 11.75-Inches,1,20.00,,0.00,,0.00,1,K16-05.jpg,
17-Inch Flared Shade with Chisel in Textured Black,925-3CBK,(All) Irvin's Products|Lamp Shades||||||||,"Created due to customer demand, our flared shade will add country flair to your home. Each shade has a washer fitter to be used with a harp on your existing lamp. Spider fitting. Harp and finial not included. Textured black painted finish.",In Stock,,,1,"Measurements: Top-6-Inches , Bottom-17-Inches , Side-11.75-Inches",1,20.00,,0.00,,0.00,1,925-3CBK.jpg,
17-Inch Ivory Linen Shade,A16-03,(All) Irvin's Products|Lamp Shades||||||||,Our Linen Fabric Shades are a simple easy choice for your home's lamps. Each one is made with high quality materials and is the perfect addition to your mason jar lamp. The Linen Shades also pair wonderfully with antique lamp bases from years gone by. Linen fabric with hardback liner. Spider fitting. .,In Stock,,,1,"Top: 6-Inches , Bottom: 17-Inches , Side 11.75-Inches",1,20.00,,0.00,,0.00,1,A16-03.jpg,
17-Inch Sturbridge Lantern,K14-10,(All) Irvin's Products|Candle Holders||||||||,"Our Sturbridge Lantern is designed for use with battery operated tapers. It has been recreated to resemble Revere Lanterns from years gone by. Add a bit of historical charm to your home with a reproduction lantern. Smokey black finish. Holds a 4-Inch battery timered taper, not included. A traditional revere lantern with chisel tinpunch design.",In Stock,,,1,17.5-Inches high and 5.5-Inches diameter,1,13.00,,0.00,,0.00,1,K14-10.jpg,
18 Tube Decorative Candlemold in Antique Tin,K17-34BZ,(All) Irvin's Products|Kitchen - Tabletop||||||||,A large decorative candlemold brimming with colonial aesthetics. This appealing reproduction mold has a unique configuration. Antique tin finish. Decorative use only. Fill with flowers to make a fine centerpiece.,In Stock,,,1,10.5-Inches high and 10.75-Inches wide and 5.5-Inches deep,1,19.50,,0.00,,0.00,1,K17-34BZ.jpg,
18 Tube Decorative Candlemold in Smokey Black,K17-34SM,(All) Irvin's Products|Kitchen - Tabletop||||||||,A large decorative candlemold brimming with colonial aesthetics. This appealing reproduction mold has a unique configuration. Smokey black finish. Decorative use only. Fill with flowers to make a fine centerpiece.,In Stock,,,1,10.5-Inches high and 10.75-Inches wide and 5.5-Inches deep,1,19.50,,0.00,,0.00,1,K17-34SM.jpg,
18-Inch Chimney Lantern in Blackened Tin,852CBT,(All) Irvin's Products|Accent Lighting||||||||,"From traditional to primitive, Irvin's Country Tinware offers a selection of decorative punched tin pieces for your decorating needs. Our traditional Revere lanterns offer a beautiful punch pattern to illuminate the background of your wall when place on a counter or shelf. Candelabra socket, 1 x 25 watts maximum wattage; Wired with 7-foot cord and line switch; Plugs into wall outlet. UL listed for dry locations. Made in the USA.",In Stock,,,1,18-Inches high and 6-Inches diameter,1,38.75,,0.00,,0.00,1,852CBT.jpg,
18-Inch Strap Sphere Chandelier in Black,9210BL,(All) Irvin's Products|Chandeliers - Tin|(Newest) Products|||||||,"The 18-Inch Strap Sphere Pendant in Black is a fascinating light that will add a unique dimension to your room's decor. The orb is crafted from solid steel bands that are powder coated in black then white washed. Includes canopy kit, 7-feet of cord and 3-feet of chain for hardwire installation; Candelabra sockets, 3 x 60 watts maximum wattage. UL Listed for dry locations. Black powder coated finish with white wash. Made in the USA.",In Stock,,,1,20.5-Inches high and 18.5-Inches diameter,1,150.00,,0.00,,0.00,1,9210BL.jpg,
19-Inch Six Tube Candle Mold,K16-06,(All) Irvin's Products|Kitchen - Tabletop||||||||,A stately oversized candlemold that would be perfect for display in your store. It would also be a conversation starter for the front porch when used within a larger vignette. Just be sure to use it on a covered porch. Smokey black finish. Decorative use only. Fill with flowers to make a fine centerpiece.,In Stock,,,1,19.75-Inches high and 16.75-Inches wide and 8.5-Inches deep,1,33.75,,0.00,,0.00,1,K16-06.jpg,
2 Tier Display in Weathered Zinc,K18-80WZ,(All) Irvin's Products|Kitchen - Tabletop|(Newest) Products|||||||,The stately 2 Tier Display Stand in Weathered Zinc is an impressive piece designed to be large enough for a kitchen area with high ceilings. Imported. Galvanized Tin. Solid metal construction. Wooden bale handle.,Out of stock - order to ship after 06/15/18,,,1,25.5-Inches high and 13-Inches wide and 12-Inches deep,1,36.50,,0.00,,0.00,1,K18-80WZ.jpg,
20-Inch Oval Sphere Chandelier in Black,9213BL,(All) Irvin's Products|Chandeliers - Tin|(Newest) Products|||||||,"The 20-Inch Oval Sphere Pendant in Black is a fascinating light that will add a unique dimension to your room's decor. The orb is crafted from solid steel bands that are powder coated in black then white washed. Includes canopy kit, 7-feet of cord and 3-feet of chain for hardwire installation; Candelabra sockets, 3 x 60 watts maximum wattage. UL Listed for dry locations. Black powder coated finish with white wash. Made in the USA.",In Stock,,,1,22-Inches high and 17-Inches diameter,1,140.00,,0.00,,0.00,1,9213BL.jpg,
21-Inch Lantern in Smokey Black,K14-38SM,(All) Irvin's Products|Accent Lighting||||||||,"A beautiful lantern that is reminiscent of those original lanterns from centuries ago. Each lantern is handpunched with beautiful details and is electrified. Wired with 1 candelabra socket, 25 watts maximum Line switch on cord. Beautiful punched tin design will illuminate a beautiful pattern across your walls. Traditional Paul Revere design influences.",In Stock,,,1,21.5-Inches high and 7.25-Inches diameter,1,31.00,,0.00,,0.00,1,K14-38SM.jpg,
21-Inch Lantern in Weathered Zinc,K14-38WZ,(All) Irvin's Products|Accent Lighting||||||||,"A beautiful lantern that is reminiscent of those original lanterns from centuries ago. Each lantern is handpunched with beautiful details and is electrified. Wired with 1 candelabra socket, 25 watts maximum Line switch on cord. Beautiful punched tin design will illuminate a beautiful pattern across your walls. Traditional Paul Revere design influences.",Out of stock - order to ship after 08/19/18,,,1,21.5-Inches high and 7.25-Inches diameter,1,31.00,,0.00,,0.00,1,K14-38WZ.jpg,
22-Inch Chimney Lantern in Blackened Tin,882CBT,(All) Irvin's Products|Accent Lighting||||||||,"Our original Revere Lantern has been updated with our most popular punch pattern. The punching casts a warm cozy glow on your wall. A terrific accent piece for your living area. Candelabra socket, 1 x 25 watts maximum wattage; Wired with 7-foot cord and line switch; Plugs into wall outlet. UL listed for dry locations. Made in the USA.",In Stock,,,1,22-Inches high and 7-Inches diameter,1,41.00,,0.00,,0.00,1,882CBT.jpg,
22-Inch Chimney Lantern in Rustic Tin,882CRT,(All) Irvin's Products|Accent Lighting||||||||,"Our original Revere Lantern has been updated with our most popular punch pattern. The punching casts a warm cozy glow on your wall. A terrific accent piece for your living area. Candelabra socket, 1 x 25 watts maximum wattage; Wired with 7-foot cord and line switch; Plugs into wall outlet. UL listed for dry locations. Made in the USA.",In Stock,,,1,22-Inches high and 7-Inches diameter,1,41.00,,0.00,,0.00,1,882CRT.jpg,
26-Inch Cathedral Lantern,K16-15,(All) Irvin's Products|Accent Lighting||||||||,"The beautiful Cathedral Lantern is the perfect piece to accent your covered porch or patio with a pattern of light. Imagine the oohs and aahs when your friends and neighbors stop by to visit. Smokey black finish. Has a 7-foot cord and line switch. Standard socket, 1 x 60 watts maximum wattage. Generously sized.",In Stock,,,1,26-Inches high and 8.5-Inches diameter,1,46.25,,0.00,,0.00,1,K16-15.jpg,
27-Inch Blacksmith's Lantern with Chisel in Blackened Tin,804CBT,(All) Irvin's Products|Accent Lighting||||||||,"A stunning and timeless look, our Blacksmith's Lantern with Chisel pattern in Blackened Tin is a wonderful accent in any area of your home. We especially like to use in the living area or on the front entrance for a primitive welcome for all of our family and friends. Standard socket, 1 x 60 watts maximum wattage; Wired with 7-foot cord and line switch; Plugs into wall outlet. UL listed for dry locations. Made in the USA.",In Stock,,,1,27-Inches high and 10-Inches diameter,1,79.00,,0.00,,0.00,1,804CBT.jpg,
3 Light Accent Light in Antique Tin,K17-16BZ,(All) Irvin's Products|Accent Lighting||||||||,"A unique accent light to add a warm glow to your home's decor. This captivating piece will look great in it's purchased state or imagine this piece during the holiday season with beautiful greens and berries adorning the arms. It also will make a wonderful gift for the person who has everything! Antique tin finish. Has a 7-foot cord and line switch. Candelabra sockets, 3 x 60 watts maximum wattage. Solid metal construction.",In Stock,,,1,18-Inches high and 17-Inches wide and 7.25-Inches deep,1,37.00,,0.00,,0.00,1,K17-16BZ.jpg,
3 Light Accent Light in Smokey Black,K17-16SM,(All) Irvin's Products|Accent Lighting||||||||,"A unique accent light to add a warm glow to your home's decor. This captivating piece will look great in it's purchased state or imagine this piece during the holiday season with beautiful greens and berries adorning the arms. It also will make a wonderful gift for the person who has everything! Smokey black finish. Has a 7-foot cord and line switch. Candelabra sockets, 3 x 60 watts maximum wattage.",In Stock,,,1,18-Inches high and 17-Inches wide and 7.25-Inches deep,1,37.00,,0.00,,0.00,1,K17-16SM.jpg,
3 Light Vanity Light in Hartford Black over Red,9190H1,(All) Irvin's Products|Vanity Lights||||||||,"A classic country lighting fixture designed to illuminate your bathroom with the ease and charm of days gone by. With a handpainted and heavily distressed wooden back with metal backplate for safety, this wonderful over the mirror light is sure to compliment you decor with any of our decorator colors. Direct hardwire; 3 candelabra sockets,  3 x 60 watts maximum wattage. UL listed for dry locations. Heavily distressed black over red painted finish and textured arms with crimped pans. Made in the USA.",In Stock,,,1,8.5-Inches high and 17.25-Inches wide and 7.75-Inches deep,1,87.75,,0.00,,0.00,1,9190H1.jpg,
3 Light Vanity Light in Hartford Black with Red Stripe,9190H12,(All) Irvin's Products|Vanity Lights||||||||,"A classic country lighting fixture designed to illuminate your bathroom with the ease and charm of days gone by. With a handpainted and heavily distressed wooden back with metal backplate for safety, this wonderful over the mirror light is sure to compliment your decor with any of our decorator colors. Direct hardwire; 3 candelabra sockets,  3 x 60 watts maximum wattage. UL listed for dry locations. Heavily distressed black over red with red stripe painted finish and textured arms with crimped pans. Made in the USA.",In Stock,,,1,8.5-Inches high and 17.25-Inches wide and 7.75-Inches deep,1,87.75,,0.00,,0.00,1,9190H12.jpg,
3 Light Vanity Light in Hartford Must over Red,9190H3,(All) Irvin's Products|Vanity Lights||||||||,"A classic country lighting fixture designed to illuminate your bathroom with the ease and charm of days gone by. With a handpainted and heavily distressed wooden back with a metal backplate for safety, this wonderful over the mirror light is sure to compliment your decor with any of our decorator colors. Direct hardwire; 3 candelabra sockets,  3 x 60 watts maximum wattage. UL listed for dry locations. Heavily distressed mustard over red painted finish and textured arms with crimped pans. Made in the USA.",In Stock,,,1,8.5-Inches high and 17.25-Inches wide and 7.75-Inches deep,1,87.75,,0.00,,0.00,1,9190H3.jpg,
3 Light Vanity Light in Hartford Pumpkin,9190H4,(All) Irvin's Products|Vanity Lights||||||||,"A classic country lighting fixture designed to illuminate your bathroom with the ease and charm of days gone by. With a handpainted and heavily distressed wooden back with metal backplate for safety, this wonderful over the mirror light is sure to compliment you decor with any of our decorator colors. Direct hardwire; 3 candelabra sockets,  3 x 60 watts maximum wattage. UL listed for dry locations. Heavily distressed pumpkin over black with black stripe painted finish and textured arms with crimped pans. Made in the USA.",In Stock,,,1,8.5-Inches high and 17.25-Inches wide and 7.75-Inches deep,1,87.75,,0.00,,0.00,1,9190H4.jpg,
3 Light Vanity Light in Hartford Rd with Black Stripe,9190H21,(All) Irvin's Products|Vanity Lights||||||||,"A classic country lighting fixture designed to illuminate your bathroom with the ease and charm of days gone by. With a handpainted and heavily distressed wooden back with a metal backplate for safety, this wonderful over the mirror light is sure to compliment your decor with any of our decorator colors. Direct hardwire; 3 candelabra sockets,  3 x 60 watts maximum wattage. UL listed for dry locations. Heavily distressed red over black with black stripe painted finish and textured arms with crimped pans. Made in the USA.",In Stock,,,1,8.5-Inches high and 17.25-Inches wide and 7.75-Inches deep,1,87.75,,0.00,,0.00,1,9190H21.jpg,
3 Light Vanity Light in Hartford Red over Black,9190H2,(All) Irvin's Products|Vanity Lights||||||||,"A classic country lighting fixture designed to illuminate your bathroom with the ease and charm of days gone by. With a handpainted and heavily distressed wooden back with metal backplate for safety, this wonderful over the mirror light is sure to compliment your decor with any of our decorator colors. Direct hardwire; 3 candelabra sockets,  3 x 60 watts maximum wattage. UL listed for dry locations. Heavily distressed red over black painted finish and textured arms with crimped pans. Made in the USA.",Out of stock - order to ship after 05/22/18,,,1,8.5-Inches high and 17.25-Inches wide and 7.75-Inches deep,1,87.75,,0.00,,0.00,1,9190H2.jpg,
3 Light Vanity Light in Sturbridge Black with Red,9190SBKSRD,(All) Irvin's Products|Vanity Lights||||||||,"A classic country lighting fixture designed to illuminate your bathroom with the ease and charm of days gone by. With a handpainted and slightly distressed wooden back, this wonderful vanity light is sure to compliment your decor. Direct hardwire; 3 candelabra sockets,  3 x 60 watts maximum wattage. UL listed for dry locations. Smooth black with dark country red stripe painted finish and textured arms with crimped pans. Made in the USA.",In Stock,,,1,9-Inches high and 17.25-Inches wide and 8.5-Inches deep,1,82.00,,0.00,,0.00,1,9190SBKSRD.jpg,
3 Light Vanity Light in Sturbridge Mustard,9190SMU,(All) Irvin's Products|Vanity Lights||||||||,"A classic country lighting fixture designed to illuminate your bathroom with the ease and charm of days gone by. With a handpainted and slightly distressed wooden back, this wonderful vanity light is sure to compliment your decor. Direct hardwire; 3 candelabra sockets,  3 x 60 watts maximum wattage. UL listed for dry locations. Smooth mustard stripe painted finish and textured arms with crimped pans. Made in the USA.",In Stock,,,1,9-Inches high and 17.25-Inches wide and 8.5-Inches deep,1,82.00,,0.00,,0.00,1,9190SMU.jpg,
3 Light Vanity Light in Sturbridge Red,9190SRD,(All) Irvin's Products|Vanity Lights||||||||,"A classic country lighting fixture designed to illuminate your bathroom with the ease and charm of days gone by. With a handpainted and slightly distressed wooden back, this wonderful vanity light is sure to compliment your decor. Direct hardwire; 3 candelabra sockets,  3 x 60 watts maximum wattage. UL listed for dry locations. Smooth dark country red painted finish and textured arms with crimped pans. Made in the USA.",Out of stock - order to ship after 05/30/18,,,1,9-Inches high and 17.25-Inches wide and 8.5-Inches deep,1,82.00,,0.00,,0.00,1,9190SRD.jpg,
3 Light Vanity Light in Sturbridge White,9190SWH,(All) Irvin's Products|Vanity Lights||||||||,"A classic country lighting fixture designed to illuminate your bathroom with the ease and charm of days gone by. With a handpainted and slightly distressed wooden back, this wonderful vanity light is sure to compliment your decor. Direct hardwire; 3 candelabra sockets,  3 x 60 watts maximum wattage. UL listed for dry locations. Smooth antique white painted finish and textured arms with crimped pans. Made in the USA.",In Stock,,,1,9-Inches high and 17.25-Inches wide and 8.5-Inches deep,1,82.00,,0.00,,0.00,1,9190SWH.jpg,
