#15  Fall Doll D-93,"Lillian is a wonderful piece to our fall line
she has a simple apron, black crow in her arms, and check out her fingers and toes. hangs",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/Feb_06_PA_MA_show_booth_samples_002.jpg
#296  F-27 Painted orange pumpkin,"This pumpkin is a must have for your decor.  9"" tall with a rusty star and moss . Weighed to stand.",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2010_019.jpg
#474  F-28 Witch with cape,"This hanging witch is about 16"" she is wearing a homepsun black and white check dress with a grungy cheesecloth apron.  Tied at her neck is a black cape.",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/P6050223.jpg
#33  Witch F-41,"This witch is so witchy with her trick or treat bag, long pod nose and moss under her witch hat. Gives her the perfect halloween look. She stands approx. 12""",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2007_061.jpg
#361  F-53 Hanging scarecrow,"This hanging scarecrow is wonderful for the fall.  hangs on a stick with berries and twigs tucked in his tie.  Approx. 14"" ",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2011_028.jpg
#514  F-60 Pumpkin guy,"This pumpkin is in an aged orange flannel body with a black flannel coat.  Cheese cloth tie. He is holding a bunch of twigs sweet annie, berries,   Stands 11""     Awesome seller",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/P1010356.jpg
#8  Pumpkin Doll F-62,"This is Priscilla she is a old time favorite. She is wearing a tan check homespun dress with filled apron. Approx 24""",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2007_039.jpg
#78  Witch F-64,"Our Black dress witch is ready for some Harvest fun with her broom in hand. Will measure 27"" Hangs",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2007_089.jpg
#6  Harvest Time Doll F-65,"This is our Harvest Time Doll she is wearing a dyed black and white check homepun dress, and a beautiful filled apron.
#178  F-103 Painted Bat,"This must have is our black painted hanging bat. Measure 11"" across wingspan. He has a cheesecloth tie and then he is brushed with cinnamon.",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2008_071.jpg
#10  Pumpkin Man F-104,Our pumpkin man is in a black dress with black socks. He is never alone as he always takes along his orange pumpkin pal on a stick.,http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2007_026(1).jpg
#27  Witch Boot F-105,"Black witch boot grunged in cinnnamon. Pumpkin, Star and moon tie nestled inside with a cheesecloth bow. hangs",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2007_056.jpg
#50  Cat in a Cone F-106,Here is our cat in a cone. He is holding a broom and a trick or treat bag.,http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2007_072.jpg
#11  Flannel Pumpkin F-107,This is a sitter flannel pumpkin with a black crow sitting on its broom. New item this year.,http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2007_044(1).jpg
#29  Black Cat F-108,"This black cat is for anyone who loves primitive cats, green button eyes and a gauze tie around his neck.",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2007_055.jpg
#179  F-109 Pumpkin Doll w/ Crow,"So sweet! Our little flannel pumpkin doll is 19"" tall with her black buttons and black crow is a must have for your Harvest decorating. Hangs",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2008_068.jpg
#180  F-110 Pumpkin Doll w/ cat in pocket,"New is our standing 19"" black check pumpkin doll with a special friend that sits in her pocket. She is already for Halloween.",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2008_070.jpg
#181  F-111 Pumpkin Doll w/ Ghost,"One of my favorites is this adorable sitting 14"" pumpkin doll. She is holding a painted ghost in her arms and has a bat necklace around her neck. Her dress is a aged osnaburg fabric.",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2008_069.jpg
#140  F-113 Ghost,"This is boo, our standing ghost is wearing a grungy muslin torn shirt. 14"" weighed to stand.",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2008_011.jpg
#149  F-115 Pumpkin Peter,"Pumpkin Peter is new to our line and he is a favorite. He is weighed to stand at 16"" including his stem. He is holding an orange pumpkin in his arms.",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2008_015.jpg
#152  F-117 Witch Boot,"Our painted witch boot is so awesome. It has
3 stitches on the front of the boot, and a black bell on toe. Then brushed with cinnamon. Perfect for hanging. 15"" long",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2008_035.jpg
#153  F-118 Pumpkin Witch,"Our hanging pumpkin witch is approx. 25"". She is holding a decorated trick or treat bag in her hand. Her witch hat and boots are brushed with cinnamon. Perfect for your Fall decorating.",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2008_036.jpg
#155  F-119 Pumpkin Guy,"This new pumpkin guy is the best! He is 25"" long and he is wearing a small brown check shirt with osnaburg pants with straps. A black crow sits on his shoulder. Wonderful piece for Harvest time.",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2008_037.jpg
#162  Ghost F-120,"This hanging 17"" muslin ghost will surely bring in the halloween spirit to your home. He has grungy cheesecloth hanging from his body with a tag around his neck that reads ""BOO"".",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2008_047.jpg
#163  Pumpkin Trick or Treater F-121,"Our pumpkin trick or treater sits holding a sign ""Trick or Treat"" he has an orange dyed body and painted stripe grungy legs. 14""",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2008_046.jpg
#172  F-122 Witch Hat,"This is a must have for Fall. 14"" Black witch hat with moss, rusty star and bells, berries and sweet annie make this a wonderful center piece. Hat is then brushed with cinnamon for a great prim look.",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2008_060.jpg
#173  F-123 Cat in Candycorn,"This little guy is so awesome with his trick or treat bag. He is 13"" inside of this grungy candycorn. Hangs",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2008_062.jpg
#245  F-125 Orange Pumpkin,"I just love how this pumpkin came out. Painted then antiqued. Stick stem with moss. A black crow sits on top. Makes a wonderful addition for Harvest time. 36"" round",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2009_010.jpg
#246  F-126 Pumpkin,"Another wonderful addition to our Fall line is this painted antique white pumpkin then aged. Stick stem with moss and a touch of white berries. Makes this a beautiful centerpiece. 36"" round",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2009_011.jpg
#467  F-131 Scarecrow,Our sitting scarecrow is great for the Fall season he is wearing a tan check homespun shirt and osnaburg pants and hat.  A black crow sits on his shoulder.,http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/P4280165.jpg
#423  F-134 Pumpkin doll with bat wings," 

So sweet is our pumpkin doll with black bat wings. She is holding a grungy mustard star.  Approx. 22"" Hangs",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/New_samples_2013_020.jpg
#355  F-136 Ghost on pumpkin,"Another great piece for the fall.  This aged flannel ghost is sitting on an orange pumpkin that has some spanish moss, berries, and  sweet annie around the top of the pumpkin.  Weighed to stand",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2011_026.jpg
#394  F-138 Hanging Pumpkin,"This is so great our grungy hanging pumpkin has a banner ""Harvest"" with moss orange berries and a black crow sits on the top.  14""",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2012_022.jpg
#395  F-140 Black Dress Witch,Love this new witch!  She is wearing a black flannel dress with a gruny cheesecloth scarf.  Holding a star on a stick.  Her face has a pointed nose and pulled eyes to give her a wonderful look. ,http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2012_023.jpg
#393  F-141 Witch boot w/ mouse,"New is our black painted witch boot with a little grey mouse that sits on the top.  Hook to hang 15""",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2012_021.jpg
#391  F-142 Pumpkin Doll,Hanging pumpkin doll with pocket filled with sweet annie hangs from her neck.,http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2012_019.jpg
#431  F-144 Pumpkin Gal,"This pumpkin gal is about 26"" long wearing an aged tan striped dress, osnaburg apron with sweet annie and orange berries tucked in.  Holding a painted black star.",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/P1010489.JPG
#435  F-147 Black Pumpkin,Perfect for the Fall is our painted black pumpkin.  Then brushed with cinnamon.  ,http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/P10105041.JPG
#444  F-149 Pumpkin Boy,"Hanging pumpkin boy is wearing a muslin shirt.  Has a tie at waist with moss.  Hangs 12""",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/P1010531.JPG
#472  F-150 Pumpkin doll with crows,"A must have for the fall this pumpkin gal is wearing an aged muslin dress with pocket, tucked inside is a crow with spanish moss and a crow on her shoulder.  hangs 14'",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/P5220193.jpg
#471  F-151 Pumpkin Witch,New is our aged orange flannel pumpkin witch with a black felt witch hat 12' stands,http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/P52401991.jpg
#477  F-152 Prim pumpkin girl,"So sweet is our prim pumpkin girl made from aged muslin.  Pocket  with twigs, stick arms.


weighed to stand 11""",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/P6080225.jpg
#505  F-153 Cinnamon pumpkin w/black crow,Cinnamon pumpkin woth stem has a black flannel crow tied on with black and orange ticking fabric.  weighed to stand,http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/P1010338.JPG
#506  F-154 Pumpkin gal,"This new pumpkin gal is so sweet, her body is made from black flannel and has an aged black and orange ticking apron filled with twigs.  Her eyes and mouth are stitched.  weighed to stand 15""",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/P1010340.jpg
#507  F-155 Wee Witch,"This little witch is made from aged flannel and is wearing a black flannel dress and cheesecloth apron. Black witch hat made from felt and hair is gray sheep wool.  weighed to stand 10""",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/P1010342.jpg
#508  F-156 Painted ghost,"Sure to be a favorite is this painted white ghost then aged for a great prim look.  He is holding an orange pumpkin and has a cheesecloth tie around his neck.  weighed to stand 12""",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/P1010341.jpg
#512  F-157 Pumpkin gal,Hanging pumpkin gal in a black flannel dress with a halloween burlap pocket filled with twigs,http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/P1010347.jpg
#363  P-21 Pumpkin Pillow,Painted pumpkin pillow on aged osnaburg fabric.  12x6,http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/Pillows_002.jpg
#216  ST-10 Red Santa Suit,"Our red aged flannel santa suit is perfect for hanging on a wreath, door or mantel. 19""",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2008_106.jpg
#217  ST-11 Red Cap and Mittens,"Our red aged santa cap and mittens are a must have for the holidays. 13""",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2008_107.jpg
#46  Father Snow ST-21,"He is our Father Snow santa in aged flannel, with a bunch of twigs in his arm. stands",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2007_068.jpg
#437  ST-41 Small Santa,"This santa hangs and is wearing an aged red flannel suit an cap. Batting around his waist.  stick hands and legs.  about 9""",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/P1010506.JPG
#212  ST-46 Red Father Snow,"This santa is an old time favorite. Very simple with his aged red flannel and sweet huck stems in arm. Beautiful lambs wool beard. Stands 15""",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2008_101.jpg
#267  ST-50 Large Santa,Our large standing red santa is a wonderful addition for the holidays. He is wearing aged red flannel and has a filled sack in has arm.,http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2009_036(1).jpg
#210  ST-51 Red Santa,"Here is our 10 1/2"" standing red flannel santa with a sack on his back. Sack is filled with greens and a sprig of red berries. Beautiful sheeps wool beard.",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2008_099.jpg
#190  ST-58 Santa in Green wool,"Very popular is our standing santa dressed in our green army wool and hood, he is holding a tree in one arm. As with all of our santas a beautiful sheeps wool is used for the beard.",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2008_081.jpg
#333  ST-60 Santa with bag,"Our Hanging santa is wearing an aged red flannel shirt, osnaburg pants, and filled santa bag. Hangs",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2010_christmas_007.jpg
#47  Father Snow ST-61,He is our Red Ticking Father Snow very aged for a wonderful primitive look. Has a bunch of twigs in his arm. Stands,http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2007_069.jpg
#43  Santa ST-62,This santa is so primitive with his hanging bag of twigs. Stands,http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/New_Items_06_Fall_items_003.jpg
#21  Santa St-64,"Old time santa, nicely aged for that primitive look. hangs",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_002(2).jpg
#445  ST-65 Hanging Red Santa,"This santa is wonderful he is wearing an aged red flannel suit and is hold snow twigs.  Hangs approx.26""",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/P1010518.JPG
#61  Santa ST-67,"This is our Father Christmas just love this santa in his red suit. Will measure 23"" hangs",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2007_075.jpg
#77  Santa ST-68,"Our new mustard check santa with hood is very primitive with his bag of sticks. A wonderful addition to any santa collector. will measure 16""",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2007_087.jpg
#93  ST-69 Santa,"This is our old time santa, very simple
red ticking dress with sweet annie in arm.
Hangs",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2007_108.jpg
#94  ST-70 Santa,"This is our Tinker Santa in an aged red coat.
Approx. 12"" Stands",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2007_109.jpg
#97  Red Santa ST-72,"Oh how sweet our chubby red flannel santa
would be perfect in any christmas setting.
Hangs 16"".",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/Picture_294.jpg
#272  ST-76,Sitting santa with red shirt and osnaburg cap. He is holding a red and white stripe star.,http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2008_033.jpg
#147  ST-77 Wood Time Santa,"Our Wood Time santa is in a brown flannel coat with hood. Beautiful wool for his beard. He is holding a little flannel lamb. weighed to stand, 14""",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2008_018.jpg
#148  ST-78 Sitting RedSanta,"Our 14"" sitting red flannel coffee dyed santa is holding some sweet huck stems in one arm and a old bag in the other arm. Beautiful wool beard. He is weighed to sit.",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2008_019.jpg
#275  ST-81 Wee Santa,Our Old Time Christmas santa is in a antiqued blue flannel and cap. Weighed to stand.,http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2009_045.jpg
#276  ST-82 Wee Santa,Our wee santa is in a aged red flannel body and cap. Weighed to stand.,http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2009_049.jpg
#277  St-83 Old Time Santa,Our Old Time Christmas Santa is in an antiqued blue flannel coat and hood. He is holding a spray of greens. Stands.,http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2009_054.jpg
#278  ST-84 Old Santa,Thsi santa is in aged red flannel with a stocking cap on his back. He is holding a wreath in one hand and an aged bag in the other. Stands,http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2009_055(3).jpg
#325  ST-86 Red Santa,Our red flannel santa is 12' tall and he has grees in his arm.  Weighed to stand.  Perfect for that santa collector.,http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/primitive_at_crow_hollow_pictures_298.jpg
#360  ST-90 Santa with star,"This red aged flannel santa is so primitive with his mustard grungy star.   Stands 17"" tall ",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/samples_2011_027.jpg
#443  ST-92 Osnaburg Santa,"This santa is very prim.  His body is aged osnaburg and cap, with a darker santa beard.  This santa is holding some greens.  about 13"" weighed to stand",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/P1010515.JPG
#401  ST-93 Mustard Check Santa," 

This santa is just perfect for the holidays.  He is wearing an aged mustard check coat and hood.  Stands 20"" tall. ",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/Santa_Samples_2012_001.jpg
#402  ST-94 Brown Ticking Santa,This santa is awesome.  He stands 20' tall and is wearing an aged brown ticking coat and hood.  He is holding sweet huck branches and wreath.  Stands,http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/Santa_Samples_2012_002.jpg
#442  ST-95 Red hood Santa,"This santa is wearing an aged red flannel coat and has a hood.  He has a grungy beard which gives him a more old aged prim look.  Weighed to stand about 13"" ",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/P10105111.JPG
#516  ST-99,Hanging santa with brown mini check dress and cap.  tie around the waist with twigs.,http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/P1010394.jpg
#521  ST-100 Red Santa Black Star,"Red aged flannel santa with cap, holding a black star aged beard wool.  weighed to stand",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/IMG_0992.JPG
#511  ST-101,Brown mini check homespun fabric with cap.  He is hold a bag of sticks  weighed to stand,http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/P1010348.jpg
#432  Sm-131 Snowman,"This little guy is made from aged flannel and then brushed with white paint.  Black coal as buttons  on his belly with a black scarf tied around his neck.  His arms are up with a rusty star overhead.  Then he is spray with glitter.about 16"" tall.",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/P1010493.JPG
#441  SM-132 Chilly Snowman,"This little guy is made from aged flanned the painted white.  He has a black flannel scarf black coal buttons.  Sprayed with glitter for that wonderful Christmas look.  About 9"" weighed to stand",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/P1010510.JPG
#517  SM-133 Prim Snowman,"Grungy snowman with black ticking scarf.  Black coal down tummy.  Weighed to stand 20""",http://www.primitivesatcrowhollow.com/fpdb/images/homebtn.gif,http://www.primitivesatcrowhollow.com/fpdb/images/P1010395.jpg
