F18592 Small Salvage Sam Half Body Scarecrow,F18592,,,6/10/2022,,,,"SIZE:
5-1/2""w X 6-1/2""h",,2,13,8,11.7,,,2,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/2736/7479/F18592__05969__59133__62060.1588631674.jpg,F18592__05969__59133__62060.1588631674.jpg,,,Honeyme800,F18592__05969__59133__62060.1588631674.jpg
F20363 Scarecrow Wand,F20363,,,6/10/2022,,,,"SIZE:
5""w X 5 1/2""h (head), 15""l (w/hat)",,8,5.5,32,4.95,,,8,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3183/7912/F20363__81334.1588792773.jpg,F20363__81334.1588792773.jpg,,,Honeyme800,F20363__81334.1588792773.jpg
F2173 Clove the Fall Gnome,F2173,,,,,,,,,4,10.75,16,9.675,,,4,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3566/8335/F2173__77720.1621446367.jpg,F2173__77720.1621446367.jpg,,,Honeyme800,F2173__77720.1621446367.jpg
S20263 Light Pink Poppy Stem,S20263,,,3/10/2022,,,,"SIZE:
13-1/2""l",,18,1.5,72,1.35,,,18,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3212/7905/S20263_light_pink_poppy_WEB__68609.1578946599__97671__67777.1588792438.jpg,S20263_light_pink_poppy_WEB__68609.1578946599__97671__67777.1588792438.jpg,,,Honeyme800,S20263_light_pink_poppy_WEB__68609.1578946599__97671__67777.1588792438.jpg
S2104 Chomper the Bunny,S2104,,,,,,,,,2,14,8,12.6,,,2,Honeyme400,Honeyme160,https://cdn11.bigcommerce.com/s-lbfvygiv1l/images/stencil/original/products/3496/8251/S2104__30572.1611679855.jpg,S2104__30572.1611679855.jpg,,,Honeyme800,S2104__30572.1611679855.jpg
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
