Texaco/Fire Chief,204,Oil & Gasoline|(ALL) TIN SIGNS,,,,,,"11.75"" Dia.",,1,6.33,,,,,1,desperate400,desperate160,D204.jpg,D204.jpg,,,desperate800,D204.jpg,
Sinclair Dino Gasoline,207,Oil & Gasoline|(ALL) TIN SIGNS,,,,,,"11.75"" Dia.",,1,6.33,,,,,1,desperate400,desperate160,D207.jpg,D207.jpg,,,desperate800,D207.jpg,
Learn to Fly,237,(ALL) TIN SIGNS,,,,,,"12.5""W x 16""H",,1,6.33,,,,,1,desperate400,desperate160,D237 Learn to Fly.jpg,D237 Learn to Fly.jpg,,,desperate800,D237 Learn to Fly.jpg,
Marlin/ Cowboy on Horse,238,Great Outdoors|(ALL) TIN SIGNS,,,,,,"10.5""W x 16""H",,1,6.33,,,,,1,desperate400,desperate160,D238 Marlin cowboy rev.jpg,D238 Marlin cowboy rev.jpg,,,desperate800,D238 Marlin cowboy rev.jpg,
Boopsie Cola,254,(ALL) TIN SIGNS,,,,,,"9.5""W x 13.25""H",,1,6.33,,,,,1,desperate400,desperate160,D254 Boopsie Cola.jpg,D254 Boopsie Cola.jpg,,,desperate800,D254 Boopsie Cola.jpg,
Hercules/Boy/Car Trunk,289,Great Outdoors|(ALL) TIN SIGNS,,,,,,"9.75""W x 16""H",,1,6.33,,,,,1,desperate400,desperate160,D289.jpg,D289.jpg,,,desperate800,D289.jpg,
8 Druken Dogs Playing Cards,497,(ALL) TIN SIGNS,,,,,,"16""W x 12.5""H",,1,6.33,,,,,1,desperate400,desperate160,D497 8 Dogs Playing Poker.jpg,D497 8 Dogs Playing Poker.jpg,,,desperate800,D497 8 Dogs Playing Poker.jpg,
7 Dogs PLaying Poker,498,(ALL) TIN SIGNS,,,,,,"16""W x 10.5""H",,1,6.33,,,,,1,desperate400,desperate160,D498 Seven Dogs playing poker resize.jpg,D498 Seven Dogs playing poker resize.jpg,,,desperate800,D498 Seven Dogs playing poker resize.jpg,
Ford Mustang,579,Automotive|(ALL) TIN SIGNS,,,,,,"16""W x 11.5""H",,1,6.33,,,,,1,desperate400,desperate160,D579 Ford Mustang.jpg,D579 Ford Mustang.jpg,,,desperate800,D579 Ford Mustang.jpg,
Texaco - Rarin' to Go,594,Oil & Gasoline|(ALL) TIN SIGNS,,,,,,"16""W x 12.5""H",,1,6.33,,,,,1,desperate400,desperate160,D594 Texaco Rarin' to Go.jpg,D594 Texaco Rarin' to Go.jpg,,,desperate800,D594 Texaco Rarin' to Go.jpg,
America's Highway,605,(ALL) TIN SIGNS,,,,,,"12.5""W x 16""H",,1,6.33,,,,,1,desperate400,desperate160,D605 America's Highway.jpg,D605 America's Highway.jpg,,,desperate800,D605 America's Highway.jpg,
Mobilgas Pegasas,610,Oil & Gasoline|(ALL) TIN SIGNS,,,,,,"11.75"" Dia.",,1,6.33,,,,,1,desperate400,desperate160,D610 Mobil Pegasus.jpg,D610 Mobil Pegasus.jpg,,,desperate800,D610 Mobil Pegasus.jpg,
Mopar,613,Automotive|(ALL) TIN SIGNS,,,,,,"11.75"" Dia.",,1,6.33,,,,,1,desperate400,desperate160,D613 Mopar Parts 7 Accessories.jpg,D613 Mopar Parts 7 Accessories.jpg,,,desperate800,D613 Mopar Parts 7 Accessories.jpg,
War Bonds - IWOJIMA,614,(ALL) TIN SIGNS,,,,,,"12.5""W x 16""H",,1,6.33,,,,,1,desperate400,desperate160,D614 War Bonds Iwo Jima.jpg,D614 War Bonds Iwo Jima.jpg,,,desperate800,D614 War Bonds Iwo Jima.jpg,
Sunbeam - Little Miss Sunbeam,630,Food & Beverage|(ALL) TIN SIGNS,,,,,,"12.5""W x 16""H",,1,6.33,,,,,1,desperate400,desperate160,D630 Sunbeam Bread.jpg,D630 Sunbeam Bread.jpg,,,desperate800,D630 Sunbeam Bread.jpg,
Monroe Hollywood Legend,650,Hollywood & TV|(ALL) TIN SIGNS,,,,,,"11""W x 16""H",,1,6.33,,,,,1,desperate400,desperate160,D650 Monroe Hollywood Legend.jpg,D650 Monroe Hollywood Legend.jpg,,,desperate800,D650 Monroe Hollywood Legend.jpg,
The Mother Road,678,Automotive|(ALL) TIN SIGNS,,,,,,"16""W x 12.5""H",,1,6.33,,,,,1,desperate400,desperate160,D678 The Mother Road.jpg,D678 The Mother Road.jpg,,,desperate800,D678 The Mother Road.jpg,
RT. 66 SHIELD,679,Automotive|(ALL) TIN SIGNS,,,,,,"11""W x 11""H",,1,6.33,,,,,1,desperate400,desperate160,D679.jpg,D679.jpg,,,desperate800,D679.jpg,
Titanic - White Star,680,Transportation|(ALL) TIN SIGNS,,,,,,"12.5""W x 16""H",,1,6.33,,,,,1,desperate400,desperate160,D680 Titanic - White Star.jpg,D680 Titanic - White Star.jpg,,,desperate800,D680 Titanic - White Star.jpg,
Stooges - Golf Masters,696,GOLF|(ALL) TIN SIGNS,,,,,,"12.5""W x 16""H",,1,6.33,,,,,1,desperate400,desperate160,D696 Stooges Golf Masters.jpg,D696 Stooges Golf Masters.jpg,,,desperate800,D696 Stooges Golf Masters.jpg,
FORD Jubilee,699,Farm Equipment|(ALL) TIN SIGNS,,,,,,"16""W x 10.5""H",,1,6.33,,,,,1,desperate400,desperate160,D699 Ford Jubilee Tractor.jpg,D699 Ford Jubilee Tractor.jpg,,,desperate800,D699 Ford Jubilee Tractor.jpg,
MUSTANG BOSS,703,Automotive|(ALL) TIN SIGNS,,,,,,"16""W x 10""H",,1,6.33,,,,,1,desperate400,desperate160,D703 Ford Mustang Boss.jpg,D703 Ford Mustang Boss.jpg,,,desperate800,D703 Ford Mustang Boss.jpg,
FORD PICK-UP - 1939,707,Automotive|(ALL) TIN SIGNS,,,,,,"16""W x 12.5""H",,1,6.33,,,,,1,desperate400,desperate160,D707 Ford '39 Pickup.jpg,D707 Ford '39 Pickup.jpg,,,desperate800,D707 Ford '39 Pickup.jpg,
LUCY - I LOVE LUCY,708,(ALL) TIN SIGNS,,,,,,"11.75""W x 16""H",,1,6.33,,,,,1,desperate400,desperate160,D708 Lucy Face.jpg,D708 Lucy Face.jpg,,,desperate800,D708 Lucy Face.jpg,
FORD TRUCKS - 80 YR TRIBUTE,712,Automotive|(ALL) TIN SIGNS,,,,,,"12.75""W x 16""H",,1,6.33,,,,,1,desperate400,desperate160,D712 Ford Truck Tribute.jpg,D712 Ford Truck Tribute.jpg,,,desperate800,D712 Ford Truck Tribute.jpg,
Ford Farming 8N,758,Farm Equipment|(ALL) TIN SIGNS,,,,,,"16""W x 11.5""H",,1,6.33,,,,,1,desperate400,desperate160,D758 Ford Farming 8N.jpg,D758 Ford Farming 8N.jpg,,,desperate800,D758 Ford Farming 8N.jpg,
Indian - America's Pioneer,785,Motorcycles|(ALL) TIN SIGNS,,,,,,"12.5""W x 16""H",,1,6.33,,,,,1,desperate400,desperate160,D785 Indian Amer Pioneer.jpg,D785 Indian Amer Pioneer.jpg,,,desperate800,D785 Indian Amer Pioneer.jpg,
Ford V-8,787,Automotive|(ALL) TIN SIGNS,,,,,,"12.5""W x 16""H",,1,6.33,,,,,1,desperate400,desperate160,D787 Ford V8.jpg,D787 Ford V8.jpg,,,desperate800,D787 Ford V8.jpg,
Ford Parts,791,Automotive|(ALL) TIN SIGNS,,,,,,"11.75"" Dia.",,1,6.33,,,,,1,desperate400,desperate160,D791 Ford Parts Round.jpg,D791 Ford Parts Round.jpg,,,desperate800,D791 Ford Parts Round.jpg,
Union 76,793,Oil & Gasoline|(ALL) TIN SIGNS,,,,,,"11.75"" Dia.",,1,6.33,,,,,1,desperate400,desperate160,D793 Union 76.jpg,D793 Union 76.jpg,,,desperate800,D793 Union 76.jpg,
Phillips 66 Shield,794,Oil & Gasoline|(ALL) TIN SIGNS,,,,,,"11.75"" Dia.",,1,6.33,,,,,1,desperate400,desperate160,D794.jpg,D794.jpg,,,desperate800,D794.jpg,
ROSIE THE RIVETOR,796,Military|(ALL) TIN SIGNS,,,,,,"12.25""W x 16.5""",,1,6.33,,,,,1,desperate400,desperate160,D796 Rosie the Rivetor.jpg,D796 Rosie the Rivetor.jpg,,,desperate800,D796 Rosie the Rivetor.jpg,
Shelby Cobra,801,(ALL) TIN SIGNS,,,,,,"16""W x 12""H",,1,6.33,,,,,1,desperate400,desperate160,D801 Shelby Cobra.jpg,D801 Shelby Cobra.jpg,,,desperate800,D801 Shelby Cobra.jpg,
Texaco - Sky Chief,805,Oil & Gasoline|(ALL) TIN SIGNS,,,,,,"10.25""W x 16""H",,1,6.33,,,,,1,desperate400,desperate160,D805 Texaco Sky Chief resize.jpg,D805 Texaco Sky Chief resize.jpg,,,desperate800,D805 Texaco Sky Chief resize.jpg,
FIFE Security Agency,809,(ALL) TIN SIGNS,,,,,,"11""W x 16""H",,1,6.33,,,,,1,desperate400,desperate160,D809 Fife Security Agency.jpg,D809 Fife Security Agency.jpg,,,desperate800,D809 Fife Security Agency.jpg,
Griffith - Men of Mayberry,814,(ALL) TIN SIGNS,,,,,,"12.75""W x 16""H",,1,6.33,,,,,1,desperate400,desperate160,D814 Griffith - Men of Mayberry.jpg,D814 Griffith - Men of Mayberry.jpg,,,desperate800,D814 Griffith - Men of Mayberry.jpg,
Farmall M,825,Farm Equipment|(ALL) TIN SIGNS,,,,,,"16""W x 12.5""H",,1,6.33,,,,,1,desperate400,desperate160,D825 Farmall M.jpg,D825 Farmall M.jpg,,,desperate800,D825 Farmall M.jpg,
Jack Daniel's - Nothing Like,832,Liquor & Tobacco|(ALL) TIN SIGNS,,,,,,"12.5""W x 16""H",,1,6.33,,,,,1,desperate400,desperate160,D832 Jack Daniels Nothing like.jpg,D832 Jack Daniels Nothing like.jpg,,,desperate800,D832 Jack Daniels Nothing like.jpg,
SMOKEY BEAR - ONLY YOU,834,Great Outdoors|(ALL) TIN SIGNS,,,,,,"11.5""W x 16""H",,1,6.33,,,,,1,desperate400,desperate160,D834 Smokey Bear - Only You.jpg,D834 Smokey Bear - Only You.jpg,,,desperate800,D834 Smokey Bear - Only You.jpg,
BETTY BOOP DINER,835,(ALL) TIN SIGNS,,,,,,"13""W x 16""H",,1,6.33,,,,,1,desperate400,desperate160,D835 Boop Diner.jpg,D835 Boop Diner.jpg,,,desperate800,D835 Boop Diner.jpg,
Farmall 400,839,Farm Equipment|(ALL) TIN SIGNS,,,,,,"12.5""W x 16""H",,1,6.33,,,,,1,desperate400,desperate160,D839 Farmall 400.jpg,D839 Farmall 400.jpg,,,desperate800,D839 Farmall 400.jpg,
Marilyn - Queen of Screen,840,(ALL) TIN SIGNS,,,,,,"12""W x 16""H",,1,6.33,,,,,1,desperate400,desperate160,D840 Marilyn Queen of Screen.jpg,D840 Marilyn Queen of Screen.jpg,,,desperate800,D840 Marilyn Queen of Screen.jpg,
Miller Server,856,Liquor & Tobacco|(ALL) TIN SIGNS,,,,,,"12.5""Wx16""H",,1,6.33,,,,,1,desperate400,desperate160,D856 Miller - Serve.jpg,D856 Miller - Serve.jpg,,,desperate800,D856 Miller - Serve.jpg,
Lucy - Vitameata,865,Hollywood & TV|(ALL) TIN SIGNS,,,,,,"12.75""Wx16""H",,1,6.33,,,,,1,desperate400,desperate160,D865 Lucy Vitameatavegamin.jpg,D865 Lucy Vitameatavegamin.jpg,,,desperate800,D865 Lucy Vitameatavegamin.jpg,
M. Python - Security,870,Hollywood & TV|(ALL) TIN SIGNS,,,,,,"12""Wx16""H",,1,6.33,,,,,1,desperate400,desperate160,D870 Python - Black Knight Security.jpg,D870 Python - Black Knight Security.jpg,,,desperate800,D870 Python - Black Knight Security.jpg,
Elvis - Portrait,881,Hollywood & TV|(ALL) TIN SIGNS,,,,,,"13""Wx16""H",,1,6.33,,,,,1,desperate400,desperate160,D881 Elvis - Portrait.jpg,D881 Elvis - Portrait.jpg,,,desperate800,D881 Elvis - Portrait.jpg,
L.Lewis - Cozy Drive In,894,(ALL) TIN SIGNS,,,,,,"16""W x 12.5""H",,1,6.33,,,,,1,desperate400,desperate160,D894 L. Lewis - Cozy Drive In.jpg,D894 L. Lewis - Cozy Drive In.jpg,,,desperate800,D894 L. Lewis - Cozy Drive In.jpg,
Mustang - 35th Anniversary,902,Automotive|(ALL) TIN SIGNS,,,,,,"16.5""W x 12.5""H",,1,6.33,,,,,1,desperate400,desperate160,D902 Ford Mustang.jpg,D902 Ford Mustang.jpg,,,desperate800,D902 Ford Mustang.jpg,
Betty Boop (Kiss),906,Hollywood & TV|(ALL) TIN SIGNS,,,,,,"12.5""W x 16.5""H",,1,6.33,,,,,1,desperate400,desperate160,D906 Betty Boop Kiss revision.jpg,D906 Betty Boop Kiss revision.jpg,,,desperate800,D906 Betty Boop Kiss revision.jpg,
Graham - Jail birds,913,Illustrators|(ALL) TIN SIGNS,,,,,,"16""W x 12.5""H",,1,6.33,,,,,1,desperate400,desperate160,D913 Jailbirds resized.jpg,D913 Jailbirds resized.jpg,,,desperate800,D913 Jailbirds resized.jpg,
Graham - Wolf Experience,914,Illustrators|(ALL) TIN SIGNS,,,,,,"12.5""W x 16""H",,1,6.33,,,,,1,desperate400,desperate160,D914 Wolf Experience.jpg,D914 Wolf Experience.jpg,,,desperate800,D914 Wolf Experience.jpg,
Rem. - Right of Way,927,Great Outdoors|(ALL) TIN SIGNS,,,,,,"12.5""W x 16""H",,1,6.33,,,,,1,desperate400,desperate160,D927 Remington - Right of Way resize.jpg,D927 Remington - Right of Way resize.jpg,,,desperate800,D927 Remington - Right of Way resize.jpg,
Scratch Feeds,931,(ALL) TIN SIGNS,,,,,,"16""W x 12.5""H",,1,6.33,,,,,1,desperate400,desperate160,D931 Scratch Feeds.jpg,D931 Scratch Feeds.jpg,,,desperate800,D931 Scratch Feeds.jpg,
REM - Finder's Keepers,932,Great Outdoors|(ALL) TIN SIGNS,,,,,,"16""W x 12.5""H",,1,6.33,,,,,1,desperate400,desperate160,D932 Rem - Finders Keepers.jpg,D932 Rem - Finders Keepers.jpg,,,desperate800,D932 Rem - Finders Keepers.jpg,
Elvis - Sun Never Sets,934,Hollywood & TV|(ALL) TIN SIGNS,,,,,,"16""W x 12""H",,1,6.33,,,,,1,desperate400,desperate160,D934 Elvis Sun never sets.jpg,D934 Elvis Sun never sets.jpg,,,desperate800,D934 Elvis Sun never sets.jpg,
WIN - Spooked Horse,936,Great Outdoors|(ALL) TIN SIGNS,,,,,,"12.5""W x 16""H",,1,6.33,,,,,1,desperate400,desperate160,D936 Win - Spooked Horse.jpg,D936 Win - Spooked Horse.jpg,,,desperate800,D936 Win - Spooked Horse.jpg,
WIN - Express Rider,939,Great Outdoors|(ALL) TIN SIGNS,,,,,,"12.5""W x 16""H",,1,6.33,,,,,1,desperate400,desperate160,D939 Win Express Rider.jpg,D939 Win Express Rider.jpg,,,desperate800,D939 Win Express Rider.jpg,
WIN - Dog & Quail,940,Great Outdoors|(ALL) TIN SIGNS,,,,,,"12.5""W x 16""H",,1,6.33,,,,,1,desperate400,desperate160,D940 Win Shotgun Shell Quails & Dog revised.jpg,D940 Win Shotgun Shell Quails & Dog revised.jpg,,,desperate800,D940 Win Shotgun Shell Quails & Dog revised.jpg,
WIN - Hunter w/ RAM,941,Great Outdoors|(ALL) TIN SIGNS,,,,,,"12""W x 16""H",,1,6.33,,,,,1,desperate400,desperate160,D941 Win The Kind that Gets em.jpg,D941 Win The Kind that Gets em.jpg,,,desperate800,D941 Win The Kind that Gets em.jpg,
WIN - W Bullet Board,942,Great Outdoors|(ALL) TIN SIGNS,,,,,,"16""W x 12.5""H",,1,6.33,,,,,1,desperate400,desperate160,D942 Win W Bullet Board.jpg,D942 Win W Bullet Board.jpg,,,desperate800,D942 Win W Bullet Board.jpg,
Wertheimer - Elvis on Bike,948,Hollywood & TV|(ALL) TIN SIGNS,,,,,,"12""W x 16""H",,1,6.33,,,,,1,desperate400,desperate160,D948 Wertheimer - Elvis on Bike.jpg,D948 Wertheimer - Elvis on Bike.jpg,,,desperate800,D948 Wertheimer - Elvis on Bike.jpg,
Wertheimer - Going Home,949,(ALL) TIN SIGNS,,,,,,"12""W x 16""H",,1,6.33,,,,,1,desperate400,desperate160,D949 Wertheimer - Going Home.jpg,D949 Wertheimer - Going Home.jpg,,,desperate800,D949 Wertheimer - Going Home.jpg,
Stooges - Lotta Balls,951,GOLF|(ALL) TIN SIGNS,,,,,,"12""W x 16""H",,1,6.33,,,,,1,desperate400,desperate160,D951 Stooges - Lotta Balls.jpg,D951 Stooges - Lotta Balls.jpg,,,desperate800,D951 Stooges - Lotta Balls.jpg,
Winchester Express Round,975,Great Outdoors|(ALL) TIN SIGNS,,,,,,"11.75"" dia.",,1,6.33,,,,,1,desperate400,desperate160,D975 Winchester Express Round.jpg,D975 Winchester Express Round.jpg,,,desperate800,D975 Winchester Express Round.jpg,
Miller High Life Brew,978,Liquor & Tobacco|(ALL) TIN SIGNS,,,,,,"12.5""W x 16""H",,1,6.33,,,,,1,desperate400,desperate160,D978 Miller Brew.jpg,D978 Miller Brew.jpg,,,desperate800,D978 Miller Brew.jpg,
Budweiser - Label,979,Liquor & Tobacco|(ALL) TIN SIGNS,,,,,,"16""Wx12.5""H",,1,6.33,,,,,1,desperate400,desperate160,D979 Bud Can Label.jpg,D979 Bud Can Label.jpg,,,desperate800,D979 Bud Can Label.jpg,
Busted Knuckle Garage,980,Automotive|(ALL) TIN SIGNS,,,,,,"16""Wx12.5""H",,1,6.33,,,,,1,desperate400,desperate160,D980 Busted Knuckle Garage.jpg,D980 Busted Knuckle Garage.jpg,,,desperate800,D980 Busted Knuckle Garage.jpg,
Budweiser - 25 Cent,981,Liquor & Tobacco|(ALL) TIN SIGNS,,,,,,"12.5""W x 16""H",,1,6.33,,,,,1,desperate400,desperate160,D981 Bud 25 cents.jpg,D981 Bud 25 cents.jpg,,,desperate800,D981 Bud 25 cents.jpg,
Budweiser 15 cents,995,Liquor & Tobacco|(ALL) TIN SIGNS,,,,,,"16""Wx12.5""H",,1,6.33,,,,,1,desperate400,desperate160,D995 Bud 15 cents.jpg,D995 Bud 15 cents.jpg,,,desperate800,D995 Bud 15 cents.jpg,
REM - Sporting Cartridges,1001,Great Outdoors|(ALL) TIN SIGNS,,,,,,"12.5""W x 16""H",,1,6.33,,,,,1,desperate400,desperate160,D1001 Remington Cartridges.jpg,D1001 Remington Cartridges.jpg,,,desperate800,D1001 Remington Cartridges.jpg,
REM - 2 Shotguns & Duck,1002,Great Outdoors|(ALL) TIN SIGNS,,,,,,"16""W x 12.5""H",,1,6.33,,,,,1,desperate400,desperate160,D1002 Rem Shotguns and Duck.jpg,D1002 Rem Shotguns and Duck.jpg,,,desperate800,D1002 Rem Shotguns and Duck.jpg,
Heddon - Frogs,1005,Great Outdoors|(ALL) TIN SIGNS,,,,,,"16""W x 12.5""H",,1,6.33,,,,,1,desperate400,desperate160,D1005 Heddon - Frogs.jpg,D1005 Heddon - Frogs.jpg,,,desperate800,D1005 Heddon - Frogs.jpg,
WIN - Fishing Tackle,1008,Great Outdoors|(ALL) TIN SIGNS,,,,,,"12.5""W x 16""H",,1,6.33,,,,,1,desperate400,desperate160,D1008 Win - Fishing Tackle.jpg,D1008 Win - Fishing Tackle.jpg,,,desperate800,D1008 Win - Fishing Tackle.jpg,
Ford - Trucks Round,1009,Automotive|(ALL) TIN SIGNS,,,,,,"11.75"" Dia.",,1,6.33,,,,,1,desperate400,desperate160,D1009 Ford Trucks - Round.jpg,D1009 Ford Trucks - Round.jpg,,,desperate800,D1009 Ford Trucks - Round.jpg,
Betty Boop Round,1010,Hollywood & TV|(ALL) TIN SIGNS,,,,,,"11.75"" Dia.",,1,6.33,,,,,1,desperate400,desperate160,D1010 Betty Boop - Round.jpg,D1010 Betty Boop - Round.jpg,,,desperate800,D1010 Betty Boop - Round.jpg,
Hang Ten Surf Wax,1011,Surfing|(ALL) TIN SIGNS,,,,,,"11.75"" Dia.",,1,6.33,,,,,1,desperate400,desperate160,D1011 Hang Ten Surf Wax.jpg,D1011 Hang Ten Surf Wax.jpg,,,desperate800,D1011 Hang Ten Surf Wax.jpg,
GMC Trucks Round,1012,Automotive|(ALL) TIN SIGNS,,,,,,"11.75"" Dia.",,1,6.33,,,,,1,desperate400,desperate160,D1012 GMC Trucks Round.jpg,D1012 GMC Trucks Round.jpg,,,desperate800,D1012 GMC Trucks Round.jpg,
Miller Makes it Right,1017,Liquor & Tobacco|(ALL) TIN SIGNS,,,,,,"12.5""W x 16""H",,1,6.33,,,,,1,desperate400,desperate160,D1017 Miller Makes it Right.jpg,D1017 Miller Makes it Right.jpg,,,desperate800,D1017 Miller Makes it Right.jpg,
BLAYLOCK - At Rest on River,1029,Illustrators|(ALL) TIN SIGNS,,,,,,"12.5""WX16""H",,1,6.33,,,,,1,desperate400,desperate160,D1029 Blaylock - At Rest on the River.jpg,D1029 Blaylock - At Rest on the River.jpg,,,desperate800,D1029 Blaylock - At Rest on the River.jpg,
BLAYLOCK - Apache High Speed,1030,Illustrators|(ALL) TIN SIGNS,,,,,,"12.5""WX16""H",,1,6.33,,,,,1,desperate400,desperate160,D1030 Blaylock - Apache High Speed.jpg,D1030 Blaylock - Apache High Speed.jpg,,,desperate800,D1030 Blaylock - Apache High Speed.jpg,
BLAYLOCK - #82 Rollin Thru,1031,Illustrators|(ALL) TIN SIGNS,,,,,,"16""Wx12.5""H",,1,6.33,,,,,1,desperate400,desperate160,D1031 Blaylock - #82 Rollin' Thru.jpg,D1031 Blaylock - #82 Rollin' Thru.jpg,,,desperate800,D1031 Blaylock - #82 Rollin' Thru.jpg,
BOOP - Born 2 Boop,1035,Hollywood & TV|(ALL) TIN SIGNS,,,,,,"12.5""WX16""H",,1,6.33,,,,,1,desperate400,desperate160,D1035 Betty Boop - Born To Boop.jpg,D1035 Betty Boop - Born To Boop.jpg,,,desperate800,D1035 Betty Boop - Born To Boop.jpg,
Historic Route 66,1036,Automotive|(ALL) TIN SIGNS,,,,,,"12.5""WX16""H",,1,6.33,,,,,1,desperate400,desperate160,D1036 Historic Route 66.jpg,D1036 Historic Route 66.jpg,,,desperate800,D1036 Historic Route 66.jpg,
DU- Waiting at Cross Creek,1038,Great Outdoors|(ALL) TIN SIGNS,,,,,,"16""Wx12.5""H",,1,6.33,,,,,1,desperate400,desperate160,D1038 DU - Waiting at Crows Creek.jpg,D1038 DU - Waiting at Crows Creek.jpg,,,desperate800,D1038 DU - Waiting at Crows Creek.jpg,
DU- Hideaway,1039,Great Outdoors|(ALL) TIN SIGNS,,,,,,"16""Wx12.5""H",,1,6.33,,,,,1,desperate400,desperate160,D1039 DU - Hideaway.jpg,D1039 DU - Hideaway.jpg,,,desperate800,D1039 DU - Hideaway.jpg,
FIFE - Bloodhound of the Law,1041,Hollywood & TV|(ALL) TIN SIGNS,,,,,,"12.5""WX16""H",,1,6.33,,,,,1,desperate400,desperate160,D1041 Fife - Bloodhound of the Law.jpg,D1041 Fife - Bloodhound of the Law.jpg,,,desperate800,D1041 Fife - Bloodhound of the Law.jpg,
Lucy Chocolate Factory,1043,Hollywood & TV|(ALL) TIN SIGNS,,,,,,"12.5""WX16""H",,1,6.33,,,,,1,desperate400,desperate160,D1043 Lucy Chocolate Factory.jpg,D1043 Lucy Chocolate Factory.jpg,,,desperate800,D1043 Lucy Chocolate Factory.jpg,
COKE - Sends Thirst Flying,1045,Food & Beverage|(ALL) TIN SIGNS,,,,,,"12.5""WX16""H",,1,6.33,,,,,1,desperate400,desperate160,D1045 COKE Sends Thirst Flying.jpg,D1045 COKE Sends Thirst Flying.jpg,,,desperate800,D1045 COKE Sends Thirst Flying.jpg,
COKE - Santa - Coke Time,1046,Food & Beverage|(ALL) TIN SIGNS,,,,,,"16""Wx12.5""H",,1,6.33,,,,,1,desperate400,desperate160,D1046 COKE Santa - Coke Time.jpg,D1046 COKE Santa - Coke Time.jpg,,,desperate800,D1046 COKE Santa - Coke Time.jpg,
COKE - Sold Here in Bottles,1047,Food & Beverage|(ALL) TIN SIGNS,,,,,,"16""Wx12.5""H",,1,6.33,,,,,1,desperate400,desperate160,D1047 COKE Sold Here in Bottles.jpg,D1047 COKE Sold Here in Bottles.jpg,,,desperate800,D1047 COKE Sold Here in Bottles.jpg,
COKE - Hot Dog,1048,Food & Beverage|(ALL) TIN SIGNS,,,,,,"12.5""WX16""H",,1,6.33,,,,,1,desperate400,desperate160,D1048 COKE Hot Dog.jpg,D1048 COKE Hot Dog.jpg,,,desperate800,D1048 COKE Hot Dog.jpg,
COKE - Sprite Boy Take Home,1050,Food & Beverage|(ALL) TIN SIGNS,,,,,,"12.5""WX16""H",,1,6.33,,,,,1,desperate400,desperate160,D1050 COKE Sprite Boy Take Home.jpg,D1050 COKE Sprite Boy Take Home.jpg,,,desperate800,D1050 COKE Sprite Boy Take Home.jpg,
COKE - Real Thing - Bottle in ,1053,Food & Beverage|(ALL) TIN SIGNS,,,,,,"12.5""WX16""H",,1,6.33,,,,,1,desperate400,desperate160,D1053 COKE Real Thing-Bottle in Hand.jpg,D1053 COKE Real Thing-Bottle in Hand.jpg,,,desperate800,D1053 COKE Real Thing-Bottle in Hand.jpg,
