TOASTED MARSH MALLOW,TA0032,"QUICK OVERVIEW:
Toe Anklets

Call 818-599-2477 to Order!",Toasted Marsh mallow is available for purchase in increments of 1,$24.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/t/a/398x265xta0032toastedmarshmallow_1.jpg.pagespeed.ic.ZO_p2yZ9Ml.webp
NEPTUNE,TA0115,"QUICK OVERVIEW:
Toe Anklets - 2015 Line",Neptune is available for purchase in increments of 1,$24.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/n/e/398x265xneptune.jpg.pagespeed.ic.p0JSegPcTX.webp
SANDY SMOOTH (GOLD),TA0030,"QUICK OVERVIEW:
Toe Anklets

Call 818-599-2477 to Order!",Sandy Smooth (Gold) is available for purchase in increments of 1,$28.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/t/a/398x265xta0030sandysmooth_gold__1.jpg.pagespeed.ic.FVc8Zc_aUA.webp
MIAMI STAR,TA0114,"QUICK OVERVIEW:
Toe Anklets - 2015 Line",Miami Star is available for purchase in increments of 1,$24.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/m/i/398x265xmiami-star.jpg.pagespeed.ic.4ABDYMbbUD.webp
SANDY SMOOTH (SILVER),TA0031,"QUICK OVERVIEW:
Toe Anklets

Call 818-599-2477 to Order!",Sandy Smooth (Silver) is available for purchase in increments of 1,$28.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/t/a/398x265xta0031sandysmooth_silver__1.jpg.pagespeed.ic.70Qhqqz1s2.webp
MERMAID KISS,TA0113,"QUICK OVERVIEW:
Toe Anklets - 2015 Line",Mermaid Kiss is available for purchase in increments of 1,$25.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/m/e/398x265xmermaid_kiss.jpg.pagespeed.ic.l4Gz4zGYgf.webp
PRECIOUS PIECE,TA0017,"QUICK OVERVIEW:
Toe Anklets

Call 818-599-2477 to Order!",Precious Piece is available for purchase in increments of 1,$24.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/t/a/398x265xta0017preciouspiece_1.jpg.pagespeed.ic.ETrMIBRSf1.webp
LADY'S KNIGHT,TA0112,"QUICK OVERVIEW:
Toe Anklets - 2015 Line",Lady's Knight is available for purchase in increments of 1,$24.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/l/a/398x265xlady_s-knight.jpg.pagespeed.ic.8C9k3ovj8W.webp
PURPLE BOHEMIAN GIRL,TA0018,"QUICK OVERVIEW:
Toe Anklets

Call 818-599-2477 to Order!",[],$24.00,[],http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/t/a/398x265xta0018purplebohemiangirl_1.jpg.pagespeed.ic.eITz5e_88N.webp
INDIGO,TA0111,"QUICK OVERVIEW:
Toe Anklets - 2015 Line",Indigo is available for purchase in increments of 1,$26.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/i/n/398x265xindigo.jpg.pagespeed.ic.qNu6Vn1_2v.webp
MINT BOHEMIAN GIRL,TA0019,"QUICK OVERVIEW:
Toe Anklets

Call 818-599-2477 to Order!",Mint Bohemian Girl is available for purchase in increments of 1,$24.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/t/a/398x265xta0019mintbohemiangirl_1.jpg.pagespeed.ic.2xtO5UA-92.webp
INDIE,TA0110,"QUICK OVERVIEW:
Toe Anklets - 2015 Line",Indie is available for purchase in increments of 1,$24.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/i/n/398x265xindie.jpg.pagespeed.ic.lU1cVabWbp.webp
TURQUOISE BOHEMIAN GIRL,TA0020,"QUICK OVERVIEW:
Toe Anklets

Call 818-599-2477 to Order!",Turquoise Bohemian Girl is available for purchase in increments of 1,$24.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/t/a/398x265xta0020turquoisebohemiangirl_1.jpg.pagespeed.ic.s3ov-hWM3g.webp
GIRLFRIENDS,TA0109,"QUICK OVERVIEW:
Toe Anklets - 2015 Line",Girlfriends is available for purchase in increments of 1,$24.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/g/i/398x265xgirlfriends.jpg.pagespeed.ic.q2bdl-sgUz.webp
ROSEY BOHEMIAN GIRL,TA0022,"QUICK OVERVIEW:
Toe Anklets

Call 818-599-2477 to Order!",Rosey Bohemian Girl is available for purchase in increments of 1,$24.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/t/a/398x265xta0022roseybohemiangirl_1.jpg.pagespeed.ic.fWPQlCrxjX.webp
ENCHANTED FORREST,TA0108,"QUICK OVERVIEW:
Toe Anklets - 2015 Line",Enchanted Forrest is available for purchase in increments of 1,$25.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/e/n/398x265xenchanted-forrest.jpg.pagespeed.ic.9CTmyws19S.webp
FLUTTER LOVE,TA0006,"QUICK OVERVIEW:
Toe Anklets

Call 818-599-2477 to Order!",Flutter Love is available for purchase in increments of 1,$30.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/t/a/398x265xta0006flutterlove_1.jpg.pagespeed.ic.AFu0fP0y3S.webp
COPPER GIRL,TA0107,"QUICK OVERVIEW:
Toe Anklets - 2015 Line",Copper Girl is available for purchase in increments of 1,$27.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/c/o/398x265xcopper-girl.jpg.pagespeed.ic.JAAT0iWV_Y.webp
STONEY ZINFANDEL,TA0007,"QUICK OVERVIEW:
Toe Anklets

Call 818-599-2477 to Order!",Stoney Zinfandel is available for purchase in increments of 1,$24.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/t/a/398x265xta0007stoneyzinfandel_1.jpg.pagespeed.ic.PpKWy8y_Ry.webp
EMERALD CITY,TA0008,"QUICK OVERVIEW:
Toe Anklets

Call 818-599-2477 to Order!",Emerald City is available for purchase in increments of 1,$24.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/t/a/398x265xta0008emeraldcity_1.jpg.pagespeed.ic.eEEbXqbt_a.webp
CONFETTI NITES,TA0106,"QUICK OVERVIEW:
Toe Anklets - 2015 Line",Confetti Nites is available for purchase in increments of 1,$26.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/c/o/398x265xconfettie-nites.jpg.pagespeed.ic.XHWVeqpoGk.webp
SKIPPING STONES,TA0009,"QUICK OVERVIEW:
Toe Anklets

Call 818-599-2477 to Order!",Skipping Stones is available for purchase in increments of 1,$24.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/t/a/398x265xta0009skippingstones_1.jpg.pagespeed.ic.VRw10_VQmM.webp
CINDERELLA LOVE,TA0105,"QUICK OVERVIEW:
Toe Anklets - 2015 Line",Cinderella Love is available for purchase in increments of 1,$24.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/c/i/398x265xcinderella-love.jpg.pagespeed.ic.w-jcO5y4tC.webp
SILVER TOUCH,TA0010,"QUICK OVERVIEW:
Toe Anklets

Call 818-599-2477 to Order!",Silver Touch is available for purchase in increments of 1,$24.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/t/a/398x265xta0010silvertouch_1.jpg.pagespeed.ic.GQpGNS4rn-.webp
BECCA BLUE,TA0104,"QUICK OVERVIEW:
Toe Anklets - 2015 Line",Becca Blue is available for purchase in increments of 1,$25.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/b/e/398x265xbecca-blue-main.jpg.pagespeed.ic.BIFG5sxnu5.webp
THE SAPPHIRE,TA0011,"QUICK OVERVIEW:
Toe Anklets

Call 818-599-2477 to Order!",The Sapphire is available for purchase in increments of 1,$24.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/t/a/398x265xta0011thesapphire_1.jpg.pagespeed.ic.wEIhz6gF2T.webp
BAHAMA MAMA,TA0103,"QUICK OVERVIEW:
Toe Anklets - 2015 Line",Bahama Mama is available for purchase in increments of 1,$24.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/b/a/398x265xbahama-mama.jpg.pagespeed.ic.yFSYoc8cmt.webp
GLISTENING TAN,TA0012,"QUICK OVERVIEW:
Toe Anklets

Call 818-599-2477 to Order!",Glistening Tan is available for purchase in increments of 1,$24.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/t/a/398x265xta0012glisteningtan_1.jpg.pagespeed.ic.LU7RYYpfHq.webp
ALABASTER,TA0102,"QUICK OVERVIEW:
Toe Anklets - 2015 Line",Alabaster is available for purchase in increments of 1,$25.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/a/l/398x265xalabaster.jpg.pagespeed.ic.mH06_DA_Vq.webp
BLACK AND WHITE PARTY,TA0013,"QUICK OVERVIEW:
Toe Anklets

Call 818-599-2477 to Order!",Black And White Party is available for purchase in increments of 1,$24.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/t/a/398x265xta0013blackandwhiteparty_1.jpg.pagespeed.ic.8PuIPSAaXc.webp
SYDNEY GOLD,TA0101,"QUICK OVERVIEW:
Toe Anklets - 2015 Line",Sydney Gold is available for purchase in increments of 1,$24.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small) +$27.00', 'Shoe Size:     7 1/2  to 9 (Medium) +$27.00', 'Shoe Size:     9 1/2  to 12 (Large) +$272.00']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/s/y/398x265xsydney-gold_1.jpg.pagespeed.ic.QBCx0MA2nw.webp
AFTER MIDNIGHT,TA0015,"QUICK OVERVIEW:
Toe Anklets

Call 818-599-2477 to Order!",After Midnight is available for purchase in increments of 1,$24.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/t/a/398x265xta0015aftermidnight_1.jpg.pagespeed.ic.ibuLmqNCJG.webp
BOURBON STREET,TA0024,"QUICK OVERVIEW:
Toe Anklets

Call 818-599-2477 to Order!",Bourbon Street is available for purchase in increments of 1,$24.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/t/a/ta0024bourbonstreet_1.jpg
MARDI GRAS,TA0023,"QUICK OVERVIEW:
Toe Anklets

Call 818-599-2477 to Order!",Mardi Gras is available for purchase in increments of 1,$24.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/t/a/ta0023mardigras_1.jpg
ORLEANS FUN,TA0025,"QUICK OVERVIEW:
Toe Anklets

Call 818-599-2477 to Order!",Orleans Fun is available for purchase in increments of 1,$24.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/t/a/ta0025orleansfun_1.jpg
VOODOO CHICK,TA0026,"QUICK OVERVIEW:
Toe Anklets

Call 818-599-2477 to Order!",Voodoo Chick is available for purchase in increments of 1,$24.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/t/a/ta0026voodoochick_1.jpg
SALT OF THE EARTH,TA0029,"QUICK OVERVIEW:
Toe Anklets

Call 818-599-2477 to Order!",Salt Of The Earth is available for purchase in increments of 1,$24.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/t/a/ta0029saltoftheearth_1.jpg
UNDER THE SEA,TA0033,"QUICK OVERVIEW:
Toe Anklets

Call 818-599-2477 to Order!",Under The Sea is available for purchase in increments of 1,$24.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/t/a/ta0033underthesea_1.jpg
WAITIN THE WATER GOLD,TA0034,"QUICK OVERVIEW:
Toe Anklets

Call 818-599-2477 to Order!",WaitIn The Water Gold is available for purchase in increments of 1,$24.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/t/a/ta0034waitinthewatergold_1.jpg
BEACH BUM,TA0036,"QUICK OVERVIEW:
Toe Anklets

Call 818-599-2477 to Order!",Beach Bum is available for purchase in increments of 1,$24.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/t/a/ta0036beachbum_1.jpg
WANDERLUST,TA0037,"QUICK OVERVIEW:
Toe Anklets

Call 818-599-2477 to Order!",Wanderlust is available for purchase in increments of 1,$24.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/t/a/ta0037wanderlust_1_1.jpg
LUCKY GIRL,TA0038,"QUICK OVERVIEW:
Toe Anklets

Call 818-599-2477 to Order!",Lucky Girl is available for purchase in increments of 1,$24.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/t/a/ta0038luckygirl_1.jpg
TOUCH OF SILVER,TA0039,"QUICK OVERVIEW:
Toe Anklets

Call 818-599-2477 to Order!",Touch Of Silver is available for purchase in increments of 1,$24.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/t/a/ta0039touchofsilver_1.jpg
CORAL REEF,TA0040,"QUICK OVERVIEW:
Toe Anklets

Call 818-599-2477 to Order!",Coral Reef is available for purchase in increments of 1,$24.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/t/a/ta0040coralreef_1.jpg
TOUCH OF SEA,TA0041,"QUICK OVERVIEW:
Toe Anklets

Call 818-599-2477 to Order!",Touch Of Sea is available for purchase in increments of 1,$24.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)', 'Shoe Size:     7 1/2  to 9 (Medium)', 'Shoe Size:     9 1/2  to 12 (Large)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/t/a/ta0041touchofsea_1.jpg
JUST PEACHY,A0001,"QUICK OVERVIEW:
Includes Toe Anklet only. See Anklets page for matching Spring Love Anklet. Purchase is separate.",Just Peachy is available for purchase in increments of 1,$24.00,"['Choose an Option...', 'Shoe Size:     5 1/2  to  7 (Small)']",http://www.thejunglebee.com/media/catalog/product/cache/1/image/398x265/040ec09b1e35df139433887a97daa66f/1/_/1_1_1.jpg
