ALWAYS STAY humble and kind,6101,Home|ALWAYS STAY Humble And Kind," 


6""X18""   Stained Eastern White Pine Board or Painted white board.

No frame

Keyhole hanger",,,,,,,,$25.99 ,,,,,,jonesigns400,jonesigns160,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/17f82f742ffe127f42dca9de82fb58b1/6/1/6101_always_humble_kind.jpg,6101_always_humble_kind.jpg,,"*Color Combinations
-- Please Select --|White Board wth Black Text |Stained natural Board w White Text ",jonesigns800,6101_always_humble_kind.jpg
SHNANIGANS,6100,Home|SHNANIGANS," Great Irish sign



6""X18""  

No frame

Keyhole hanger",,,,,,,,$25.99 ,,,,,,jonesigns400,jonesigns160,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/17f82f742ffe127f42dca9de82fb58b1/6/1/6100_shenanagans.jpg,6100_shenanagans.jpg,,"*Color Combinations
-- Please Select --|Green board w White Text ",jonesigns800,6100_shenanagans.jpg
gather,6102,Home|Gather," 


6""X18""   Stained Eastern White Pine Board or Painted white board.

No frame

Keyhole hanger",,,,,,,,$25.99 ,,,,,,jonesigns400,jonesigns160,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/17f82f742ffe127f42dca9de82fb58b1/6/1/6102_gather_natl.jpg,6102_gather_natl.jpg,,"*Color Combinations
-- Please Select --|White Board wth Black Text |Stained natural Board w White Text ",jonesigns800,6102_gather_natl.jpg
At the BEACH LIFE is Better Custom Name or Location,5014B,Home|At The BEACH LIFE Is Better Custom Name Or Location,"8""X12"" inches
Board is white. The BEACH,and LIFE text plus the frame are in blue.
The remaining letters and the custom text is in black.
Add your name or the location you want when you order
Be sure to insert the spelling just like you want.",,,,,,,,$38.95 ,,,,,,jonesigns400,jonesigns160,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/17f82f742ffe127f42dca9de82fb58b1/5/0/5014b.jpg,5014b.jpg,,"*Name Or Location (Text Will Be Black)
",jonesigns800,5014b.jpg
At the LAKE LIFE is Better Custom Name or Location,5014L,Home|At The LAKE LIFE Is Better Custom Name Or Location,"8""X12"" inches
Board is white. The LAKE,and LIFE text plus the frame are in Navy blue.
The remaining letters and the custom text is in black.
Add your name or the location you want when you order
Be sure to insert the spelling just like you want.",,,,,,,,$38.95 ,,,,,,jonesigns400,jonesigns160,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/17f82f742ffe127f42dca9de82fb58b1/5/0/5014l.jpg,5014l.jpg,,"*Name Or Location (Text Will Be Black)
",jonesigns800,5014l.jpg
On the ISLAND LIFE is Better Custom Name or Location,5014ISLAND,Home|On The ISLAND LIFE Is Better Custom Name Or Location,"8""X12"" inches
Board is white. The ISLAND,and LIFE text plus the frame are in blue.
The remaining letters and the custom text is in black.
Add your name or the location you want when you order
Be sure to insert the spelling just like you want.",,,,,,,,$38.95 ,,,,,,jonesigns400,jonesigns160,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/17f82f742ffe127f42dca9de82fb58b1/5/0/5014i.jpg,5014i.jpg,,"*Name Or Location (Text Will Be Black)
",jonesigns800,5014i.jpg
At the RIVER LIFE is Better Custom Name or Location,5014R,Home|At The RIVER LIFE Is Better Custom Name Or Location,"8""X12"" inches
Board is white. The RIVER,and LIFE text plus the frame are in GREEN.
The remaining letters and the custom text is in black.
Add your name or the location you want when you order
Be sure to insert the spelling just like you want.",,,,,,,,$38.95 ,,,,,,jonesigns400,jonesigns160,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/17f82f742ffe127f42dca9de82fb58b1/5/0/5014r.jpg,5014r.jpg,,"*Name Or Location (Text Will Be Black)
",jonesigns800,5014r.jpg
Painted Lady Butterfly,5019,Home|Painted Lady Butterfly,"Sign is 5 1/2"" X 6"" on a white board. No frame painted front and sides. Back is natural wood.",,,,,,,,$22.95 ,,,,,,jonesigns400,jonesigns160,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/17f82f742ffe127f42dca9de82fb58b1/5/0/5019_painted_lady.jpg,5019_painted_lady.jpg,,"Color Combinations
-- Please Select --|White Board as shown ",jonesigns800,5019_painted_lady.jpg
Fritillary Butterfly,5020,Home|Fritillary Butterfly,"Sign is 5 1/2"" X 6"" on a white board. No frame painted front and sides. Back is natural wood.",,,,,,,,$22.95 ,,,,,,jonesigns400,jonesigns160,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/17f82f742ffe127f42dca9de82fb58b1/5/0/5020_fritillary.jpg,5020_fritillary.jpg,,"Color Combinations
-- Please Select --|White Board as shown ",jonesigns800,5020_fritillary.jpg
Orange tip Butterfly,5021,Home|Orange Tip Butterfly,"Sign is 5 1/2"" X 6"" on a white board. No frame painted front and sides. Back is natural wood.",,,,,,,,$22.95 ,,,,,,jonesigns400,jonesigns160,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/17f82f742ffe127f42dca9de82fb58b1/5/0/5021_orange_tip.jpg,5021_orange_tip.jpg,,"Color Combinations
-- Please Select --|White Board as shown ",jonesigns800,5021_orange_tip.jpg
Daffodil,5022,Home|Daffodil,"Sign is 5 1/2"" X 6"" on a white board. No frame painted front and sides. Back is natural wood. Keyhole hanger",,,,,,,,$22.95 ,,,,,,jonesigns400,jonesigns160,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/17f82f742ffe127f42dca9de82fb58b1/5/0/5022_daffodil.jpg,5022_daffodil.jpg,,"Color Combinations
-- Please Select --|White Board as shown ",jonesigns800,5022_daffodil.jpg
Sweet Pea,5023,Home|Sweet Pea,"Sign is 5 1/2"" X 6"" on a white board. No frame painted front and sides. Back is natural wood. Keyhole hanger",,,,,,,,$22.95 ,,,,,,jonesigns400,jonesigns160,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/17f82f742ffe127f42dca9de82fb58b1/5/0/5023_sweet_pea.jpg,5023_sweet_pea.jpg,,"Color Combinations
-- Please Select --|White Board as shown ",jonesigns800,5023_sweet_pea.jpg
Rose,5024,Home|Rose,"Sign is 5 1/2"" X 6"" on a white board. No frame painted front and sides. Back is natural wood. Keyhole hanger",,,,,,,,$22.95 ,,,,,,jonesigns400,jonesigns160,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/17f82f742ffe127f42dca9de82fb58b1/5/0/5024rose.jpg,5024rose.jpg,,"Color Combinations
-- Please Select --|White Board as shown ",jonesigns800,5024rose.jpg
Blue Bell,5025,Home|Blue Bell,"Sign is 5 1/2"" X 6"" on a white board. No frame painted front and sides. Back is natural wood. Keyhole hanger",,,,,,,,$22.95 ,,,,,,jonesigns400,jonesigns160,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/17f82f742ffe127f42dca9de82fb58b1/5/0/5025_blue_bell.jpg,5025_blue_bell.jpg,,"Color Combinations
-- Please Select --|White Board as shown ",jonesigns800,5025_blue_bell.jpg
TEXT ME IF YOU RUN OUT OF TP (I know you'r on your phone.),5026,Home|TEXT ME IF YOU RUN OUT OF TP (I Know You'r On Your Phone.),"8"" X 8"" wooden sign with frame
Great bathroom sign
Comes on white board with black text and frame",,,,,,,,$29.95 ,,,,,,jonesigns400,jonesigns160,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/17f82f742ffe127f42dca9de82fb58b1/5/0/5026.jpg,5026.jpg,,"Color Combinations
-- Please Select --|White board, Black text and frame ",jonesigns800,5026.jpg
The best seat in the house,5027,Home|The Best Seat In The House,"8"" X 8"" wooden sign with frame
Great bathroom sign
Comes on white board with black text and frame",,,,,,,,$29.95 ,,,,,,jonesigns400,jonesigns160,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/17f82f742ffe127f42dca9de82fb58b1/5/0/5027.jpg,5027.jpg,,"Color Combinations
-- Please Select --|White board, Black text and frame ",jonesigns800,5027.jpg
Wash your hands ya filthy animal,5028,Home|Wash Your Hands Ya Filthy Animal,"8"" X 8"" wooden sign with frame
Great bathroom sign
Comes on white board with black text and frame
Great fun sign",,,,,,,,$29.95 ,,,,,,jonesigns400,jonesigns160,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/17f82f742ffe127f42dca9de82fb58b1/5/0/5028.jpg,5028.jpg,,"Color Combinations
-- Please Select --|White board, Black text and frame ",jonesigns800,5028.jpg
Please seat yourself,5029,Home|Please Seat Yourself,"8"" X 8"" wooden sign with frame
Great bathroom sign
Comes on white board with black text and frame
Great fun sign",,,,,,,,$29.95 ,,,,,,jonesigns400,jonesigns160,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/17f82f742ffe127f42dca9de82fb58b1/5/0/5029.jpg,5029.jpg,,"Color Combinations
-- Please Select --|White board, Black text and frame ",jonesigns800,5029.jpg
Changing the Toilet Paper Roll does NOT cause brain damage,5030,Home|Changing The Toilet Paper Roll Does NOT Cause Brain Damage,"8"" X 8"" wooden sign with frame
Great bathroom sign
Comes on white board with black text and frame
Great fun sign",,,,,,,,$29.95 ,,,,,,jonesigns400,jonesigns160,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/17f82f742ffe127f42dca9de82fb58b1/5/0/5030.jpg,5030.jpg,,"Color Combinations
-- Please Select --|White board, Black text and frame ",jonesigns800,5030.jpg
"4"" Custom City/Location Name Signs (Price per letter) 4 inches tall Starting at $20.95",Custom,"Home|4"" Custom City/Location Name Signs (Price Per Letter) 4 Inches Tall Starting At $20.95","Board size 4""X12"", 14, 16 up to 4""X26"" depending on number of letters in Name.

6 letters $20.95...                                  16 letters $32.95

7 letters $23.95..                                    17 letters  $33.95

8 letters $24.95..                                    18 letters   $34.95

9 letters $25.95..                                    19 letters   $35.95

10 letters $26.95..                                  20 letter   $36.95

11 letters $27.95..                                  21 letter   $37.95

12 letters $28.95                                    22 letter   $38.95

13 letters $29.95                                    23 letter   $39.95

14 letters  $30.95                                   24 letter   $40.95

15 letters $31.95                                     25 letters $41.95

If more than 25 letters give us a call at 888-643-1695. If you need a particular set of dimensions phone us: 888-643-1695 Mon - Fri 8AM - 5PM Eastern time.",,,,,,,,$20.95 ,,,,,,jonesigns400,jonesigns160,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/17f82f742ffe127f42dca9de82fb58b1/0/1/0103181019.jpg,0103181019.jpg,,"*Enter Location Name Or Wording
-- Please Select --|6 or fewer letters, numbers or characters or less |7 letters, numbers or charatcers +$3.00|8 letters, numbers, or characters +$4.00|9 letters, numbers, or characters +$5.00|10 letters, numbers, or characters +$6.00|11 letters, numbers, or characters +$7.00|12 letters, numbers, or characters +$8.00|13 letters, numbers, or characters +$9.00|14 letters, numbers, or charactors +$10.00|15 letters, numbers, or characters +$11.00|16 letters, numbers, or characters +$12.00|17 letters, numbers, or characters +$13.00|18 letters, numbers, or characters +$14.00|19 letters, numbers, or characters +$15.00|20 letters, numbers, or characters +$16.00|21 letters, numbers, or characters +$17.00|22 letters, numbers, or characters +$18.00|23 letters, numbers, or characters +$19.00|24 letters, numbers, or characters +$20.00|25 letters, numbers, or characters +$21.00|-- Please Select --|Give me the best color combo(s) available |Crackle Cream board w/ Black text & Frame |Crackle White board w/ Black text & Frame |Crackle White board w/ Burgundy text & Frame |Cream board w/ Black text & Frame |White board w/ Black text & Frame |Black board w/ Cream text Black Frame |Cream board w/ Navy Blue text & Frame |Cream board w/ Hunter Green text & Frame |Cream board w/ Burgundy Red text & Frame |Crackle Cream board w/ Navy Blue text & Frame |Crackle Cream board w/ Hunter Green text & Frame |Crackle Cream board w/ Burgundy Red text & Frame |White board w/ Wedgewood Blue text & Wht Frame |Crackle White board w/ Wedgewood Blue text & Wht Frame |Navy Blue board w/ Cream text & Navy Frame |Hunter Green board w/ Cream text & Green Frame |Burgundy Red board w/ Cream text & Red Frame ",jonesigns800,0103181019.jpg
Memories made here...,716,Home|Memories Made Here...,"0
Save


6""x16"" inches

Customize...
Fill in your City and/or State",,,,,,,,$32.95 ,,,,,,jonesigns400,jonesigns160,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/17f82f742ffe127f42dca9de82fb58b1/7/1/716.jpg,716.jpg,,"*Fill In Your City And Or State
-- Please Select --|Give me the best color combo(s) available |Cream board w/ Black text |Cream board w/ Navy Blue text |Cream board w/ Hunter Green text |Cream board w/ Burgundy Red text |Crackle Cream board w/ Black text |Crackle Cream board w/ Navy Blue text |Crackle Cream board w/ Hunter Green text |Crackle Cream board w/ Burgundy Red text |White board w/ Black text |White board w/ Wedgewood Blue text |White board w/ Sage Green text |White board w/ Rose text |White board w/ Mustard text |Crackle White board w/ Black text |Crackle White board w/ Wedgewood Blue text |Crackle White board w/ Sage Green text |Crackle White board w/ Rose text |Crackle White board w/ Mustard text |Black board w/ Cream text |Navy Blue board w/ Cream text |Hunter Green board w/ Cream text ",jonesigns800,716.jpg
I (heart) OH (any state),735,Home|I (heart) OH (any State),"0
Save


6""x6"" inches",,,,,,,,$15.50 ,,,,,,jonesigns400,jonesigns160,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/17f82f742ffe127f42dca9de82fb58b1/7/3/735.jpg,735.jpg,,"*Two Letter State Abbreviation
-- Please Select --|Cream board w/ Black text |Cream board w/ Navy Blue text |Cream board w/ Hunter Green text |Cream board w/ Burgundy Red text |Crackle Cream board w/ Black text |Crackle Cream board w/ Navy Blue text |Crackle Cream board w/ Hunter Green text |Crackle Cream board w/ Burgundy Red text |White board w/ Black text |White board w/ Wedgewood Blue text |White board w/ Sage Green text |White board w/ Rose text |White board w/ Mustard text |Crackle White board w/ Black text |Crackle White board w/ Wedgewood Blue text |Crackle White board w/ Sage Green text |Crackle White board w/ Rose text |Crackle White board w/ Mustard text |Black board w/ Cream text |Navy Blue board w/ Cream text |Hunter Green board w/ Cream text |Sage Green board w/ White text |Sage Green board w/ Black text |Burgundy Red board w/ Cream text |Give me the best color combo(s) available ",jonesigns800,735.jpg
No Matter Where I Roam,651,Home|No Matter Where I Roam,"8""x12"" inches

Customize...
Fill in your City and/or State",,,,,,,,$27.75 ,,,,,,jonesigns400,jonesigns160,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/17f82f742ffe127f42dca9de82fb58b1/6/5/651.jpg,651.jpg,,"*Fill In Location
-- Please Select --|Give me the best color combo(s) available |Cream board w/ Black text |Cream board w/ Navy Blue text |Cream board w/ Hunter Green text |Cream board w/ Burgundy Red text |Crackle Cream board w/ Black text |Crackle Cream board w/ Navy Blue text |Crackle Cream board w/ Hunter Green text |Crackle Cream board w/ Burgundy Red text |White board w/ Black text |White board w/ Wedgewood Blue text |White board w/ Sage Green text |White board w/ Rose text |White board w/ Mustard text |Crackle White board w/ Black text |Crackle White board w/ Wedgewood Blue text |Crackle White board w/ Sage Green text |Crackle White board w/ Rose text |Crackle White board w/ Mustard text ",jonesigns800,651.jpg
A Day on (Insert)...,621,Home|A Day On (Insert)...,"8""x12"" inches

Customize...
Fill in your City and/or State",,,,,,,,$27.75 ,,,,,,jonesigns400,jonesigns160,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/17f82f742ffe127f42dca9de82fb58b1/6/2/621.jpg,621.jpg,,"*Fill In Location
-- Please Select --|Give me the best color combo(s) available |Cream board w/ Black text |Cream board w/ Navy Blue text |Cream board w/ Hunter Green text |Cream board w/ Burgundy Red text |Crackle Cream board w/ Black text |Crackle Cream board w/ Navy Blue text |Crackle Cream board w/ Hunter Green text |Crackle Cream board w/ Burgundy Red text |White board w/ Black text |White board w/ Wedgewood Blue text |White board w/ Sage Green text |White board w/ Rose text |White board w/ Mustard text |Crackle White board w/ Black text |Crackle White board w/ Wedgewood Blue text |Crackle White board w/ Sage Green text |Crackle White board w/ Rose text |Crackle White board w/ Mustard text ",jonesigns800,621.jpg
Custom Your State or Town w/crab,579F,Home|Custom Your State Or Town W/crab,"6x9 inches
Just add your state or town.",,,,,,,,$24.95 ,,,,,,jonesigns400,jonesigns160,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/17f82f742ffe127f42dca9de82fb58b1/0/3/0315181641.jpg,0315181641.jpg,,"*Your State Or Town
-- Please Select --|Cream board w/ Black text |Cream board w/ Navy Blue text |Cream board w/ Hunter Green text |Cream board w/ Burgundy Red text |Crackle Cream board w/ Black text |Crackle Cream board w/ Navy Blue text |Crackle Cream board w/ Hunter Green text |Crackle Cream board w/ Burgundy Red text |White board w/ Black text |White board w/ Wedgewood Blue text |Crackle White board w/ Black text |Give me the best color combo(s) available ",jonesigns800,0315181641.jpg
State & Nickname,587,Home|State & Nickname,"0
Save


6X14 or 16""
Pick your state or a state you want to be in and the Motto. Then pick your colors.",,,,,,,,$33.50 ,,,,,,jonesigns400,jonesigns160,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/17f82f742ffe127f42dca9de82fb58b1/f/i/file_2_3.jpg,file_2_3.jpg,,"*Color Combinations
-- Please Select --|Cream board w/ Black text |Cream board w/ Navy Blue text |Cream board w/ Hunter Green text |Cream board w/ Burgundy Red text |Crackle Cream board w/ Black text |Crackle Cream board w/ Navy Blue text |Crackle Cream board w/ Hunter Green text |Crackle Cream board w/ Burgundy Red text |White board w/ Black text |White board w/ Wedgewood Blue text |White board w/ Sage Green text |White board w/ Rose text |White board w/ Mustard text |Crackle White board w/ Black text |Crackle White board w/ Wedgewood Blue text |Crackle White board w/ Sage Green text |Crackle White board w/ Rose text |Crackle White board w/ Mustard text |Black board w/ Cream text |Navy Blue board w/ Cream text |Hunter Green board w/ Cream text |Sage Green board w/ White text |Sage Green board w/ Black text |Burgundy Red board w/ Cream text |Give me the best color combo(s) available ",jonesigns800,file_2_3.jpg
home with your State,1425,Home|Home With Your State,"Great Farmhouse look custom sign with your state
Add your state
Box sign 12""X12"", Antique look

White Wooden Box with Black Letters",,,,,,,,$36.50 ,,,,,,jonesigns400,jonesigns160,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/17f82f742ffe127f42dca9de82fb58b1/1/4/1425_ohio_home_box.jpg,1425_ohio_home_box.jpg,,"*Select State
-- Please Select --|White wood Box, Black Letters ",jonesigns800,1425_ohio_home_box.jpg
home with your State,R308,Home|Home With Your State,"Great Farmhouse look custom sign with your state
Add your state
Slat Box sign 12""X12"",
Natural wood stain on Aspen slats",,,,,,,,$36.50 ,,,,,,jonesigns400,jonesigns160,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/17f82f742ffe127f42dca9de82fb58b1/r/3/r308_home_maine_slat_copy.jpg,r308_home_maine_slat_copy.jpg,,"*Select State
-- Please Select --|Natural stain slat box, White state, Black text ",jonesigns800,r308_home_maine_slat_copy.jpg
HOME with State,976,Home|HOME With State,"6""X16"" Home with your state.

Select a Red color state or a Black color state

Some states will work better than others with these designs.  We will let you know if the state outline does not work well.

0
Save



 ",,,,,,,,$25.95 ,,,,,,jonesigns400,jonesigns160,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/17f82f742ffe127f42dca9de82fb58b1/9/7/976_home_nj.jpg,976_home_nj.jpg,,"*State
-- Please Select --|Red |Black |Navy Blue |-- Please Select --|White Board w/ Black  text and frame |Cream board w/ Black text and frame |Give me the best color combo(s) available ",jonesigns800,976_home_nj.jpg
It's never too late to have a happy childhood,4011,Home|It's Never Too Late To Have A Happy Childhood,4x36 inches,,,,,,,,$29.95 ,,,,,,jonesigns400,jonesigns160,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/17f82f742ffe127f42dca9de82fb58b1/4/0/4011.jpg,4011.jpg,,"*Color Combinations - See Color Chart Above
-- Please Select --|Burgundy Red board w/ Cream text |Black board w/ Cream text |Sage Green board w/ Black  text |Cream board w/ Black text |Mustard board w/ Black text |Country Blue board w/ White text |Give me the best color combo(s) available ",jonesigns800,4011.jpg
In a world where you can be anything Be Yourself,8006,Home|In A World Where You Can Be Anything Be Yourself,"8x30 inches
Good advice on how to be happy.",,,,,,,,$30.95 ,,,,,,jonesigns400,jonesigns160,https://www.jonesrusticsigns.com/media/catalog/product/cache/1/image/17f82f742ffe127f42dca9de82fb58b1/f/i/file_29.jpg,file_29.jpg,,"*Color Combinations - See Color Chart Above
-- Please Select --|Burgundy Red board w/ Cream text |Black board w/ Cream text |Sage Green board w/ Black text |Cream board w/ Black text |Mustard board w/ Black text |Country Blue board w/ White text |Give me the best color combo(s) available ",jonesigns800,file_29.jpg
