Nonwoven Bags,,Home|Bags|Reusable Bags,"Nonwoven bags are great for open houses and special events. We have 9 sizes available in stock and can create custom sizes when requested. Click on ""SEE MORE SAMPLES"" to view size images and color swatches. Lead time is 2-3 weeks for custom printing. Select your bag color, size, and quantity then click ""Add to Cart"" to request a quote. We will email you with pricing and/or questions.

Note- Availability of certain colors varies with each size.",,,,,,,1,,,,,,1,Benson400,Benson160,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/n/o/nonwoven_bags.jpg,nonwoven_bags.jpg,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/n/o/nonwoven_bags.jpg,"Bag Colors *:-- Please Select --|Black |Royal Blue |Navy |Powder Blue  |Purple |Burgundy |Red |Orange |Yellow |White  |Khaki |Lime |Hunter |Light Pink |Grey |Cream |Hot Pink ;Sizes *:-- Please Select --|8 x 5 x 10 with 14"" handle |10 x 10 x 10 with 18"" handle |13 x 5 x 13 with 18"" handle |13 x 7 x 14 with 18"" handle |13 x 10 x 15 with 18"" handle |15 x 16 with 28"" handle |16 x 6 x 13 with 18"" handle |16 x 6 x 13 with 28"" handle |20 x 6 x 16 with 28"" handle ;Quantity *:-- Please Select --|100 quantity |250 quantity |500 quantity |1000 quantity |2000 quantity |3000 quantity |5000 quantity |10000 quantity ;Notes/Special Instructions:text input",Benson800,nonwoven_bags.jpg
Non-Woven Market Totes,,Home|Bags|Reusable Bags,"Non-Woven Tote Bags with 20"" reinforced handles. Price includes a one color/one side imprint. $60 plate charge is additional. Available in the following colors: Black, dark green, khaki, lime, natural, navy blue, pink, royal blue, red, white, burgundy, aqua blue, charcoal, yellow, chocolate, and orange.

Available in packs of 100.",,,,,,,1,,,,,,1,Benson400,Benson160,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/m/a/market_totes.jpg,market_totes.jpg,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/m/a/market_totes.jpg,"Bag Colors *:-- Please Select --|Grape |Burgundy |Lime |Red  |Navy |Orange |Khaki |Royal |White |Black  |Hunter ;Screen Print Colors *:-- Please Select --|Yellow  |Orange |Neon Pink |Scarlet Red |Maroon |Purple |Violet |Process Blue |PMS 292 Blue |PMS 286 Blue |Navy Blue |Neon Green |Teal |PMS 347 Green |Dark Green |Khaki Tan |Champagne Gold |Brown |White |Cool Gray |Black |Gold Metallic |Silver Metallic |PMS 494 Pink |PMS 188 Dark Red |PMS 340 Green |PMS 7490 Pale Green |PMS 355 Green |PMS 485 Orange/Red |PMS 300 Blue |Glow in the Dark Green ;Size & Quantity *:-- Please Select --|12 x 8 x 13 - 100 qty ($2.38 each) +$238.00|12 x 8 x 13 - 250 qty ($1.84 each) +$455.00|12 x 8 x 13 - 500 qty ($1.70 each) +$835.00|12 x 18 x 3 - 1,000 qty (1.60 each) +$1,600.00|12 x 18 x 3 - 3,000 qty (1.36 each) +$4,080.00|13 x 10 x 15 - 100 qty (2.48 each) +$248.00|13 x 10 x 15 - 250 qty (1.96 each) +$490.00|13 x 10 x 15 - 500 qty ($1.78 each) +$890.00|13 x 10 x 15 - 1,000 qty (1.70 each) +$1,700.00|13 x 10 x 15 - 3,000 qty (1.46 each) +$4,380.00",Benson800,market_totes.jpg
Custom T-shirt bags,,Home|Bags|Plastic Bags,"Promote your business with our economical yet durable plastic t-shirt bags. We offer 3 basic sizes and can also produce any custom size of your choice. Minimums begin at 10,000 bags for the small size, 5,000 bags for the medium size, and 3,000 bags for the large size. There is a one time $80 plate charge per color. Lead time is 4-6 weeks from proof approval.

TO REQUEST A QUOTE OR TO PLACE AN ORDER:

1) Select a BAG/FILM COLOR
2) Select an IMPRINT COLOR
3) Select SIZE(S) of bag and QUANTITY

Artwork for your order can be emailed to info@bensonmarketinggroup.com

An art proof will be emailed to you. Any necessary art charges will be additional. Vector artwork is preferred in pdf format.

NOTE- There is a 10% overrun/underrun on custom plastic bag orders.",,,,,,,1,,,,,,1,Benson400,Benson160,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/t/-/t-shirt_bags2.jpg,t-shirt_bags2.jpg,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/t/-/t-shirt_bags2.jpg,"Bag Colors *:--;Imprint Colors *:--;Custom T-shirt Bags *:8 x 5 x 15 - 1 color/1 side imprint(1000 per case) - 10,000 minimum +$780.00
Qty:|12 x 7 x 22 - 1 color/1 side imprint(1000 per case) - 5,000 minimum +$790.00
Qty:|20 x 10 x 30 - 1 color/1 side imprint (500 per case) - 3,000 minimum +$998.00
Qty:;Artwork Upload *:--;Special Instructions *:--",Benson800,t-shirt_bags2.jpg
Polka Dot Organza Bags,,Home|Bags|Fabric Bags & Pouches,"Organza pouches with polka dots are available in 8 colors. These pouches are excellent for use with jewelry, small gifts, soaps, lotions, and other items. The bags are available in packs of 12.",,,,,,,1,,,,,,1,Benson400,Benson160,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/p/o/polka_dot_organza_bags_only.jpg,polka_dot_organza_bags_only.jpg,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/p/o/polka_dot_organza_bags_only.jpg,"Bag Colors:--;Quantity *:Black/White Dot 3 x 4 (12 bags) +$6.50
Qty:|Black/White Dot 4 x 6 (12 bags) +$7.95
Qty:|Red/White Dot 3 x 4 (12 bags) +$6.50
Qty:|Red/White Dot 4 x 6 (12 bags) +$7.95
Qty:|Pink/White Dot 3 x 4 (12 bags) +$6.50
Qty:|Pink/White Dot 4 x 6 (12 bags) +$7.95
Qty:|Yellow/White Dot 3 x 4 (12 bags) +$6.50
Qty:|Yellow/White Dot 4 x 6 (12 bags) +$7.95
Qty:|Lt Blue/White Dot 3 x 4 (12 bags) +$6.50
Qty:|Lt Blue/White Dot 4 x 6 (12 bags) +$7.95
Qty:|Moss Green/White Dot 3 x 4 (12 bags) +$6.50
Qty:|Moss Green/White Dot 4 x 6 (12 bags) +$7.95
Qty:|Copper/White Dot 3 x 4 (12 bags) +$6.50
Qty:|Copper/White Dot 4 x 6 (12 bags) +$7.95
Qty:|White/White Dot 3 x 4 (12 bags) +$6.50
Qty:|White/White Dot 4 x 6 (12 bags) +$7.95
Qty:",Benson800,polka_dot_organza_bags_only.jpg
Homespun Christmas Shopping Bags,,Home|Country/Primitive Supplies|Bags|Folk Art Paper Bags,"Our Homespun Christmas Shopping Bags are available in 4 sizes. Matching giftwrap is also available. For matching tissue, select Scarlet color.",,,,,,,1,,,,,,1,Benson400,Benson160,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/h/o/homespun_christmas.jpg,homespun_christmas.jpg,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/h/o/homespun_christmas.jpg,"Bag Sizes *:5 1/2 x 3 1/4 x 8 3/8"" - 100 per case +$70.45
Qty:|5 1/2 x 3 1/4 x 12 1/2"" - 100 per case +$79.20
Qty:|8 x 4 3/4 x 10 1/2"" - 100 per case +$78.00
Qty:|16 x 6 x 13"" - 100 per case +$110.25
Qty:",Benson800,homespun_christmas.jpg
Hip Quilter Paper Bags,,Home|Bags|Packaging Collections,"These recycled paper shopping bags feature our exclusive Hip Quilter design, which features a collection of vintage sewing and quilting items. The bags are available in two sizes: 8 x 5 x 10 and 16 x 6 x 13",,,,,,,1,,,,,,1,Benson400,Benson160,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/h/i/hip_quilter_web_pic.jpg,hip_quilter_web_pic.jpg,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/h/i/hip_quilter_web_pic.jpg,"Bag Sizes *:8 x 5 x 10 size - 250 per case +$158.00
Qty:|16 x 6 x 12 size - 250 per case +$168.00
Qty:",Benson800,hip_quilter_web_pic.jpg
Victorian Paper Bags,,Home|Bags|Packaging Collections,"These recycled paper shopping bags feature our exclusive Victorian design, which features a collection of vintage sewing and quilting items. The bags are available in two sizes: 8 x 5 x 10 and 16 x 6 x 13",,,,,,,1,,,,,,1,Benson400,Benson160,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/v/i/victorian_paper_bags_web_pic.jpg,victorian_paper_bags_web_pic.jpg,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/v/i/victorian_paper_bags_web_pic.jpg,"Bag Sizes *:8 x 5 x 10 size - 250 per case +$158.00
Qty:|16 x 6 x 12 size - 250 per case +$168.00
Qty:",Benson800,victorian_paper_bags_web_pic.jpg
(Oatmeal) Sandkraft Shopping Bags,,Home|Country/Primitive Supplies|Bags|Folk Art Paper Bags,"If you like the look of our natural kraft bag, but would like something a bit softer in color, then our Sandkraft bag is perfect for you. Sandkraft, also
known as Oatmeal, is beautiful with either an ink imprint or a hot stamp. Bags are the same color inside and outside and have matching twisted
paper handles.",,,,,,,1,,,,,,1,Benson400,Benson160,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/s/k/skoat.png,skoat.png,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/s/k/skoat.png,"Bag Sizes *:Bag Size - 5 1/4 x 3 1/4x 8 3/8 - Case of 250 +$52.30
Qty:|Bag Size - 8 x 4 3/4x 10 3/8 - Case of 250 +$120.00
Qty:|Bag Size - 10 x 5 x 13 - Case of 250 +$135.25
Qty:|Bag Size - 13 x 6 x 15 - Case of 250 +$143.25
Qty:|Bag Size - 16 x 6 x 12 3/8 - Case of 250 +$162.25
Qty:|Bag Size - 16 x 6 x 19 1/4 - Case of 200 +$146.60
Qty:|Bag Size - 18 x 7 x 18 3/4 - Case of 200 +$182.20
Qty:",Benson800,skoat.png
Basket Boxes,,Home|Stock Items|Boxes|Gift & Apparel Boxes,"Basket boxes are made from 100% recycled material and are great for gift packaging and presentations. They are available in two sizes - 6 3/4"" x 4"" x 5"" and 9"" x 5' x 7 1/2"".",,,,,,,1,,,,,,1,Benson400,Benson160,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/b/a/basket_boxes.jpg,basket_boxes.jpg,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/b/a/basket_boxes.jpg,"Basket Boxes - 6 3/4"":-- Please Select --|Holiday Happiness +$7.95|Silver +$7.95|Domino Dots +$7.95|Sweet Treats +$7.95|Chocolate Shadow Stripe +$7.95|Cheery Dots +$7.95|Power Stripe +$7.95|Buds & Blooms +$7.95|Holiday Stripe +$7.95|Shimmer Frost Leaf +$7.95|Zebra Stripes +$7.95|Party Dots +$7.95|Bling Rouge +$7.95|Bubbly Baby +$7.95;Basket Boxes 9"":-- Please Select --|Holiday Happiness +$9.95|Domino Dots +$9.95|Silver +$9.95|Sweet Treat +$9.95|Chocolate Shadow Stripe +$9.95|Power Stripe +$9.95|Cheery Dots +$9.95|Party Dots +$9.95|Zebra Stripe +$9.95|Shimmer Frost Leaf +$9.95",Benson800,basket_boxes.jpg
Black Crow Folk Art Paper Bags,,Home|Country/Primitive Supplies|Bags|Folk Art Paper Bags,"Our natural kraft shopping bags feature our popular black crow design.
100 bags per case.",,,,,,,1,,,,,,1,Benson400,Benson160,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/k/r/kraftbag-crow_1.jpg,kraftbag-crow_1.jpg,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/k/r/kraftbag-crow_1.jpg,"Black Crow Paper Bags *:8 x 5 x 10"" - 100 qty +$55.00
Qty:|10 x 5 x 13"" - 100 qty +$57.00
Qty:|16 x 6 x 12"" - 100 qty +$59.00
Qty:;Crow Tissue:20 x 30"" - 240 sheets per pack +$34.85
Qty:",Benson800,kraftbag-crow_1.jpg
Black Crow Plastic Bags,,Home|Bags|Plastic Bags,Durable hi-density t-shirt bags featuring our black crow design.,,,,,,,1,,,,,,1,Benson400,Benson160,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/p/l/plasticbag-lg-crow_1.jpg,plasticbag-lg-crow_1.jpg,https://www.bensonmarketinggroup.com/media/catalog/product/cache/1/image/650x/040ec09b1e35df139433887a97daa66f/p/l/plasticbag-lg-crow_1.jpg,"Black Crow Plastic Bags *:Small 8 x 5 x 15 (per 1000) +$49.00
Qty:|Medium 12 x 7 x 22 (per 1000) +$89.00
Qty:|Large 20 x 10 x 30 (per 500) +$128.00
Qty:",Benson800,plasticbag-lg-crow_1.jpg
