"Snow Day Canvas 12"" x 20""",NK112,"Home|Billy Jacobs Gallery|Snow Day Canvas 12"" x 20""",,Availability: In Stock,,,,,,4,$9.00 ,24,$8.00 ,,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Billy%20Jacobs/NK111-500x500.jpg,NK111-500x500.jpg,,,DNS800,NK111-500x500.jpg
"Warm Summer's Eve Canvas 8"" x 10""",NK115,"Home|Billy Jacobs Gallery|Warm Summer's Eve Canvas 8"" x 10""",,Availability: In Stock,,,,,,6,$4.00 ,24,$3.50 ,,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Billy%20Jacobs/NK115-500x500.jpg,NK115-500x500.jpg,,,DNS800,NK115-500x500.jpg
"Warm Spring Day Canvas 12"" x 16""",NK114,"Home|Billy Jacobs Gallery|Warm Spring Day Canvas 12"" x 16""",,Availability: In Stock,,,,,,4,$8.00 ,24,$7.20 ,,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Billy%20Jacobs/NK113-500x500.jpg,NK113-500x500.jpg,,,DNS800,NK113-500x500.jpg
"The Wintery Road Home Canvas 6"" x 10""",NK117,"Home|Billy Jacobs Gallery|The Wintery Road Home Canvas 6"" x 10""",,Availability: In Stock,,,,,,6,$4.00 ,24,$3.50 ,,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Billy%20Jacobs/NK117-500x500.jpg,NK117-500x500.jpg,,,DNS800,NK117-500x500.jpg
"Warm Summer's Eve Canvas 12"" x 16""",NK116,"Home|Billy Jacobs Gallery|Warm Summer's Eve Canvas 12"" x 16""",,Availability: In Stock,,,,,,4,$8.00 ,24,$7.20 ,,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Billy%20Jacobs/NK115-500x500.jpg,NK115-500x500.jpg,,,DNS800,NK115-500x500.jpg
"Orange Metal Oval Tray 3.25"" x 14"" x 8""",18A860,"Home|Seasonal|Orange Metal Oval Tray 3.25"" x 14"" x 8""",,Availability: In Stock,,,,,,4,$9.99 ,12," $8.99
24 ",,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Fall/Orange%20Oval%20Tray-500x500.jpg,Orange%20Oval%20Tray-500x500.jpg,,,DNS800,Orange%20Oval%20Tray-500x500.jpg
"Happy Top Farm Wagon 7"" x 16"" x 10""",18A877,"Home|Seasonal|Happy Top Farm Wagon 7"" x 16"" x 10""",,Availability: In Stock,,,,,,2,$22.99 ,6," $20.99
12 ",,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Fall/Happy%20Top%20Farm%20Wagon-500x500.jpg,Happy%20Top%20Farm%20Wagon-500x500.jpg,,,DNS800,Happy%20Top%20Farm%20Wagon-500x500.jpg
"Hot Summer's Night Canvas 12"" x 18""",NK223,"Home|Billy Jacobs Gallery|Hot Summer's Night Canvas 12"" x 18""",,Availability: In Stock,,,,,,4,$9.00 ,24,$8.00 ,,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Billy%20Jacobs/hot%20summer%20night%2012%20x%2018%20-500x500.jpg,hot%20summer%20night%2012%20x%2018%20-500x500.jpg,,,DNS800,hot%20summer%20night%2012%20x%2018%20-500x500.jpg
"Whitefish Point Canvas 12"" x 18""",NK224,"Home|Billy Jacobs Gallery|Whitefish Point Canvas 12"" x 18""",,Availability: In Stock,,,,,,4,$9.00 ,24,$8.00 ,,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Billy%20Jacobs/Whitefish%20Point%20NK224-500x500.jpg,Whitefish%20Point%20NK224-500x500.jpg,,,DNS800,Whitefish%20Point%20NK224-500x500.jpg
"Red Merry Christmas Wagon 8.75"" x 12"" x 8.5""",18A869,"Home|Seasonal|Red Merry Christmas Wagon 8.75"" x 12"" x 8.5""",,Availability: In Stock,,,,,,2,$20.99 ,6," $18.99
12 ",,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Winter%20Metal/Red%20Wagon-500x500.jpg,Red%20Wagon-500x500.jpg,,,DNS800,Red%20Wagon-500x500.jpg
"Orange Distressed Tray with Handle 8"" x 10""",18A859,"Home|Seasonal|Orange Distressed Tray with Handle 8"" x 10""",,Availability: In Stock,,,,,,2,$10.99 ,6," $9.99
24 ",,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Fall/Orange%20Tray%20with%20Handle-500x500.jpg,Orange%20Tray%20with%20Handle-500x500.jpg,,,DNS800,Orange%20Tray%20with%20Handle-500x500.jpg
"Sunday Service Canvas 12"" x 18""",NK220,"Home|Billy Jacobs Gallery|Sunday Service Canvas 12"" x 18""",,Availability: In Stock,,,,,,4,$9.00 ,24,$8.00 ,,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Billy%20Jacobs/Sunday%20Service%20%20NK220-500x500.jpg,Sunday%20Service%20%20NK220-500x500.jpg,,,DNS800,Sunday%20Service%20%20NK220-500x500.jpg
"The Old Farmhouse Canvas 12"" x 18""",NK222,"Home|Billy Jacobs Gallery|The Old Farmhouse Canvas 12"" x 18""",,Availability: In Stock,,,,,,4,$9.00 ,24,$8.00 ,,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Billy%20Jacobs/The%20Old%20Farmhouse%20%20NK222-500x500.jpg,The%20Old%20Farmhouse%20%20NK222-500x500.jpg,,,DNS800,The%20Old%20Farmhouse%20%20NK222-500x500.jpg
"School's Out Canvas 12"" x 18""",NK216,"Home|Billy Jacobs Gallery|School's Out Canvas 12"" x 18""",,Availability: In Stock,,,,,,4,$9.00 ,24,$8.00 ,,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Billy%20Jacobs/Schools%20Out%20%20NK216-500x500.jpg,Schools%20Out%20%20NK216-500x500.jpg,,,DNS800,Schools%20Out%20%20NK216-500x500.jpg
"Spring Break Canvas 12"" x 18""",NK218,"Home|Billy Jacobs Gallery|Spring Break Canvas 12"" x 18""",,Availability: In Stock,,,,,,4,$9.00 ,24,$8.00 ,,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Billy%20Jacobs/Spring%20Breakk%20%20NK218-500x500.jpg,Spring%20Breakk%20%20NK218-500x500.jpg,,,DNS800,Spring%20Breakk%20%20NK218-500x500.jpg
"Let Your Dreams Woven Basket w/Rope Handles 7.75"" x 19.75"" x 9.75""",HDY19030,"Home|New for Spring 2020|Let Your Dreams Woven Basket w/Rope Handles 7.75"" x 19.75"" x 9.75""",,Availability: In Stock,,,,,,2,$17.99 ,12,$16.19 ,,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Beach%20/Set%20Sail%20Basket-500x500.jpg,Set%20Sail%20Basket-500x500.jpg,,,DNS800,Set%20Sail%20Basket-500x500.jpg
"Home Sweet Home Woven Basket w/Rope Handles 7.75"" x 19.75"" x 9.75""",HDY19031,"Home|New for Spring 2020|Home Sweet Home Woven Basket w/Rope Handles 7.75"" x 19.75"" x 9.75""",,Availability: In Stock,,,,,,2,$17.99 ,12,$16.19 ,,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Everyday/HDY19031-500x500.jpg,HDY19031-500x500.jpg,,,DNS800,HDY19031-500x500.jpg
"Love The Beach Woven Basket w/Rope Handles 7.75"" x 19.75"" x 9.75""",HDY19032,"Home|New for Spring 2020|Love The Beach Woven Basket w/Rope Handles 7.75"" x 19.75"" x 9.75""",,Availability: In Stock,,,,,,2,$17.99 ,12,$16.19 ,,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Beach%20/Love%20the%20Beach%20Basket-500x500.jpg,Love%20the%20Beach%20Basket-500x500.jpg,,,DNS800,Love%20the%20Beach%20Basket-500x500.jpg
"Metal Windmill Birdhouse 26"" x 12.5""",HDY19034,"Home|New for Spring 2020|Metal Windmill Birdhouse 26"" x 12.5""",,Availability: In Stock,,,,,,2,$14.99 ,4,$13.49 ,,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Spring/Metal%20Windmill%20Birdhouse%20(002)-500x500.jpg,Metal%20Windmill%20Birdhouse%20(002)-500x500.jpg,,,DNS800,Metal%20Windmill%20Birdhouse%20(002)-500x500.jpg
"Sweet Honey Metal Sign 8.75"" x 12""",HDY19038,"Home|New for Spring 2020|Sweet Honey Metal Sign 8.75"" x 12""",,Availability: In Stock,,,,,,2,$7.99 ,24,$7.19 ,,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Everyday/HDY19038-500x500.jpg,HDY19038-500x500.jpg,,,DNS800,HDY19038-500x500.jpg
"Sweet Tea Enamel Tray 2.5"" X 12"" X 12.25""",HDY19039,"Home|New for Spring 2020|Sweet Tea Enamel Tray 2.5"" X 12"" X 12.25""",,Availability: In Stock,,,,,,2,$14.99 ,16,$13.49 ,,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Everyday/HDY19039-500x500.jpg,HDY19039-500x500.jpg,,,DNS800,HDY19039-500x500.jpg
"Open Galvanized Pumpkin Lantern Large 10.5"" x 7.5"" x 4.25""",18A880-L,"Home|Seasonal|Open Galvanized Pumpkin Lantern Large 10.5"" x 7.5"" x 4.25""",,Availability: In Stock,,,,,,4,$10.99 ,12," $9.99
24 ",,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Pumpkins/Galvanized%20Pumpkin%20Lanterns-500x500.jpg,Galvanized%20Pumpkin%20Lanterns-500x500.jpg,,,DNS800,Galvanized%20Pumpkin%20Lanterns-500x500.jpg
"Home Sweet Home Tray Sign 6.75"" x 23""",HDY19009,"Home|Everyday Decor|Home Sweet Home Tray Sign 6.75"" x 23""",,Availability: In Stock,,,,,,2,$12.99 ,12,$11.69 ,,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Everyday/Home%20Sweet%20Home%20Tray-500x500.jpg,Home%20Sweet%20Home%20Tray-500x500.jpg,,,DNS800,Home%20Sweet%20Home%20Tray-500x500.jpg
"Tulip and Wildflower Garland 60""",T402982G,"Home|Seasonal|Tulip and Wildflower Garland 60""",,Availability: In Stock,,,,,,4,$13.99 ,12," $12.99
24 ",,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Spring/20161227_114725-500x500.jpg,20161227_114725-500x500.jpg,,,DNS800,20161227_114725-500x500.jpg
"Morning's Glory Canvas 10"" x 8""",NK085,"Home|Billy Jacobs Gallery|Morning's Glory Canvas 10"" x 8""",,Availability: In Stock,,,,,,6,$4.00 ,24,$3.50 ,,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Billy%20Jacobs/NK085-500x500.jpg,NK085-500x500.jpg,,,DNS800,NK085-500x500.jpg
"Midnight Moon Canvas 12"" x 16""",NK084,"Home|Billy Jacobs Gallery|Midnight Moon Canvas 12"" x 16""",,Availability: In Stock,,,,,,4,$8.00 ,24,$7.20 ,,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Billy%20Jacobs/NK083-500x500.jpg,NK083-500x500.jpg,,,DNS800,NK083-500x500.jpg
"Pottersburg Bridge Canvas 8"" x 10""",NK087,"Home|Billy Jacobs Gallery|Pottersburg Bridge Canvas 8"" x 10""",,Availability: In Stock,,,,,,6,$4.00 ,24,$3.50 ,,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Billy%20Jacobs/NK087-500x500.jpg,NK087-500x500.jpg,,,DNS800,NK087-500x500.jpg
"Morning's Glory Canvas 16"" x12""",NK086,"Home|Billy Jacobs Gallery|Morning's Glory Canvas 16"" x12""",,Availability: In Stock,,,,,,4,$8.00 ,24,$7.20 ,,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Billy%20Jacobs/NK085-500x500.jpg,NK085-500x500.jpg,,,DNS800,NK085-500x500.jpg
"Love One Another Canvas 8"" x 10""",NK081,"Home|Billy Jacobs Gallery|Love One Another Canvas 8"" x 10""",,Availability: In Stock,,,,,,6,$4.00 ,24,$3.50 ,,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Billy%20Jacobs/NK081-500x500.jpg,NK081-500x500.jpg,,,DNS800,NK081-500x500.jpg
"Little Church House On The Prairie Canvas 12"" x 16""",NK080,"Home|Billy Jacobs Gallery|Little Church House On The Prairie Canvas 12"" x 16""",,Availability: In Stock,,,,,,4,$8.00 ,24,$7.20 ,,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Billy%20Jacobs/NK079-500x500.jpg,NK079-500x500.jpg,,,DNS800,NK079-500x500.jpg
"Midnight Moon Canvas 8"" x 10""",NK083,"Home|Billy Jacobs Gallery|Midnight Moon Canvas 8"" x 10""",,Availability: In Stock,,,,,,6,$4.00 ,24,$3.50 ,,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Billy%20Jacobs/NK083-500x500.jpg,NK083-500x500.jpg,,,DNS800,NK083-500x500.jpg
"Love One Another Canvas 12"" x 16""",NK082,"Home|Billy Jacobs Gallery|Love One Another Canvas 12"" x 16""",,Availability: In Stock,,,,,,4,$8.00 ,24,$7.20 ,,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Billy%20Jacobs/NK081-500x500.jpg,NK081-500x500.jpg,,,DNS800,NK081-500x500.jpg
"Scatterbrains Canvas 8"" x 10""",NK089,"Home|Billy Jacobs Gallery|Scatterbrains Canvas 8"" x 10""",,Availability: In Stock,,,,,,6,$4.00 ,24,$3.50 ,,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Billy%20Jacobs/NK089-500x500.jpg,NK089-500x500.jpg,,,DNS800,NK089-500x500.jpg
"Pottersburg Bridge Canvas 12"" x 16""",NK088,"Home|Billy Jacobs Gallery|Pottersburg Bridge Canvas 12"" x 16""",,Availability: In Stock,,,,,,4,$8.00 ,24,$7.20 ,,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Billy%20Jacobs/NK087-500x500.jpg,NK087-500x500.jpg,,,DNS800,NK087-500x500.jpg
"Metal Flower Holder with Rope Handle (set of 2) 24"" x 10"" & 23"" x 7""",18A412,"Home|Seasonal|Metal Flower Holder with Rope Handle (set of 2) 24"" x 10"" & 23"" x 7""",,Availability: In Stock,,,,,,2,$22.99 ,6," $20.99
12 ",,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Everyday/Metal%20Flower%20Holder%20w%20Rope%20%2018A412-500x500.jpg,Metal%20Flower%20Holder%20w%20Rope%20%2018A412-500x500.jpg,,,DNS800,Metal%20Flower%20Holder%20w%20Rope%20%2018A412-500x500.jpg
"High Cotton Canvas 8"" X 10""",NK376,"Home|Billy Jacobs Gallery|High Cotton Canvas 8"" X 10""",,Availability: In Stock,,,,,,6,$4.00 ,24,$3.50 ,,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Billy%20Jacobs/high%20cotton%208%20x%2010-500x500.jpg,high%20cotton%208%20x%2010-500x500.jpg,,,DNS800,high%20cotton%208%20x%2010-500x500.jpg
"Porcelain White Frog 4""",61403-2W,"Home|Seasonal|Porcelain White Frog 4""",,Availability: In Stock,,,,,,6,$2.95 ,24," $2.55
48 ",,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Spring/61403-2W-500x500.JPG,61403-2W-500x500.JPG,,,DNS800,61403-2W-500x500.JPG
"Fern Pick 12""",T404295B,"Home|Everyday Decor|Fern Pick 12""",,Availability: Out Of Stock,,,,,,12,$2.35 ,48," $2.05
96 ",,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Everyday%20Floral/T404295B-500x500.JPG,T404295B-500x500.JPG,,,DNS800,T404295B-500x500.JPG
"Fern Candle Ring 4.5""",T404295W-2,"Home|Everyday Decor|Fern Candle Ring 4.5""",,Availability: In Stock,,,,,,6,$4.59 ,24," $4.09
48 ",,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Everyday%20Floral/T404295W-2-500x500.JPG,T404295W-2-500x500.JPG,,,DNS800,T404295W-2-500x500.JPG
"Little Country Church Canvas 6"" X 10""",NK335,"Home|Billy Jacobs Gallery|Little Country Church Canvas 6"" X 10""",,Availability: In Stock,,,,,,6,$4.00 ,24,$3.50 ,,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/JAC%20198-12x18%20little%20country%20church%20house%20-500x500.jpg,JAC%20198-12x18%20little%20country%20church%20house%20-500x500.jpg,,,DNS800,JAC%20198-12x18%20little%20country%20church%20house%20-500x500.jpg
"Winter Porch Canvas 8"" X 10""",NK339,"Home|Billy Jacobs Gallery|Winter Porch Canvas 8"" X 10""",,Availability: In Stock,,,,,,6,$4.00 ,24,$3.50 ,,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/winter%20porch%201-500x500.jpg,winter%20porch%201-500x500.jpg,,,DNS800,winter%20porch%201-500x500.jpg
"Green Leaf/Baby's Breath Candle Ring 4.5""",T404296W-2,"Home|Everyday Decor|Green Leaf/Baby's Breath Candle Ring 4.5""",,Availability: Out Of Stock,,,,,,6,$4.79 ,24," $4.29
48 ",,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Everyday%20Floral/T404296W-2-500x500.JPG,T404296W-2-500x500.JPG,,,DNS800,T404296W-2-500x500.JPG
"Kids Will Be Kids Canvas 8"" X 10""",NK341,"Home|Billy Jacobs Gallery|Kids Will Be Kids Canvas 8"" X 10""",,Availability: In Stock,,,,,,6,$4.00 ,24,$3.50 ,,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/nk341-500x500.jpg,nk341-500x500.jpg,,,DNS800,nk341-500x500.jpg
"Welcome Mountain Sign 19"" x 12""",5FDM1420CM,"Home|New for Spring 2020|Welcome Mountain Sign 19"" x 12""",,Availability: In Stock,,,,,,2,$11.99 ,12,$10.79 ,,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Cabin/Welcome%20to%20the%20Mtns%20Sign-500x500.jpg,Welcome%20to%20the%20Mtns%20Sign-500x500.jpg,,,DNS800,Welcome%20to%20the%20Mtns%20Sign-500x500.jpg
"Tricksy Witch Doll 22""",XD19063,"Home|Seasonal|Tricksy Witch Doll 22""",,Availability: In Stock,,,,,,2,$16.99 ,8," $14.99
16 ",,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Fall/Tricksy-500x500.jpg,Tricksy-500x500.jpg,,,DNS800,Tricksy-500x500.jpg
"Jack O'Lantern Large Witch Head 20"" x 12""",XD19064,"Home|Seasonal|Jack O'Lantern Large Witch Head 20"" x 12""",,Availability: In Stock,,,,,,2,$19.99 ,8," $17.99
16 ",,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Pumpkins/Pumpkin%20Witch%20Head-500x500.jpg,Pumpkin%20Witch%20Head-500x500.jpg,,,DNS800,Pumpkin%20Witch%20Head-500x500.jpg
"Green Pumpkin Cream Net 6.5"" x 8""",XPR13239,"Home|Seasonal|Green Pumpkin Cream Net 6.5"" x 8""",,Availability: In Stock,,,,,,6,$10.95 ,12," $9.95
24 ",,,,DNS400,DNS160,https://www.dnsdesignsandmore.com/image/cache/data/Pumpkins/Gr%20Pump%20Flat-500x500.jpg,Gr%20Pump%20Flat-500x500.jpg,,,DNS800,Gr%20Pump%20Flat-500x500.jpg
