CB - Cranberry Pumpkin - Cranberry,cb24.0,6oz/up to 30hrs,2,4.5,
CC - Creamy Vanilla - Ivory,cc108.0,24oz/up to 135hrs.,2,10,
CS - Creamy Vanilla - Ivory,cs108.0,16oz/up to 80 hrs.,2,7.50,
M - Creamy Vanilla - Ivory,m108.0,8/cs,8,1.75,
CV - Creamy Vanilla - Ivory,cv108.0,18/cs,18,0.94,
CB - Creamy Vanilla - Ivory,cb108.0,6oz/up to 30hrs,2,4.5,
CC - Crisp Cotton - White,cc109.0,24oz/up to 135hrs.,2,10,
CS - Crisp Cotton - White,cs109.0,16oz/up to 80 hrs.,2,7.50,
M - Crisp Cotton - White,m109.0,8/cs,8,1.75,
CV - Crisp Cotton - White,cv109.0,18/cs,18,0.94,
CB - Crisp Cotton - White,cb109.0,6oz/up to 30hrs,2,4.5,
CC - Crumb Coffee Cake - Dark Brown,cc92.0,24oz/up to 135hrs.,2,10,
CS - Crumb Coffee Cake - Dark Brown,cs92.0,16oz/up to 80 hrs.,2,7.50,
M - Crumb Coffee Cake - Dark Brown,m92.0,8/cs,8,1.75,
CV - Crumb Coffee Cake - Dark Brown,cv92.0,18/cs,18,0.94,
CB - Crumb Coffee Cake - Dark Brown,cb92.0,6oz/up to 30hrs,2,4.5,
CC - Day Spa - Spa Green,cc1.0,24oz/up to 135hrs.,2,10,
CS - Day Spa - Spa Green,cs1.0,16oz/up to 80 hrs.,2,7.50,
M - Day Spa - Spa Green,m1.0,8/cs,8,1.75,
CV - Day Spa - Spa Green,cv1.0,18/cs,18,0.94,
CB - Day Spa - Spa Green,cb1.0,6oz/up to 30hrs,2,4.5,
CC - Farm House Memories - Barn Red,cc43.0,24oz/up to 135hrs.,2,10,
CS - Farm House Memories - Barn Red,cs43.0,16oz/up to 80 hrs.,2,7.50,
M - Farm House Memories - Barn Red,m43.0,8/cs,8,1.75,
CV - Farm House Memories - Barn Red,cv43.0,18/cs,18,0.94,
CB - Farm House Memories - Barn Red,cb43.0,6oz/up to 30hrs,2,4.5,
CC - Fireside Chalet - Rustic Red,cc44.0,24oz/up to 135hrs.,2,10,
CS - Fireside Chalet - Rustic Red,cs44.0,16oz/up to 80 hrs.,2,7.50,
M - Fireside Chalet - Rustic Red,m44.0,8/cs,8,1.75,
CV - Fireside Chalet - Rustic Red,cv44.0,18/cs,18,0.94,
CB - Fireside Chalet - Rustic Red,cb44.0,6oz/up to 30hrs,2,4.5,
CC - Fresh Peeled Macintosh - Light Pale Yellow,cc57.0,24oz/up to 135hrs.,2,10,
CS - Fresh Peeled Macintosh - Light Pale Yellow,cs57.0,16oz/up to 80 hrs.,2,7.50,
M - Fresh Peeled Macintosh - Light Pale Yellow,m57.0,8/cs,8,1.75,
CV - Fresh Peeled Macintosh - Light Pale Yellow,cv57.0,18/cs,18,0.94,
CB - Fresh Peeled Macintosh - Light Pale Yellow,cb57.0,6oz/up to 30hrs,2,4.5,
CC - Garden Party ★ - Soft Yellow,cc116.0,24oz/up to 135hrs.,2,10,
CS - Garden Party ★ - Soft Yellow,cs116.0,16oz/up to 80 hrs.,2,7.50,
M - Garden Party ★ - Soft Yellow,m116.0,8/cs,8,1.75,
CV - Garden Party ★ - Soft Yellow,cv116.0,18/cs,18,0.94,
CB - Garden Party ★ - Soft Yellow,cb116.0,6oz/up to 30hrs,2,4.5,
CC - Gardenia Peach - White,cc67.0,24oz/up to 135hrs.,2,10,
CS - Gardenia Peach - White,cs67.0,16oz/up to 80 hrs.,2,7.50,
M - Gardenia Peach - White,m67.0,8/cs,8,1.75,
CV - Gardenia Peach - White,cv67.0,18/cs,18,0.94,
CB - Gardenia Peach - White,cb67.0,6oz/up to 30hrs,2,4.5,
CC - Gourmet Sugar Cookie - Creamy Tan,cc12.0,24oz/up to 135hrs.,2,10,
CS - Gourmet Sugar Cookie - Creamy Tan,cs12.0,16oz/up to 80 hrs.,2,7.50,
M - Gourmet Sugar Cookie - Creamy Tan,m12.0,8/cs,8,1.75,
CV - Gourmet Sugar Cookie - Creamy Tan,cv12.0,18/cs,18,0.94,
CB - Gourmet Sugar Cookie - Creamy Tan,cb12.0,6oz/up to 30hrs,2,4.5,
CC - Grandma’s Kitchen - Antique Gold,cc114.0,24oz/up to 135hrs.,2,10,
CS - Grandma’s Kitchen - Antique Gold,cs114.0,16oz/up to 80 hrs.,2,7.50,
M - Grandma’s Kitchen - Antique Gold,m114.0,8/cs,8,1.75,
CV - Grandma’s Kitchen - Antique Gold,cv114.0,18/cs,18,0.94,
CB - Grandma’s Kitchen - Antique Gold,cb114.0,6oz/up to 30hrs,2,4.5,
CC - Holiday Homecoming - Burgundy,cc62.0,24oz/up to 135hrs.,2,10,
CS - Holiday Homecoming - Burgundy,cs62.0,16oz/up to 80 hrs.,2,7.50,
M - Holiday Homecoming - Burgundy,m62.0,8/cs,8,1.75,
CV - Holiday Homecoming - Burgundy,cv62.0,18/cs,18,0.94,
CB - Holiday Homecoming - Burgundy,cb62.0,6oz/up to 30hrs,2,4.5,
CC - Homemade Gingerbread - Golden Brown,cc79.0,24oz/up to 135hrs.,2,10,
CS - Homemade Gingerbread - Golden Brown,cs79.0,16oz/up to 80 hrs.,2,7.50,
M - Homemade Gingerbread - Golden Brown,m79.0,8/cs,8,1.75,
CV - Homemade Gingerbread - Golden Brown,cv79.0,18/cs,18,0.94,
CB - Homemade Gingerbread - Golden Brown,cb79.0,6oz/up to 30hrs,2,4.5,
CC - Honey Pear Cider - Golden Brown,cc71.0,24oz/up to 135hrs.,2,10,
CS - Honey Pear Cider - Golden Brown,cs71.0,16oz/up to 80 hrs.,2,7.50,
M - Honey Pear Cider - Golden Brown,m71.0,8/cs,8,1.75,
CV - Honey Pear Cider - Golden Brown,cv71.0,18/cs,18,0.94,
CB - Honey Pear Cider - Golden Brown,cb71.0,6oz/up to 30hrs,2,4.5,
CC - Honeysuckle Vanilla - Yellow,cc88.0,24oz/up to 135hrs.,2,10,
CS - Honeysuckle Vanilla - Yellow,cs88.0,16oz/up to 80 hrs.,2,7.50,
M - Honeysuckle Vanilla - Yellow,m88.0,8/cs,8,1.75,
CV - Honeysuckle Vanilla - Yellow,cv88.0,18/cs,18,0.94,
CB - Honeysuckle Vanilla - Yellow,cb88.0,6oz/up to 30hrs,2,4.5,
CC - Humble Homestead - Antique Gold,cc26.0,24oz/up to 135hrs.,2,10,
CS - Humble Homestead - Antique Gold,cs26.0,16oz/up to 80 hrs.,2,7.50,
M - Humble Homestead - Antique Gold,m26.0,8/cs,8,1.75,
CV - Humble Homestead - Antique Gold,cv26.0,18/cs,18,0.94,
CB - Humble Homestead - Antique Gold,cb26.0,6oz/up to 30hrs,2,4.5,
CC - In the Park - Green,cc30.0,24oz/up to 135hrs.,2,10,
CS - In the Park - Green,cs30.0,16oz/up to 80 hrs.,2,7.50,
M - In the Park - Green,m30.0,8/cs,8,1.75,
CV - In the Park - Green,cv30.0,18/cs,18,0.94,
CB - In the Park - Green,cb30.0,6oz/up to 30hrs,2,4.5,
CC - Island Breeze - Blue,cc28.0,24oz/up to 135hrs.,2,10,
CS - Island Breeze - Blue,cs28.0,16oz/up to 80 hrs.,2,7.50,
M - Island Breeze - Blue,m28.0,8/cs,8,1.75,
CV - Island Breeze - Blue,cv28.0,18/cs,18,0.94,
CB - Island Breeze - Blue,cb28.0,6oz/up to 30hrs,2,4.5,
CC - Juicy Apple - Red,cc8.0,24oz/up to 135hrs.,2,10,
CS - Juicy Apple - Red,cs8.0,16oz/up to 80 hrs.,2,7.50,
M - Juicy Apple - Red,m8.0,8/cs,8,1.75,
CV - Juicy Apple - Red,cv8.0,18/cs,18,0.94,
CB - Juicy Apple - Red,cb8.0,6oz/up to 30hrs,2,4.5,
CC - Juicy Peach - Peach,cc110.0,24oz/up to 135hrs.,2,10,
CS - Juicy Peach - Peach,cs110.0,16oz/up to 80 hrs.,2,7.50,
M - Juicy Peach - Peach,m110.0,8/cs,8,1.75,
CV - Juicy Peach - Peach,cv110.0,18/cs,18,0.94,
CB - Juicy Peach - Peach,cb110.0,6oz/up to 30hrs,2,4.5,
CC - Just Relax - Soft Blue,cc52.0,24oz/up to 135hrs.,2,10,
CS - Just Relax - Soft Blue,cs52.0,16oz/up to 80 hrs.,2,7.50,
M - Just Relax - Soft Blue,m52.0,8/cs,8,1.75,
CV - Just Relax - Soft Blue,cv52.0,18/cs,18,0.94,
CB - Just Relax - Soft Blue,cb52.0,6oz/up to 30hrs,2,4.5,
CC - Lavender Vanilla - Light Lavender,cc56.0,24oz/up to 135hrs.,2,10,
CS - Lavender Vanilla - Light Lavender,cs56.0,16oz/up to 80 hrs.,2,7.50,
M - Lavender Vanilla - Light Lavender,m56.0,8/cs,8,1.75,
CV - Lavender Vanilla - Light Lavender,cv56.0,18/cs,18,0.94,
CB - Lavender Vanilla - Light Lavender,cb56.0,6oz/up to 30hrs,2,4.5,
CC - Lemon Butter Pound Cake - Bright Yellow,cc113.0,24oz/up to 135hrs.,2,10,
CS - Lemon Butter Pound Cake - Bright Yellow,cs113.0,16oz/up to 80 hrs.,2,7.50,
M - Lemon Butter Pound Cake - Bright Yellow,m113.0,8/cs,8,1.75,
CV - Lemon Butter Pound Cake - Bright Yellow,cv113.0,18/cs,18,0.94,
CB - Lemon Butter Pound Cake - Bright Yellow,cb113.0,6oz/up to 30hrs,2,4.5,
CC - Lilacs in Bloom - Light Lavender,cc80.0,24oz/up to 135hrs.,2,10,
CS - Lilacs in Bloom - Light Lavender,cs80.0,16oz/up to 80 hrs.,2,7.50,
M - Lilacs in Bloom - Light Lavender,m80.0,8/cs,8,1.75,
CV - Lilacs in Bloom - Light Lavender,cv80.0,18/cs,18,0.94,
CB - Lilacs in Bloom - Light Lavender,cb80.0,6oz/up to 30hrs,2,4.5,
CC - Luscious Fruit - Fuchsia,cc90.0,24oz/up to 135hrs.,2,10,
CS - Luscious Fruit - Fuchsia,cs90.0,16oz/up to 80 hrs.,2,7.50,
M - Luscious Fruit - Fuchsia,m90.0,8/cs,8,1.75,
CV - Luscious Fruit - Fuchsia,cv90.0,18/cs,18,0.94,
CB - Luscious Fruit - Fuchsia,cb90.0,6oz/up to 30hrs,2,4.5,
CC - Luxurious Linen - Soft White,cc2.0,24oz/up to 135hrs.,2,10,
CS - Luxurious Linen - Soft White,cs2.0,16oz/up to 80 hrs.,2,7.50,
M - Luxurious Linen - Soft White,m2.0,8/cs,8,1.75,
CV - Luxurious Linen - Soft White,cv2.0,18/cs,18,0.94,
CB - Luxurious Linen - Soft White,cb2.0,6oz/up to 30hrs,2,4.5,
CC - Mango Tango - Orange Melon,cc83.0,24oz/up to 135hrs.,2,10,
CS - Mango Tango - Orange Melon,cs83.0,16oz/up to 80 hrs.,2,7.50,
M - Mango Tango - Orange Melon,m83.0,8/cs,8,1.75,
CV - Mango Tango - Orange Melon,cv83.0,18/cs,18,0.94,
CB - Mango Tango - Orange Melon,cb83.0,6oz/up to 30hrs,2,4.5,
CC - Maple Syrup Pancakes - Brown / Red,cc58.0,24oz/up to 135hrs.,2,10,
CS - Maple Syrup Pancakes - Brown / Red,cs58.0,16oz/up to 80 hrs.,2,7.50,
M - Maple Syrup Pancakes - Brown / Red,m58.0,8/cs,8,1.75,
CV - Maple Syrup Pancakes - Brown / Red,cv58.0,18/cs,18,0.94,
CB - Maple Syrup Pancakes - Brown / Red,cb58.0,6oz/up to 30hrs,2,4.5,
CC - Memories - Creamy Butter,cc35.0,24oz/up to 135hrs.,2,10,
CS - Memories - Creamy Butter,cs35.0,16oz/up to 80 hrs.,2,7.50,
M - Memories - Creamy Butter,m35.0,8/cs,8,1.75,
CV - Memories - Creamy Butter,cv35.0,18/cs,18,0.94,
CB - Memories - Creamy Butter,cb35.0,6oz/up to 30hrs,2,4.5,
CC - Orange Cinnamon Clove - Burnt Orange,cc97.0,24oz/up to 135hrs.,2,10,
CS - Orange Cinnamon Clove - Burnt Orange,cs97.0,16oz/up to 80 hrs.,2,7.50,
M - Orange Cinnamon Clove - Burnt Orange,m97.0,8/cs,8,1.75,
CV - Orange Cinnamon Clove - Burnt Orange,cv97.0,18/cs,18,0.94,
CB - Orange Cinnamon Clove - Burnt Orange,cb97.0,6oz/up to 30hrs,2,4.5,
CC - Papa’s Pumpkin Pie - Pumpkin Brown,cc10.0,24oz/up to 135hrs.,2,10,
CS - Papa’s Pumpkin Pie - Pumpkin Brown,cs10.0,16oz/up to 80 hrs.,2,7.50,
M - Papa’s Pumpkin Pie - Pumpkin Brown,m10.0,8/cs,8,1.75,
CV - Papa’s Pumpkin Pie - Pumpkin Brown,cv10.0,18/cs,18,0.94,
CB - Papa’s Pumpkin Pie - Pumpkin Brown,cb10.0,6oz/up to 30hrs,2,4.5,
CC - Pecan Belgium Waffles - Tan,cc105.0,24oz/up to 135hrs.,2,10,
CS - Pecan Belgium Waffles - Tan,cs105.0,16oz/up to 80 hrs.,2,7.50,
M - Pecan Belgium Waffles - Tan,m105.0,8/cs,8,1.75,
CV - Pecan Belgium Waffles - Tan,cv105.0,18/cs,18,0.94,
CB - Pecan Belgium Waffles - Tan,cb105.0,6oz/up to 30hrs,2,4.5,
CC - Praline Caramel Sticky Buns - Creamy Brown,cc41.0,24oz/up to 135hrs.,2,10,
CS - Praline Caramel Sticky Buns - Creamy Brown,cs41.0,16oz/up to 80 hrs.,2,7.50,
M - Praline Caramel Sticky Buns - Creamy Brown,m41.0,8/cs,8,1.75,
CV - Praline Caramel Sticky Buns - Creamy Brown,cv41.0,18/cs,18,0.94,
CB - Praline Caramel Sticky Buns - Creamy Brown,cb41.0,6oz/up to 30hrs,2,4.5,
CC - Reflections ★ - Teal,cc123.0,24oz/up to 135hrs.,2,10,
CS - Reflections ★ - Teal,cs123.0,16oz/up to 80 hrs.,2,7.50,
M - Reflections ★ - Teal,m123.0,8/cs,8,1.75,
CV - Reflections ★ - Teal,cv123.0,18/cs,18,0.94,
CB - Reflections ★ - Teal,cb123.0,6oz/up to 30hrs,2,4.5,
CC - Rustic Woodland Fig - Sage Green,cc34.0,24oz/up to 135hrs.,2,10,
CS - Rustic Woodland Fig - Sage Green,cs34.0,16oz/up to 80 hrs.,2,7.50,
M - Rustic Woodland Fig - Sage Green,m34.0,8/cs,8,1.75,
CV - Rustic Woodland Fig - Sage Green,cv34.0,18/cs,18,0.94,
CB - Rustic Woodland Fig - Sage Green,cb34.0,6oz/up to 30hrs,2,4.5,
CC - Sage and Citrus - Light Green,cc55.0,24oz/up to 135hrs.,2,10,
CS - Sage and Citrus - Light Green,cs55.0,16oz/up to 80 hrs.,2,7.50,
M - Sage and Citrus - Light Green,m55.0,8/cs,8,1.75,
CV - Sage and Citrus - Light Green,cv55.0,18/cs,18,0.94,
CB - Sage and Citrus - Light Green,cb55.0,6oz/up to 30hrs,2,4.5,
CC - Salted Caramel - Creamy Brown,cc42.0,24oz/up to 135hrs.,2,10,
CS - Salted Caramel - Creamy Brown,cs42.0,16oz/up to 80 hrs.,2,7.50,
M - Salted Caramel - Creamy Brown,m42.0,8/cs,8,1.75,
CV - Salted Caramel - Creamy Brown,cv42.0,18/cs,18,0.94,
CB - Salted Caramel - Creamy Brown,cb42.0,6oz/up to 30hrs,2,4.5,
CC - Sand N Surf - Light Tan,cc36.0,24oz/up to 135hrs.,2,10,
CS - Sand N Surf - Light Tan,cs36.0,16oz/up to 80 hrs.,2,7.50,
M - Sand N Surf - Light Tan,m36.0,8/cs,8,1.75,
CV - Sand N Surf - Light Tan,cv36.0,18/cs,18,0.94,
CB - Sand N Surf - Light Tan,cb36.0,6oz/up to 30hrs,2,4.5,
CC - Snowy Cabin - Soft White,cc54.0,24oz/up to 135hrs.,2,10,
CS - Snowy Cabin - Soft White,cs54.0,16oz/up to 80 hrs.,2,7.50,
M - Snowy Cabin - Soft White,m54.0,8/cs,8,1.75,
CV - Snowy Cabin - Soft White,cv54.0,18/cs,18,0.94,
CB - Snowy Cabin - Soft White,cb54.0,6oz/up to 30hrs,2,4.5,
CC - Sparkling Snowberries - Red,cc33.0,24oz/up to 135hrs.,2,10,
CS - Sparkling Snowberries - Red,cs33.0,16oz/up to 80 hrs.,2,7.50,
M - Sparkling Snowberries - Red,m33.0,8/cs,8,1.75,
CV - Sparkling Snowberries - Red,cv33.0,18/cs,18,0.94,
CB - Sparkling Snowberries - Red,cb33.0,6oz/up to 30hrs,2,4.5,
CC - Spicy Cinnamon - Burnt Orange,cc102.0,24oz/up to 135hrs.,2,10,
CS - Spicy Cinnamon - Burnt Orange,cs102.0,16oz/up to 80 hrs.,2,7.50,
M - Spicy Cinnamon - Burnt Orange,m102.0,8/cs,8,1.75,
CV - Spicy Cinnamon - Burnt Orange,cv102.0,18/cs,18,0.94,
CB - Spicy Cinnamon - Burnt Orange,cb102.0,6oz/up to 30hrs,2,4.5,
CC - Very Berry Beckah Boo - Light Pink,cc82.0,24oz/up to 135hrs.,2,10,
CS - Very Berry Beckah Boo - Light Pink,cs82.0,16oz/up to 80 hrs.,2,7.50,
M - Very Berry Beckah Boo - Light Pink,m82.0,8/cs,8,1.75,
CV - Very Berry Beckah Boo - Light Pink,cv82.0,18/cs,18,0.94,
CB - Very Berry Beckah Boo - Light Pink,cb82.0,6oz/up to 30hrs,2,4.5,
CC - Warm & Gooey Cinnamon Buns - Gooey Brown,cc84.0,24oz/up to 135hrs.,2,10,
CS - Warm & Gooey Cinnamon Buns - Gooey Brown,cs84.0,16oz/up to 80 hrs.,2,7.50,
M - Warm & Gooey Cinnamon Buns - Gooey Brown,m84.0,8/cs,8,1.75,
CV - Warm & Gooey Cinnamon Buns - Gooey Brown,cv84.0,18/cs,18,0.94,
CB - Warm & Gooey Cinnamon Buns - Gooey Brown,cb84.0,6oz/up to 30hrs,2,4.5,
CC - Weekend in the Country - Tuscan Orange,cc31.0,24oz/up to 135hrs.,2,10,
CS - Weekend in the Country - Tuscan Orange,cs31.0,16oz/up to 80 hrs.,2,7.50,
