Candle Bars-5.5 oz Pack-CRUSHED VELVET,ITEM NUMBER: CBCV,Home  /   McCall's Candles  /  Shop by Season & Holiday  /  Valentine's Day  /  Crushed Velvet,"About this Fragrance ~ Wrap yourself in velvet! Rich blackberry mingles with ruby cassis and sugared apricots while soft violet petals and burgundy roses soften with velvety vanilla musk and smooth sandalwood.
  About this Product ~ Enjoy the fragrance experience without the flame! Use McCall's Candle Bars™ in our wax melters for a highly scented experience. McCall's Candle Bars™ are a solid block of 5.5 ounces of highly scented wax, perfectly portioned into 6 generous wedges and offered in all of our fragrances.
  Approximate Fragrance Throw Time ~ 12-24 hours per wedge
  Made in the USA",1,UNIT PRICE: $7.99,http://www.mccallscandles.com/images/CBCV-5.jpg
Double Wick Classic 08oz-CRUSHED VELVET,ITEM NUMBER: D8CV,Home  /   McCall's Candles  /  Shop by Season & Holiday  /  Valentine's Day  /  Crushed Velvet,"About this Fragrance ~ Wrap yourself in velvet! Rich blackberry mingles with ruby cassis and sugared apricots while soft violet petals and burgundy roses soften with velvety vanilla musk and smooth sandalwood.
  About this Product ~ Our Double Wick Classic™ beauties feature our signature rustic metal lid stamped with the McCall's Country Canning logo and decorative handles.
  Quicker pooling than a single wick candle (liquefies faster)
Has more fragrance throw than a single wick candle (smells stronger) 
Does not burn at a faster rate, just uses 2 smaller wicks for more even burning  
  Approximate Burn Time ~ 55-65 hours
  Made in the USA",1,UNIT PRICE: $14.50,http://www.mccallscandles.com/images/D8CV.jpg
Double Wick Classic 16oz-CRUSHED VELVET,ITEM NUMBER: DWCV,Home  /   McCall's Candles  /  Shop by Season & Holiday  /  Valentine's Day  /  Crushed Velvet,"About this Fragrance ~ Wrap yourself in velvet! Rich blackberry mingles with ruby cassis and sugared apricots while soft violet petals and burgundy roses soften with velvety vanilla musk and smooth sandalwood.
  About this Product ~ Our Double Wick Classic™ beauties have distinctive rich black & gold embossed label.
Quicker pooling than a single wick candle (liquefies faster) / Has more fragrance throw than a single wick candle (smells stronger) / Has the same length of burn time as our other 16oz candles (i.e., doesn’t burn at a faster rate, just uses 2 smaller wicks, for more even burning)
  Approximate Burn Time ~ 110-130 hours
  Made in the USA",1,UNIT PRICE: $18.00,http://www.mccallscandles.com/images/DWCV.jpg
Classic Jar Candle-16oz-CRUSHED VELVET,ITEM NUMBER: JCV-16,Home  /   McCall's Candles  /  Shop by Season & Holiday  /  Valentine's Day  /  Crushed Velvet,"About this Fragrance ~  Wrap yourself in velvet! Rich blackberry mingles with ruby cassis and sugared apricots while soft violet petals and burgundy roses soften with velvety vanilla musk and smooth sandalwood.
  About this Product ~ Our Classic Jar Candle™ features labels that are reproductions of hand-painted designs by artist Dee McCall. All of our Classic Jar Candles feature the signature rustic metal lid stamped with the McCall's Country Canning logo and decorative handles.
  Approximate Burn Time ~ 110-130 hours
  Made in the USA",1,UNIT PRICE: $18.00,http://www.mccallscandles.com/images/JCV-16.jpg
Classic Jar Candle-26oz-CRUSHED VELVET,ITEM NUMBER: JCV-26,Home  /   McCall's Candles  /  Shop by Season & Holiday  /  Valentine's Day  /  Crushed Velvet,"About this Fragrance ~  Wrap yourself in velvet! Rich blackberry mingles with ruby cassis and sugared apricots while soft violet petals and burgundy roses soften with velvety vanilla musk and smooth sandalwood.
  About this Product ~ Our Classic Jar Candle™ features labels that are reproductions of hand-painted designs by artist Dee McCall. All of our Classic Jar Candles feature the signature rustic metal lid stamped with the McCall's Country Canning logo and decorative handles.
  Approximate Burn Time ~ 120-160 hours
 Made in the USA",1,UNIT PRICE: $22.50,http://www.mccallscandles.com/images/JCV-26.jpg
Reed Garden-Small 04oz-CRUSHED VELVET,ITEM NUMBER: RGCV-4,Home  /   McCall's Candles  /  Shop by Season & Holiday  /  Valentine's Day  /  Crushed Velvet,"About this fragrance ~ Wrap yourself in velvet! Rich blackberry mingles with ruby cassis and sugared apricots while soft violet petals and burgundy roses soften with velvety vanilla musk and smooth sandalwood.
  About this Product ~ Our Reed Gardens™ are the perfect accent to any room, offering an abundance of vintage beauty and fragrance. Each “garden” comes individually gift-boxed in a rich black embossed box with full color product detail. The set includes an oversized amber bottle (8oz bottle), 4 ounces of fragrant oil and set of twelve reeds.
  Approximate Fragrance Throw Time ~ Reed Gardens offer months of continued fragrance. Flip your reeds often to reactivate the fragrance throw.
  Made in the USA",1,UNIT PRICE: $10.00,http://www.mccallscandles.com/images/RG-Small-BottleBox.jpg
Buttons-BOX of 36-CRUSHED VELVET,ITEM NUMBER: TCV,Home  /   McCall's Candles  /  Shop by Season & Holiday  /  Valentine's Day  /  Crushed Velvet,"About this Fragrance: Wrap yourself in velvet! Rich blackberry mingles with ruby cassis and sugared apricots while soft violet petals and burgundy roses soften with velvety vanilla musk and smooth sandalwood.
About this Product: Our Buttons are our original 0.7 ounce wax melt embossed with the McCall's Country Canning logo. Buttons release McCall's alluring fragrances simply by way of melting fragrant wax. Melt one or two Buttons in your favorite Melter.
Approximate fragrance throw time: 10-20 hours per Button
Made in the USA",1,UNIT PRICE: $39.60,http://www.mccallscandles.com/images/TCV.jpg
Candle Bars-5.5 oz Pack-FLOWER SHOPPE,ITEM NUMBER: CBFS,Home  /   McCall's Candles  /  Shop by Season & Holiday  /  Valentine's Day  /  Flower Shoppe,"About this Fragrance ~ When you remove the lid from this new classic, you'll be delighted with a fresh bouquet of flowers.
  About this Product ~ Enjoy the fragrance experience without the flame! Use McCall's Candle Bars™ in our wax melters for a highly scented experience. McCall's Candle Bars™ are a solid block of 5.5 ounces of highly scented wax, perfectly portioned into 6 generous wedges and offered in all of our fragrances.
  Approximate Fragrance Throw Time ~ 12-24 hours per wedge
  Made in the USA",1,UNIT PRICE: $7.99,http://www.mccallscandles.com/images/CBFS-5.jpg
Double Wick Classic 08oz-FLOWER SHOPPE,ITEM NUMBER: D8FS,Home  /   McCall's Candles  /  Shop by Season & Holiday  /  Valentine's Day  /  Flower Shoppe,"About this Fragrance ~ When you remove the lid from this new classic, you'll be delighted with a fresh bouquet of flowers.
  About this Product ~ Our Double Wick Classic™ beauties feature our signature rustic metal lid stamped with the McCall's Country Canning logo and decorative handles.
  Quicker pooling than a single wick candle (liquefies faster)
Has more fragrance throw than a single wick candle (smells stronger) 
Does not burn at a faster rate, just uses 2 smaller wicks for more even burning  
  Approximate Burn Time ~ 55-65 hours
  Made in the USA",1,UNIT PRICE: $14.50,http://www.mccallscandles.com/images/D8FS.jpg
Double Wick Classic 16oz-FLOWER SHOPPE,ITEM NUMBER: DWFS,Home  /   McCall's Candles  /  Shop by Season & Holiday  /  Valentine's Day  /  Flower Shoppe,"About this Fragrance ~ When you remove the lid from this new classic, you'll be delighted with a fresh bouquet of flowers.
  About this Product ~ Our Double Wick Classic™ beauties have distinctive rich black & gold embossed label.
Quicker pooling than a single wick candle (liquefies faster) / Has more fragrance throw than a single wick candle (smells stronger) / Has the same length of burn time as our other 16oz candles (i.e., doesn’t burn at a faster rate, just uses 2 smaller wicks, for more even burning)
  Approximate Burn Time ~ 110-130 hours
  Made in the USA",1,UNIT PRICE: $18.00,http://www.mccallscandles.com/images/DWFS.jpg
Triple Wick 12oz-FLOWER SHOPPE,ITEM NUMBER: T12FS,Home  /   McCall's Candles  /  Shop by Season & Holiday  /  Valentine's Day  /  Flower Shoppe,"About this Fragrance ~ When you remove the lid from this new classic, you'll be delighted with a fresh bouquet of flowers.
  About this Product ~ 12 ounces of fragrant wax burns beautifully with three wicks in this creation. Adorned with our classic black and gold embossed wrap label and a clear plastic cap embossed with ‘McCall’s’ to fit snuggly on top. Quicker pooling than a single wick candle (liquefies faster) / Has more fragrance throw than a single wick candle (smells stronger) / Burns at the same speed as comparable-sized candles (i.e., doesn’t burn at a faster rate, just uses 3 smaller wicks, for more even burning)
  Approximate Burn Time ~ 80-100 hours
 Made in the USA",1,"UNIT PRICE: $9.99
$7.99 ",http://www.mccallscandles.com/images/TWFS.jpg
Classic Jar Candle-16oz-FLOWER SHOPPE,ITEM NUMBER: JFS-16,Home  /   McCall's Candles  /  Shop by Season & Holiday  /  Valentine's Day  /  Flower Shoppe,"About this Fragrance ~  When you remove the lid from this new classic, you'll be delighted with a fresh bouquet of flowers.
  About this Product ~ Our Classic Jar Candle™ features labels that are reproductions of hand-painted designs by artist Dee McCall. All of our Classic Jar Candles feature the signature rustic metal lid stamped with the McCall's Country Canning logo and decorative handles.
  Approximate Burn Time ~ 110-130 hours
  Made in the USA",1,UNIT PRICE: $18.00,http://www.mccallscandles.com/images/JFS-16.jpg
Classic Jar Candle-26oz-FLOWER SHOPPE,ITEM NUMBER: JFS-26,Home  /   McCall's Candles  /  Shop by Season & Holiday  /  Valentine's Day  /  Flower Shoppe,"About this Fragrance ~  When you remove the lid from this new classic, you'll be delighted with a fresh bouquet of flowers.
  About this Product ~ Our Classic Jar Candle™ features labels that are reproductions of hand-painted designs by artist Dee McCall. All of our Classic Jar Candles feature the signature rustic metal lid stamped with the McCall's Country Canning logo and decorative handles.
  Approximate Burn Time ~ 120-160 hours
 Made in the USA",1,UNIT PRICE: $22.50,http://www.mccallscandles.com/images/JFS-26.jpg
Reed Garden-Small 04oz-FLOWER SHOPPE,ITEM NUMBER: RGFS-4,Home  /   McCall's Candles  /  Shop by Season & Holiday  /  Valentine's Day  /  Flower Shoppe,"About this fragrance ~ When you remove the lid from this new classic, you'll be delighted with a fresh bouquet of flowers.
  About this Product ~ Our Reed Gardens™ are the perfect accent to any room, offering an abundance of vintage beauty and fragrance. Each “garden” comes individually gift-boxed in a rich black embossed box with full color product detail. The set includes an oversized amber bottle (8oz bottle), 4 ounces of fragrant oil and set of twelve reeds.
  Approximate Fragrance Throw Time ~ Reed Gardens offer months of continued fragrance. Flip your reeds often to reactivate the fragrance throw.
  Made in the USA",1,UNIT PRICE: $10.00,http://www.mccallscandles.com/images/RG-Small-BottleBox.jpg
Buttons-BOX of 36-FLOWER SHOPPE,ITEM NUMBER: TFS,Home  /   McCall's Candles  /  Shop by Season & Holiday  /  Valentine's Day  /  Flower Shoppe,"About this Fragrance: When you remove the lid from this new classic, you'll be delighted with a fresh bouquet of flowers.
About this Product: Our Buttons are our original 0.7 ounce wax melt embossed with the McCall's Country Canning logo. Buttons release McCall's alluring fragrances simply by way of melting fragrant wax. Melt one or two Buttons in your favorite Melter.
Approximate fragrance throw time: 10-20 hours per Button
Made in the USA",1,UNIT PRICE: $39.60,http://www.mccallscandles.com/images/TFS.jpg
Candle Bars-5.5 oz Pack-FRESH STRAWBERRIES,ITEM NUMBER: CBFR,Home  /   McCall's Candles  /  Shop by Season & Holiday  /  Valentine's Day  /  Fresh Strawberries,"About this Fragrance ~ Luscious strawberries just picked and delivered to the McCall's farm stand. Light, yet delightfully fresh and fragrant.
  About this Product ~ Enjoy the fragrance experience without the flame! Use McCall's Candle Bars™ in our wax melters for a highly scented experience. McCall's Candle Bars™ are a solid block of 5.5 ounces of highly scented wax, perfectly portioned into 6 generous wedges and offered in all of our fragrances.
  Approximate Fragrance Throw Time ~ 12-24 hours per wedge
  Made in the USA",1,"UNIT PRICE: $7.99
$4.00 ",http://www.mccallscandles.com/images/CBFR-5.jpg
Indulgence 18oz-FRESH STRAWBERRIES,ITEM NUMBER: INFR,Home  /   McCall's Candles  /  Shop by Season & Holiday  /  Valentine's Day  /  Fresh Strawberries,"About this Fragrance ~ Luscious strawberries just picked and delivered to the McCall's farm stand. Light, yet delightfully fresh and fragrant.
  About this Product ~ An elegant new addition to our line of fragrance products, Indulgence™  is a double-wick, 18oz  candle that offers the classic trademarked packaging of McCall’s Candles’ embossed metal lid, strap and handle in a decorative, non-labeled grooved jar.
Quicker pooling than a single wick candle (liquefies faster) / Has more fragrance throw than a single wick candle (smells stronger) / Has the same length of burn time as our other 16oz candles (i.e., doesn’t burn at a faster rate, just uses 2 smaller wicks, for more even burning)
  Approximate Burn Time ~ 110-130 hours
  Made in the USA",1,UNIT PRICE: $19.00,http://www.mccallscandles.com/images/INFR.gif
Double Wick Classic 08oz-FRESH STRAWBERRIES,ITEM NUMBER: D8FR,Home  /   McCall's Candles  /  Shop by Season & Holiday  /  Valentine's Day  /  Fresh Strawberries,"About this Fragrance ~ Luscious strawberries just picked and delivered to the McCall's farm stand. Light, yet delightfully fresh and fragrant.
  About this Product ~ Our Double Wick Classic™ beauties feature our signature rustic metal lid stamped with the McCall's Country Canning logo and decorative handles.
  Quicker pooling than a single wick candle (liquefies faster)
Has more fragrance throw than a single wick candle (smells stronger) 
Does not burn at a faster rate, just uses 2 smaller wicks for more even burning  
  Approximate Burn Time ~ 55-65 hours
  Made in the USA",1,UNIT PRICE: $14.50,http://www.mccallscandles.com/images/D8FR.jpg
Double Wick Classic 16oz-FRESH STRAWBERRIES,ITEM NUMBER: DWFR,Home  /   McCall's Candles  /  Shop by Season & Holiday  /  Valentine's Day  /  Fresh Strawberries,"About this Fragrance ~ Luscious strawberries just picked and delivered to the McCall's farm stand. Light, yet delightfully fresh and fragrant.
  About this Product ~ Our Double Wick Classic™ beauties have distinctive rich black & gold embossed label.
Quicker pooling than a single wick candle (liquefies faster) / Has more fragrance throw than a single wick candle (smells stronger) / Has the same length of burn time as our other 16oz candles (i.e., doesn’t burn at a faster rate, just uses 2 smaller wicks, for more even burning)
  Approximate Burn Time ~ 110-130 hours
  Made in the USA",1,UNIT PRICE: $18.00,http://www.mccallscandles.com/images/DWFR.jpg
Triple Wick 12oz-FRESH STRAWBERRIES,ITEM NUMBER: T12FR,Home  /   McCall's Candles  /  Shop by Season & Holiday  /  Valentine's Day  /  Fresh Strawberries,"About this Fragrance ~ Luscious strawberries just picked and delivered to the McCall's farm stand. Light, yet delightfully fresh and fragrant.
  About this Product ~ 12 ounces of fragrant wax burns beautifully with three wicks in this creation. Adorned with our classic black and gold embossed wrap label and a clear plastic cap embossed with ‘McCall’s’ to fit snuggly on top. Quicker pooling than a single wick candle (liquefies faster) / Has more fragrance throw than a single wick candle (smells stronger) / Burns at the same speed as comparable-sized candles (i.e., doesn’t burn at a faster rate, just uses 3 smaller wicks, for more even burning)
  Approximate Burn Time ~ 80-100 hours
 Made in the USA",1,"UNIT PRICE: $9.99
$7.99 ",http://www.mccallscandles.com/images/TWFR.jpg
Classic Jar Candle-16oz-FRESH STRAWBERRIES,ITEM NUMBER: JFR-16,Home  /   McCall's Candles  /  Shop by Season & Holiday  /  Valentine's Day  /  Fresh Strawberries,"About this Fragrance ~  Luscious strawberries just picked and delivered to the McCall's farm stand. Light, yet delightfully fresh and fragrant.
  About this Product ~ Our Classic Jar Candle™ features labels that are reproductions of hand-painted designs by artist Dee McCall. All of our Classic Jar Candles feature the signature rustic metal lid stamped with the McCall's Country Canning logo and decorative handles.
  Approximate Burn Time ~ 110-130 hours
  Made in the USA",1,UNIT PRICE: $18.00,http://www.mccallscandles.com/images/JFR-16.jpg
Classic Jar Candle-26oz-FRESH STRAWBERRIES,ITEM NUMBER: JFR-26,Home  /   McCall's Candles  /  Shop by Season & Holiday  /  Valentine's Day  /  Fresh Strawberries,"About this Fragrance ~  Luscious strawberries just picked and delivered to the McCall's farm stand. Light, yet delightfully fresh and fragrant.
  About this Product ~ Our Classic Jar Candle™ features labels that are reproductions of hand-painted designs by artist Dee McCall. All of our Classic Jar Candles feature the signature rustic metal lid stamped with the McCall's Country Canning logo and decorative handles.
  Approximate Burn Time ~ 120-160 hours
 Made in the USA",1,UNIT PRICE: $22.50,http://www.mccallscandles.com/images/JFR-26.jpg
Reed Garden-Small 04oz-FRESH STRAWBERRIES,ITEM NUMBER: RGFR-4,Home  /   McCall's Candles  /  Shop by Season & Holiday  /  Valentine's Day  /  Fresh Strawberries,"About this fragrance ~ Luscious strawberries just picked and delivered to the McCall's farm stand. Light, yet delightfully fresh and fragrant.
  About this Product ~ Our Reed Gardens™ are the perfect accent to any room, offering an abundance of vintage beauty and fragrance. Each “garden” comes individually gift-boxed in a rich black embossed box with full color product detail. The set includes an oversized amber bottle (8oz bottle), 4 ounces of fragrant oil and set of twelve reeds.
  Approximate Fragrance Throw Time ~ Reed Gardens offer months of continued fragrance. Flip your reeds often to reactivate the fragrance throw.
  Made in the USA",1,UNIT PRICE: $10.00,http://www.mccallscandles.com/images/RG-Small-BottleBox.jpg
Buttons-BOX of 36-FRESH STRAWBERRIES,ITEM NUMBER: TFR,Home  /   McCall's Candles  /  Shop by Season & Holiday  /  Valentine's Day  /  Fresh Strawberries,"About this Fragrance ~ Luscious strawberries just picked and delivered to the McCall's farm stand. Light, yet delightfully fresh and fragrant.
  About this Product ~ Our Buttons™ are our original 0.7 ounce wax melt embossed with the McCall's Country Canning logo. Buttons release McCall's alluring fragrances simply by way of melting fragrant wax. Melt one or two Buttons in your favorite Melter.
  Approximate fragrance throw time ~ 10-20 hours per Button
  Made in the USA",1,UNIT PRICE: $39.60,http://www.mccallscandles.com/images/TFR.jpg
McCall's Mason 16oz-FRESH STRAWBERRIES,ITEM NUMBER: MSFR,Home  /   McCall's Candles  /  Shop by Season & Holiday  /  Valentine's Day  /  Fresh Strawberries,"About this Fragrance ~ Luscious strawberries just picked and delivered to the McCall's farmstand. Light, yet delightfully fresh and fragrant.
  About this Product ~ A classic 16oz Mason jar filled with McCall’s Candles’ top fragrances. This candle is ready to be recycled & upcycled after enjoyment. The Americana lid pops out and is a coaster. As always, a clean empty McCall’s jar can be used to hold just about anything.
  Approximate Burn Time ~ 110-130 hours
  Made in the USA",1,UNIT PRICE: $19.00,http://www.mccallscandles.com/images/McCall's-Mason-Fresh-Strawberries.jpg
Candle Bars-5.5 oz Pack-MAKE A WISH,ITEM NUMBER: CBMW,Home  /   McCall's Candles  /  Shop by Season & Holiday  /  Valentine's Day  /  Make a Wish," About this Fragrance ~ Dreamy moments of sparkling lemons and creamy vanilla flourish with raspberries, strawberries and soft hints of tuberose, pink cyclamen, magnolia and patchouli.
  About this Product ~ Enjoy the fragrance experience without the flame! Use McCall's Candle Bars™ in our wax melters for a highly scented experience. McCall's Candle Bars™ are a solid block of 5.5 ounces of highly scented wax, perfectly portioned into 6 generous wedges and offered in all of our fragrances.
  Approximate Fragrance Throw Time ~ 12-24 hours per wedge
  Made in the USA",1,UNIT PRICE: $7.99,http://www.mccallscandles.com/images/CBMW-5.gif
Indulgence 18oz-MAKE A WISH,ITEM NUMBER: INMW,Home  /   McCall's Candles  /  Shop by Season & Holiday  /  Valentine's Day  /  Make a Wish,"About this Fragrance ~ Dreamy moments of sparkling lemons and creamy vanilla flourish with raspberries, strawberries and soft hints of tuberose, pink cyclamen, magnolia and patchouli.
  About this Product ~ An elegant new addition to our line of fragrance products, Indulgence™  is a double-wick, 18oz  candle that offers the classic trademarked packaging of McCall’s Candles’ embossed metal lid, strap and handle in a decorative, non-labeled grooved jar.
Quicker pooling than a single wick candle (liquefies faster) / Has more fragrance throw than a single wick candle (smells stronger) / Has the same length of burn time as our other 16oz candles (i.e., doesn’t burn at a faster rate, just uses 2 smaller wicks, for more even burning)
  Approximate Burn Time ~ 110-130 hours
  Made in the USA",1,UNIT PRICE: $19.00,http://www.mccallscandles.com/images/INMW.gif
Double Wick Classic 08oz-MAKE A WISH,ITEM NUMBER: D8MW,Home  /   McCall's Candles  /  Shop by Season & Holiday  /  Valentine's Day  /  Make a Wish,No description.,1,UNIT PRICE: $14.50,http://www.mccallscandles.com/images/D8MW.jpg
Double Wick Classic 16oz-MAKE A WISH,ITEM NUMBER: DWMW,Home  /   McCall's Candles  /  Shop by Season & Holiday  /  Valentine's Day  /  Make a Wish,"About this Product ~ Our Double Wick Classic™ beauties have distinctive rich black & gold embossed label.
Quicker pooling than a single wick candle (liquefies faster) / Has more fragrance throw than a single wick candle (smells stronger) / Has the same length of burn time as our other 16oz candles (i.e., doesn’t burn at a faster rate, just uses 2 smaller wicks, for more even burning)
  Approximate Burn Time ~ 110-130 hours
  Made in the USA",1,UNIT PRICE: $18.00,http://www.mccallscandles.com/images/DWMW.jpg
Reed Garden-Small 04oz-MAKE A WISH,ITEM NUMBER: RGMW-4,Home  /   McCall's Candles  /  Shop by Season & Holiday  /  Valentine's Day  /  Make a Wish,"About this fragrance ~ Dreamy moments of sparkling lemons and creamy vanilla flourish with raspberries, strawberries and soft hints of tuberose, pink cyclamen, magnolia and patchouli.
  About this Product ~ Our Reed Gardens™ are the perfect accent to any room, offering an abundance of vintage beauty and fragrance. Each “garden” comes individually gift-boxed in a rich black embossed box with full color product detail. The set includes an oversized amber bottle (8oz bottle), 4 ounces of fragrant oil and set of twelve reeds.
  Approximate Fragrance Throw Time ~ Reed Gardens offer months of continued fragrance. Flip your reeds often to reactivate the fragrance throw.
  Made in the USA",1,UNIT PRICE: $10.00,http://www.mccallscandles.com/images/RG-Small-BottleBox.jpg
