HS878-29B,,An elegant pillow with floral patterns filled with all natural balsam fir.,,,,,,,1,$10.00 ,,,,,1,Paine,Paine,No/noimage,noimage,,,Paine,noimage
29212,,Detail Name 1:2 ounce pump spray bottle.,,,,,,,1,$7.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/29212.jpg,29212.jpg,,,Paine,29212.jpg
37421,,Blue plaid design balsam filled draft stop. 35″ in length.,,,,,,,1,$18.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/37421-1.jpg,37421-1.jpg,,,Paine,37421-1.jpg
HS222,,Detail Name 1:Size is 6.5″x8.5″ and is filled with all natural balsam fir.,,,,,,,1,$18.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/hs222-1.jpg,hs222-1.jpg,,,Paine,hs222-1.jpg
80210,,Detail Name 1:Size is 16″x27″ and is made of 100% cotton.,,,,,,,Out of stock,$10.00 ,,,,,Out of stock,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/cardinals%20towel.jpg,cardinals%20towel.jpg,,,Paine,cardinals%20towel.jpg
20106,,"Detail Name 1:40 balsam incense sticks. 1 7/8″ in length, 1/4″ round.",,,,,,,1,$8.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/20106A.jpg,20106A.jpg,,,Paine,20106A.jpg
F2705,,Detail Name 1:Size is 7″x7″ and is filled with some balsam fir for a pleasant woodsy scent.,,,,,,,1,$13.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/F07.jpg,F07.jpg,,,Paine,F07.jpg
80120,,Detail Name 1:Size is 8’x8″ and is made of 100% cotton.,,,,,,,1,$7.50 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/80120.jpg,80120.jpg,,,Paine,80120.jpg
foreign order,,Please call 1-207-782-0931  or e-mail us at orders @paineproducts.com to place an order outside the USA. Our web site is for domestic U.S. orders due to the differential in shipping charges.,,,,,,,1,$0.00 ,,,,,1,Paine,Paine,No/noimage,noimage,,,Paine,noimage
2113,,Detail Name 1:4.5 oz. and made in the USA.,,,,,,,1,$6.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/sea%20glass.jpg,sea%20glass.jpg,,,Paine,sea%20glass.jpg
80519,,Detail Name 1:Fish design lined cotton valance. Size is 14″ x 58″.,,,,,,,1,$24.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/80519.jpg,80519.jpg,,,Paine,80519.jpg
80212,,Detail Name 1:Size is 16″x27″ and is made of 100% cotton.,,,,,,,1,$10.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/new%20hampshire%20towel.jpg,new%20hampshire%20towel.jpg,,,Paine,new%20hampshire%20towel.jpg
2109,,Detail Name 1:4.5 oz and made in the USA.,,,,,,,1,$6.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/mountain%20lake%20soap_edited-1.jpg,mountain%20lake%20soap_edited-1.jpg,,,Paine,mountain%20lake%20soap_edited-1.jpg
HS742,,Brass Lighthouse Flat Incense Burner w/ 10 Sticks of Balsam Incense. Perfect for a quick reminder of the outdoors!,,,,,,,1,$12.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/HS742.jpg,HS742.jpg,,,Paine,HS742.jpg
80112,,Detail Name 1:Size is 8″x8″ and is made of 100% cotton.,,,,,,,1,$7.50 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/80112.jpg,80112.jpg,,,Paine,80112.jpg
HS728,,Brass Loon Flat Burner w/ 10 Sticks of Balsam Incense,,,,,,,1,$12.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/HS728-1.jpg,HS728-1.jpg,,,Paine,HS728-1.jpg
HS918,,Detail Name 1:Size is 4″ x 4″ and is filled with all natural balsam fir.,,,,,,,1,$8.50 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/HS918.jpg,HS918.jpg,,,Paine,HS918.jpg
HS825,,Detail Name 1:Size is 4″x4″ and is filled with all natural balsam fir.,,,,,,,1,$6.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/HS825.jpg,HS825.jpg,,,Paine,HS825.jpg
HS626,,3″x5″ chickadee design balsam filled pillow.,,,,,,,1,$7.50 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/HS626L.jpg,HS626L.jpg,,,Paine,HS626L.jpg
F2327,,Detail Name 1:Size is 6″x6″ and is filled with all natural balsam fir.,,,,,,,1,$9.50 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/F03.jpg,F03.jpg,,,Paine,F03.jpg
F2205,,Detail Name 1:Size is 7″x7″ and is filled with all natural balsam fir.,,,,,,,1,$13.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/F02-1.jpg,F02-1.jpg,,,Paine,F02-1.jpg
29038,,Detail Name 1:2 oz. bottle of fragrance oil.,,,,,,,1,$14.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/29038.jpg,29038.jpg,,,Paine,29038.jpg
80513,,Detail Name 1:Lined embroidered cotton valance. 14″x58″.,,,,,,,Out of stock,$24.00 ,,,,,Out of stock,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/loon%20valance.jpg,loon%20valance.jpg,,,Paine,loon%20valance.jpg
HS613,,Printed on muslin cloth and filled with 100% Maine balsam fir.,,,,,,,1,$7.50 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/HS613-2.jpg,HS613-2.jpg,,,Paine,HS613-2.jpg
20041,,Detail Name 1:15 balsam logs and holder.,,,,,,,Out of stock,$7.00 ,,,,,Out of stock,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/20041.jpg,20041.jpg,,,Paine,20041.jpg
HS882-21,,Detail Name 1:35″ long and filled with all natural balsam fir.,,,,,,,1,$20.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/hs882.jpg,hs882.jpg,,,Paine,hs882.jpg
HS801,,"Here at Paine we live by this quote, and we know that it’s little gifts and reminders that help our loved ones through some of the toughest times.",,,,,,,1,$12.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/HS801.jpg,HS801.jpg,,,Paine,HS801.jpg
2105,,Detail Name 1:4.5 oz. and made in the USA.,,,,,,,1,$6.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/2105%20copy%20copy.jpg,2105%20copy%20copy.jpg,,,Paine,2105%20copy%20copy.jpg
29206,,"French Lavender Fragrance Mist– Use as an air freshener for your home and/or car. Also ideal for refreshing dried flowers, wreaths, and potpourri!",,,,,,,1,$7.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/29206.jpg,29206.jpg,,,Paine,29206.jpg
37321,,Detail Name 1:Length is 35″ and is filled with all natural balsam fir.,,,,,,,1,$18.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/37321-1.jpg,37321-1.jpg,,,Paine,37321-1.jpg
29110,,Detail Name 1:1/2 ounce bottle.,,,,,,,1,$7.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/29110.jpg,29110.jpg,,,Paine,29110.jpg
29035,,Detail Name 1:2 oz. Fragrance oil,,,,,,,1,$14.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/meadow%20oil-1.jpg,meadow%20oil-1.jpg,,,Paine,meadow%20oil-1.jpg
80523,,Detail Name 1:30″ white cotton lined tiers. 2 per package.,,,,,,,1,$27.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/white%20tier2.jpg,white%20tier2.jpg,,,Paine,white%20tier2.jpg
80110,,Detail Name 1:Size is 8″x8″ and is made of 100% cotton.,,,,,,,1,$7.50 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/80110.jpg,80110.jpg,,,Paine,80110.jpg
HS878-29G,,Detail Name 1:7″x9″ green silk pillow filled with balsam fir.,,,,,,,1,$10.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/HS878-29G.jpg,HS878-29G.jpg,,,Paine,HS878-29G.jpg
F2136,,Detail Name 1:Size is 4″ x 4″ and is filled with all natural balsam fir.,,,,,,,1,$6.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/f2136.jpg,f2136.jpg,,,Paine,f2136.jpg
HS667,,Printed on muslin cloth and filled with 100% Maine balsam fir.,,,,,,,1,$9.50 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/HS667.jpg,HS667.jpg,,,Paine,HS667.jpg
29219,,Detail Name 1:2 oz. bottle of lilac scented fragrance mist.,,,,,,,1,$7.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/29219.jpg,29219.jpg,,,Paine,29219.jpg
14003,,Detail Name 1:Size is 1 1/2″ x 10″.,,,,,,,1,$4.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/bear%20burner1_edited-1.jpg,bear%20burner1_edited-1.jpg,,,Paine,bear%20burner1_edited-1.jpg
F2905,,Detail Name 1:Size is 7″x7″ and is filled with balsam fir for an added woody scent.,,,,,,,1,$13.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/F09.jpg,F09.jpg,,,Paine,F09.jpg
30158,,6″x6″ cone design balsam filled pillow. A classic and favorite pillow that evokes memories from long ago.,,,,,,,1,$9.50 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/30158l.jpg,30158l.jpg,,,Paine,30158l.jpg
50429C,,Size:10″ x 11″,,,,,,,1,$32.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/50429c.jpg,50429c.jpg,,,Paine,50429c.jpg
HSF07,,Detail Name 1:Size is 3″x3″ and is filled with all natural balsam fir.,,,,,,,1,$7.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/hsf07.jpg,hsf07.jpg,,,Paine,hsf07.jpg
29211,,Detail Name 1:Size is: 2 ounces,,,,,,,1,$7.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/oils3-1.jpg,oils3-1.jpg,,,Paine,oils3-1.jpg
80216,,Detail Name 1:Size is 17″x27″ and is made of 100% cotton.,,,,,,,1,$10.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/80216.jpg,80216.jpg,,,Paine,80216.jpg
HS738,,"Perfect for fish and nature lovers alike, this product is sure to please!",,,,,,,1,$12.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/HS738.jpg,HS738.jpg,,,Paine,HS738.jpg
HS217,,Detail Name 1:Size is 9.5″x13″. Filled with polyester fiber and all natural balsam fir.,,,,,,,Out of stock,$32.00 ,,,,,Out of stock,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/hs217-1.jpg,hs217-1.jpg,,,Paine,hs217-1.jpg
HS668,,Whooo doesn’t love owls? This owl pillow is sure to please.,,,,,,,1,$9.50 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/hs668.jpg,hs668.jpg,,,Paine,hs668.jpg
HS327-27,,6″x6″ pinecone design pillow on muslin cloth. Filled with fragrant balsam fir.,,,,,,,1,$9.50 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/HS327-27l.jpg,HS327-27l.jpg,,,Paine,HS327-27l.jpg
HS746,,  Detail Name 1:Cowboy and horse design incense burner for balsam incense sticks. Size is 3 1/2″ high x 3 1/4″ wide x 2″ deep. Made of brass. Balsam incense sticks sold separately.,,,,,,,1,$19.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/HS746-1.jpg,HS746-1.jpg,,,Paine,HS746-1.jpg
F2305,,Detail Name 1:Size is 7″x7″ and is filled with all natural balsam fir.,,,,,,,1,$13.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/F03-1.jpg,F03-1.jpg,,,Paine,F03-1.jpg
whsl,,"Please call Paine Products, Inc. to place a wholesale order or inquire about wholesale pricing. Please call 1-800-524-0546 in the U.S.A. or call 1-207-782-0931 outside of the U.S.A. . Wholesale customers must have a resale number and must meet the minimum requirements. This is NOT for individual orders.",,,,,,,1,$0.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/wholesalecover-1.jpg,wholesalecover-1.jpg,,,Paine,wholesalecover-1.jpg
29033,,Detail Name 1:2 OZ. BOTTLE,,,,,,,1,$14.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/holiday%20memories.jpg,holiday%20memories.jpg,,,Paine,holiday%20memories.jpg
80115,,Detail Name 1:Size is 8″x8″ and is made of 100% cotton.,,,,,,,1,$7.50 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/80115.jpg,80115.jpg,,,Paine,80115.jpg
2112,,Detail Name 1:4.5 oz. and made in the USA.,,,,,,,1,$6.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/summer%20breeze.jpg,summer%20breeze.jpg,,,Paine,summer%20breeze.jpg
80100,,Detail Name 1:Size is 8″x8″ and is made of 100% cotton.,,,,,,,1,$7.50 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/maine%20ph.jpg,maine%20ph.jpg,,,Paine,maine%20ph.jpg
29118,,Detail Name 1:1/2 ounce bayberry fragrance oil.,,,,,,,1,$7.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/29118.jpg,29118.jpg,,,Paine,29118.jpg
20034,,A perfect gift package that needs no wrapping!! 24 balsam incense sticks and holder. Box measures 5″x2 3/8″x 3/4″.,,,,,,,1,$5.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/20034lg.jpg,20034lg.jpg,,,Paine,20034lg.jpg
HS213,,Detail Name 1:Size is 11’x11″. Filled with polyester fiber and all natural balsam fir.,,,,,,,1,$32.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/hs213-1.jpg,hs213-1.jpg,,,Paine,hs213-1.jpg
HS750,,Detail Name 1:Made of bronzed brass. Size is 2″x2″x3″. This holder uses balsam STICKS only. Sticks are sold separately (item # 20673).,,,,,,,Out of stock,$19.00 ,,,,,Out of stock,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/hs750.jpg,hs750.jpg,,,Paine,hs750.jpg
29107,,Detail Name 1:1/2 OZ BOTTLE,,,,,,,1,$7.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/ENGLISH%20TEA-1.jpg,ENGLISH%20TEA-1.jpg,,,Paine,ENGLISH%20TEA-1.jpg
80111,,Detail Name 1:Size is 8″x8″ and is made of 100% cotton.,,,,,,,1,$7.50 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/80111.jpg,80111.jpg,,,Paine,80111.jpg
20101,,Detail Name 1:Balsam incense sticks are 1 7/8″ long.,,,,,,,1,$4.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/20101.jpg,20101.jpg,,,Paine,20101.jpg
20051,,72PCS BALSAM INCENSE LOGS (3/8″ WIDE X 1 1/4″ LONG). REFILL BOX FOR LOG CABIN BURNERS ONLY-NO HOLDER INCLUDED.,,,,,,,1,$10.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/20051A.jpg,20051A.jpg,,,Paine,20051A.jpg
Printed on muslin cloth and filled with 100% Maine balsam fir.,,Printed on muslin cloth and filled with 100% Maine balsam fir.,,,,,,,Out of stock,$15.00 ,,,,,Out of stock,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/hs971.jpg,hs971.jpg,,,Paine,hs971.jpg
HSV4,,Detail Name 1:Size is: 14″x58″.,,,,,,,1,$20.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/Curtains-2016-cat-3.jpg,Curtains-2016-cat-3.jpg,,,Paine,Curtains-2016-cat-3.jpg
29031,,Detail Name 1:2 oz. cedar fragrance oil,,,,,,,1,$14.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/cedar%20oil-3.jpg,cedar%20oil-3.jpg,,,Paine,cedar%20oil-3.jpg
1009,,Detail Name 1:2 1/2″ round and 1 1/2″ high.,,,,,,,1,$4.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/firestarter.jpg,firestarter.jpg,,,Paine,firestarter.jpg
F1536,,Detail Name 1:Size is 4″ x 4″ and is filled with all natural balsam fir.,,,,,,,1,$6.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/f1536.jpg,f1536.jpg,,,Paine,f1536.jpg
F2427,,Detail Name 1:Size is 6″x6″ and is filled with all natural balsam fir.,,,,,,,1,$9.50 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/F04.jpg,F04.jpg,,,Paine,F04.jpg
80200,,Detail Name 1:Size is 17″x27″ and is made of 100% cotton.,,,,,,,1,$10.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/adirondack%20towel.jpg,adirondack%20towel.jpg,,,Paine,adirondack%20towel.jpg
20660,,RED CEDAR INCENSE CONES ( 1/2″ BASE X 1 1/4″ TALL)50 PCS W/ HOLDER.,,,,,,,1,$10.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/20660-1.jpg,20660-1.jpg,,,Paine,20660-1.jpg
14124,,Detail Name 1:20 pieces 10″ long,,,,,,,1,$4.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/adir%20mtn.jpg,adir%20mtn.jpg,,,Paine,adir%20mtn.jpg
29205,,"Wild Fern & Flower Fragrance Mist– Use as an air freshener for your home and/or car. Also ideal for refreshing dried flowers, wreaths, and potpourri!",,,,,,,1,$7.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/29205.jpg,29205.jpg,,,Paine,29205.jpg
HS929-22,,Printed on muslin cloth and filled with 100% Maine balsam fir.,,,,,,,1,$8.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/HS929-22.jpg,HS929-22.jpg,,,Paine,HS929-22.jpg
F2921,,Detail Name 1:Length is 35″ and is filled with all natural balsam fir.,,,,,,,1,$18.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/f2921.jpg,f2921.jpg,,,Paine,f2921.jpg
HS631,,Detail Name 1:Size is 6″x6″ and is filled with all natural balsam fir.,,,,,,,1,$9.50 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/hs631.jpg,hs631.jpg,,,Paine,hs631.jpg
80234,,Detail Name 1:Size is 17″x27″ and is made of 100% cotton.,,,,,,,1,$10.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/80234.jpg,80234.jpg,,,Paine,80234.jpg
80517,,Detail Name 1:Cotton lined valance . Size is 14″ x 58″.,,,,,,,Out of stock,$24.00 ,,,,,Out of stock,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/80517.jpg,80517.jpg,,,Paine,80517.jpg
F2321,,Detail Name 1:Length is 35″ long and is filled with all natural balsam fir.,,,,,,,1,$18.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/f2321.jpg,f2321.jpg,,,Paine,f2321.jpg
HSV12,,Detail Name 1:Size is 14″ x 58″. Embroidered on cotton and is lined.,,,,,,,1,$24.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/HSV12.jpg,HSV12.jpg,,,Paine,HSV12.jpg
20056,,50 BALSAM LOGS (3/8″ WIDE X 1 1/4″ LONG) and holder.,,,,,,,1,$9.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/20056A.jpg,20056A.jpg,,,Paine,20056A.jpg
HS653,,Chickadee with pinecones pillow,,,,,,,1,$9.50 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/hs653.jpg,hs653.jpg,,,Paine,hs653.jpg
HS877-29B,,Detail Name 1:Size is 7″x9″ and is filled with all natural balsam fir.,,,,,,,1,$10.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/hs877.jpg,hs877.jpg,,,Paine,hs877.jpg
HS615,,"Colorful and elegant, this pillow is sure to bring a sense of the Maine woods into any space!",,,,,,,1,$7.50 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/HS615.jpg,HS615.jpg,,,Paine,HS615.jpg
HSP3,,Detail Name 1:Size is 5 1/4″ x 7″ and is filled with all natural balsam fir.,,,,,,,1,$16.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/HSP3.jpg,HSP3.jpg,,,Paine,HSP3.jpg
50429G,,"Simple and elegant, our Cone Squares Tapestry Pillow brings an unadulterated, repetitive, yet natural aspect to any space. Our tapestry pillows are hand filled and stitched in Auburn, Maine, and use fresh balsam harvested from the Maine woods.",,,,,,,1,$32.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/50429G-4.jpg,50429G-4.jpg,,,Paine,50429G-4.jpg
32021,,Length:35 inches,,,,,,,1,$18.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/32021.jpg,32021.jpg,,,Paine,32021.jpg
80520,,Detail Name 1:Starfish design Cotton curtain valance. Size is 14″ x 58″. Valance is lined,,,,,,,1,$24.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/hsv10.jpg,hsv10.jpg,,,Paine,hsv10.jpg
80516,,Detail Name 1:Size is 13 1/2″ x 58″ and is made of 100% cotton. Valance is lined.,,,,,,,1,$24.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/80516.jpg,80516.jpg,,,Paine,80516.jpg
HS218,,Detail Name 1:Size is 11″x11″. Filled with polyester fiber and all natural balsam fir.,,,,,,,Out of stock,$32.00 ,,,,,Out of stock,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/hs218.jpg,hs218.jpg,,,Paine,hs218.jpg
HSW2,,Detail Name 1:Size is 4 1/2″ X 6 1/4″.,,,,,,,1,$13.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/HSW2.jpg,HSW2.jpg,,,Paine,HSW2.jpg
33036,,Detail Name 1:Size is 4″ x 4″ and is filled with all natural balsam fir.,,,,,,,1,$6.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/33036.jpg,33036.jpg,,,Paine,33036.jpg
70007,,Detail Name 1:Balsam filled pillow. Size is 8″ x 10″.,,,,,,,1,$18.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/70007.jpg,70007.jpg,,,Paine,70007.jpg
HS931-25,,Printed on muslin cloth and filled with 100% Maine balsam fir.,,,,,,,1,$15.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/hs931-25l.jpg,hs931-25l.jpg,,,Paine,hs931-25l.jpg
29101,,Ripe Blueberries oil for fragrance and crafting.,,,,,,,1,$7.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/29101.jpg,29101.jpg,,,Paine,29101.jpg
20035,,An easy gift to give as it has a tag for to and from built into the cover!:,,,,,,,1,$5.00 ,,,,,1,Paine,Paine,https://paineproducts.com/wp-content/uploads/wpsc/product_images/20035lg.jpg,20035lg.jpg,,,Paine,20035lg.jpg
