Mini Crush Handmade Sugar Scrubs,"
HomeCrush On You Sugar ScrubsMini Crush Handmade Sugar Scrubs
","
Can't decide on a single Crush On You? Love Ruby Rock Star but been dying to try the Chef's Scrub? Then you are in the right place, my friend: we've got just what you need with our Mini Crushes! Choose as many as you want for just $4.50 each.
Every standard scent we make is available in Mini Crush size, including the wonderful Chef's Scrub (which we keep getting told is a great post-gardening scrub too).
Each Mini Crush weighs 2.5 ounces and is TSA compliant.
Combined with the new small-order (under $14) flat rate shipping, you can grab three different scents for just $4 in shipping, making it the best and least expensive way to try all the Crush On You scents that you've been dying to check out.
","
							-- Please Choose an Option --					","
                        $4.50
                    ",http://cdn2.bigcommerce.com/server1400/wjolcmh/products/123/images/544/Crush_On_You_Emulsified_Sugar_Scrub__48724.1402077042.600.600.jpg?c=2
Iniquity Perfume,"
HomePerfumeIniquity Perfume
","
Deep. Dark. Sexy.
Merriam-Webster defines iniquity as “a wicked act or thing.” That about says it all, and we mean it in the best possible way. Iniquity is a darkly sensuous perfume, insinuating its way deep into your psyche and stirring those secret places that make you purr with pleasure. 
The scent is as naughtily exciting as it sounds: deep, dark chocolate set off by subtle and smoky sandalwood with a morsel of crushed almonds. It's dark, alluring and mysterious.
Iniquity hand-blended perfume: slip into some silk pajamas and invite someone special back to your den of iniquity.
",1,"
                        $9.75
                    ",http://cdn2.bigcommerce.com/server1400/wjolcmh/products/113/images/551/Iniquity_Perfume__22221.1402084103.600.600.jpg?c=2
Lair Perfume,"
HomePerfumeLair Perfume
","
Trap Someone
Great perfumes are like great art: they stand out in a world rife with the common and boring and keep people coming back, wondering just why they feel so compelled to return... Lair is like that: a complex, erotic, intriguing scent that makes passers-by look for excuses to get close, and the people close to you never want to leave.
Its smoky and spicy scent, with hints of vanilla and clove set on a smooth, almost subliminal background of crushed black tea, draws people in and puts them under your spell.
Lair hand-blended perfume: put it on and be just as sexy, dark and dangerous as you want to be.
",1,"
                        $9.75
                    ",http://cdn2.bigcommerce.com/server1400/wjolcmh/products/114/images/549/Lair_Perfume__23153.1402083935.600.600.jpg?c=2
Lounge Perfume,"
HomePerfumeLounge Perfume
","
Come Sit Beside Me
It’s time to slow down. We’re constantly connected, perpetually checking messages and expected to respond to any and all contact immediately. But humans aren’t wired for that, and we miss simply sitting in a comfortable room with someone you love. A record spinning in the background, a game of backgammon, a crackling fire, a good book. And calm, wonderful quiet.
That’s Lounge: a cozy, comforting combination of well-worn leather, amber, sandalwood and vetiver. It’s the simplicity of wood floors and candlelight, the warmth of a wood fire, the comfort of a loved one wrapping you up in their arms.
Lounge hand-blended perfume: put some on and join us in a time when pleasures were quiet, simple, and pure.
",1,"
                        $9.75
                    ",http://cdn2.bigcommerce.com/server1400/wjolcmh/products/115/images/548/Lounge_Perfume__35980.1402083912.600.600.jpg?c=2
Mazu Perfume,"
HomePerfumeMazu Perfume
","
Go East
It began in Siam, sometime in the 16th century: the story went that walking silently through a particular royal flower garden by moonlight, then kneeling by a stream and drinking a very specific beverage from a coconut shell would bring love, happiness and calm to anyone with an open heart. The drink was made by a single family that lived near the gardens, from a recipe kept secret and passed down mother to daughter for generations (the men in the family were kept in the dark). It was free for anyone that wished to make the walk.
After decades of turning a blind eye to people walking through the royal gardens at night, Rama I, who became the first monarch of the House of Chakri after deposing King Taksin (who was said to be insane) made them public in the hope that love and happiness would spread among the people. The gardens remained public even after 1932 when Siam became Thailand, a constitutional, not absolute, monarchy.
The family still makes the drink, and still hold its secrets close. However, some ingredients are known to be in the recipe, and we’ve included them in our magical Mazu hand-blended perfume.
Lemongrass, coconut milk, blackened vanilla and Indonesian lime leaves are combined with whispers of clove, jasmine and dark musk and become a complex and magical scent that will transport you to a 21st century Thai beach or a 16th century Siamese palace. A truly unique and wonderful scent.
Mazu hand-blended perfume: love, happiness and calm in a bottle. Even if we did make that story up (the king parts are true though!).
",1,"
                        $9.75
                    ",http://cdn2.bigcommerce.com/server1400/wjolcmh/products/117/images/546/Mazu_Perfume__23435.1402083860.600.600.jpg?c=2
Ruby Rock Star Perfume,"
HomePerfumeRuby Rock Star Perfume
","
Own The Room
Ruby Rock Star soap and scrub are fab. They’re vibrant, exciting, and make you feel like a pampered rock star every time you take a shower.
Now, with Ruby Rock Star hand-blended perfume, you can strut your stuff in the shower and suffer no post-bathing “darn, I’m not actually a rock star” hangovers. Just roll some on and hit the streets with the kind of confidence Madonna has when she swings into Studio 54 (or, um, wherever the cool kids go now).
The scent? Think sun-ripened grapefruit flown in fresh from the tropics on a G5, squeezed over rock candy handmade by Willy Wonka himself, in a Baccarat crystal goblet decorated with a rare baby orchid grown by monks in Thai monastery’s hot-house and brought to you just for this occasion.
Ruby Rock Star hand-blended perfume: yeah, you’re that special.
",1,"
                        $9.75
                    ",http://cdn2.bigcommerce.com/server1400/wjolcmh/products/116/images/547/RubyRockStar_Perfume__46365.1402083889.600.600.jpg?c=2
Sexy Laundry Day Perfume,"
HomePerfumeSexy Laundry Day Perfume
","
Fresh, Clean, Floral, Sexy
Now, Sexy Laundry Day hand-blended perfume, to go hand-in-hand with our best-selling Sexy Laundry Day version of Crush on You and handmade soap.
Sexy Laundry Day is a fresh, clean and unique floral scent with a hint of sexiness that makes this perfume like none other, because it’s got something that ordinary floral scents lack: the magical sense of the outdoors captured by cottons dried on a line combined with a sexy, flowery high note that will have you feeling like a ‘50s bombshell.
Sexy Laundry Day Perfume: who doesn't need fresh and sexy?
",1,"
                        $9.75
                    ",None
LIME SMASH: Lime Essential Oil Blend,"
HomeHandmade SoapSpa & Salt SoapLIME SMASH: Lime Essential Oil Blend
","
Expressed Lime Oil from the West Indies
A cold cocktail on a hot beach, fresh lime shaken with sparkling club soda. We find freshly squeezed lime juice so evocative that a new soap was called for: one that would transport any shower, anywhere, to a breezy oasis by the ocean. So we brought in a ton of lime essential oils (fragrance oils just wouldn’t work for what we wanted, and we wanted this to be in our all natural soap group). Some oils were just weak, while others smelled more like candy than lime due to the process of extracting the oil. Some just didn’t seem limey. And then, after weeks of testing, we found it:
A pure, expressed West Indian lime that you’d swear is fresh squeezed right into the bottle. In fact, it’s so lime-powered that it tints the soap green. That’s right, we don’t use any colorants in Lime Smash soap at all, we just let the essential lime oil do its work and give Lime Smash a real-lime kick.
A wonderful wake-up soap, Lime Smash is also great in a before-heading-out-on-the-town shower, reviving and exciting you for the evening to come (though we cannot be responsible for any uncontrollable margarita cravings it causes.)
Lime Smash handmade soap: a happy place where warm winds blow and work is a distant memory.
",1,"
                        $6.00
                    ",http://cdn2.bigcommerce.com/server1400/wjolcmh/products/93/images/575/LimeSmash__60684.1432004881.600.600.jpg?c=2
PALM BEACH ILLUSTRATED: Tropical Blend Handmade Soap,"
HomeHandmade SoapPALM BEACH ILLUSTRATED: Tropical Blend Handmade Soap
","
A Beach Scene in Soap
When Absolute Soap was asked to design a special handmade soap to commemorate the 60th anniversary of Palm Beach Illustrated magazine, previous owners Brad and Joanna definitely succeeded in creating a soap that would represent the area, both in look and fragrance.
The design evokes warm ocean water gently washing onto a shell-covered beach. The lower portion is made with finely ground oatmeal which adds both visual and tactile texture to the soap, providing light exfoliation. The blue-green color, combined with the miniature chunks of white soap, create an abstract replica of the wonderful waters in Palm Beach County. Every bar is topped off with glitter: a fancy bit of bling after a relaxing day at the beach.
A magical blend of ripened cantaloupe, fragrant blooming lily and honeyed sugarcane juice give the scent just the right amount of tropical magic. It’s a perfectly balanced fragrance that’s fresh, clean and wildy popular, continuously selling out both online and in retail locations. We are extremely pleased to count it among our Absolute Pop Soaps.
Palm Beach Illustrated handmade soap: you may not be a Kennedy, but you can bathe like one.
Sample-sized 1/3 Bars available! Grab them here.
NOTE: Colors may vary slightly from batch to batch.
",1,"
                        $6.00
                    ",http://cdn2.bigcommerce.com/server1400/wjolcmh/products/97/images/562/PBI__62163.1432003372.600.600.jpg?c=2
PUMPKIN SPICE: Limited Edition Handmade Soap,"
HomePUMPKIN SPICE: Limited Edition Handmade Soap
","
Pumpkin Spice Soap for Fall!
Over the river and through the woods, to Grandmother's house we go...to enjoy a slice (or two) of fresh pumpkin pie!  A sprinkle of cinnamon tops off this fresh-baked bar of soap! 
Real pumpkin is one of the ""secret"" ingredients in this seasonal favorite!
This limited edition fragrance is only here for a while; once we run out it's gone until next year, so grab it now while you can!
",1,"
                        $6.00
                    ",http://cdn2.bigcommerce.com/server1400/wjolcmh/products/144/images/617/PumpkinSpice2__42672.1444097100.600.600.jpg?c=2
RUBY ROCK STAR: Grapefruit Scented Handmade Soap,"
HomeRUBY ROCK STAR: Grapefruit Scented Handmade Soap
","
Rock On with Fresh Grapefruit
Everyone who’s ever picked up an air-guitar, air-microphone or air-drumstick (o.k., everyone who’s ever mimed picking one up) has dreamed of being a rock star, even if the dream only lasted as long as a record was on. Don’t get crazy, now: we can’t deliver you to rock stardom. We can, however, deliver you to a handmade soap experience that will make you feel as pampered and special as the most idolized musician.
Ruby red grapefruit fragrance bursts from this soap like fire from Gene Simmons’ mouth, filling your shower (or bath) with an invigorating and exciting scent that will wake you up better than anything you’d find hidden backstage. The blend of fresh oils and generous helpings of organic cocoa butter and unrefined shea butter will clean and soften your skin better than a sponge bath from a starry-eyed fan.
It’s Michael Jackson’s glove, Madonna’s metal bra, Mick Jagger’s lips and David Bowie’s Ziggy Stardust outfits combined into one vibrant, bright pink handmade soap. It’s glam, it’s punk, it’s new wave, it’s jazz, it’s rock and roll, baby. It’s Ruby Rock Star, an Absolute Pop Soap.
Ruby Rock Star handmade soap: Make your next song in the shower feel like you’re singing it onstage. But not naked. Unless that’s what you’re into.
Sample-sized 1/3 Bars available! Grab them here.
",1,"
                        $6.00
                    ",http://cdn2.bigcommerce.com/server1400/wjolcmh/products/99/images/566/RRS3__61697.1432003890.600.600.jpg?c=2
SEXY LAUNDRY DAY: Fresh Floral Handmade Soap,"
HomeHandmade SoapSEXY LAUNDRY DAY: Fresh Floral Handmade Soap
","
Fresh, Clean, Floral, Sexy
Imagine lines of crisp, clean cotton linens hanging over abundant plantings of fragrant flowers, waving gently as they’re teased by mild southern breezes that arrive having journeyed through lush groves and gardens, secret meeting places of young lovers. Wait… was that a bit over-the-top? Maybe we did go a bit overboard with the theatrics, but give us a break: we’re trying to make a point here:
That Sexy Laundry Day is a fresh, clean and unique floral scent with a hint of sexiness that makes this handmade soap like none other. And sure, we could have said it that way, but then where would the drahhhma be, dah-ling?
And Sexy Laundry Day soap deserves a bit of drama, because it’s got something that ordinary floral scents lack: the magical sense of the outdoors captured by cottons dried on a line combined with a sexy, flowery high note that will have you feeling like a ‘50s bombshell.
It’s a unique blend of fragrances that explains why this soap (as well as the Sexy Laundry Day version of Crush On You), have been perennial best-sellers around here; a scent that we won’t be dropping any time soon (because we’re not too keen on the idea of getting chased by the villagers).
Sample-sized 1/3 Bars available! Grab them here.
",1,"
                        $6.00
                    ",http://cdn2.bigcommerce.com/server1400/wjolcmh/products/98/images/569/SLD__66985.1432004053.600.600.jpg?c=2
U.S. MINT: Handmade Spearmint Blend Soap,"
HomeHandmade SoapSpa & Salt SoapU.S. MINT: Handmade Spearmint Blend Soap
","
Spearmint & Lemongrass with Activated Coconut Charcoal
This is no ordinary mint soap because, among other things, there’s no peppermint to be found anywhere in the ingredients. Don’t get us wrong: it’s not that we don’t like peppermint. It’s just that it can get a bit… scary on some body parts.
So we’ve gone in a different direction with U.S. Mint and created an all natural mint soap that’s not too harsh, not too mellow and not too I'm-standing-on-a-mountain-in-winter. U.S. Mint is unique, fresh and smooth.
Spearmint, lemongrass and eucalyptus essential oils combine to makes U.S. Mint a wonderful surprise, like walking through a Thai mint garden covered in soap suds. It’s a great wake-up scent that incredibly works as a nighttime wind-down soap as well.
Ingredients like matcha green tea and activated coconut charcoal make U.S. Mint even more unique: coconut charcoal is said to draw toxins and impurities out of the skin, helping to relieve acne and other skin problems, while green teas contain high amounts of antioxidants and can rejuvenate dead skin cells. Matcha green tea specifically has a high concentration of vitamin C, which is important to the maintenance of good skin tone.
Bonus: The French green clay we use as a colorant is revered for its ability to help remove dead skin cells, absorb impurities and fats, and tone and strengthen connective tissues. Talk about a fresh-maker...
U.S. Mint handmade soap: not your grandparents’ box-o-mints.
Sample-sized 1/3 Bars available! Grab them here.
",1,"
                        $6.00
                    ",http://cdn2.bigcommerce.com/server1400/wjolcmh/products/96/images/581/US_Mint2__28921.1437700455.600.600.jpg?c=2
DÉJÀ VU: Smoky Clove Handmade Soap,"
HomeHandmade SoapDÉJÀ VU: Smoky Clove Handmade Soap
","
Smoky Clovey Woodsy
Slide into your suede fringe jacket and bell-bottom jeans. Turn up the 8-track and light a clove. Déjà Vu handmade soap will transport you back to an era of brown cars and orange shirts, single-screen movie theaters and answering machines, No Nukes concerts and Frisbees. A simpler, cell phone and Facebook-free time filled with free love, great music and seed-cleanin' gatefold albums.
Déjà Vu soap has notes of wood, spice, sweet clove and smoke, then finishes with a hit of swirled chocolate (it's unsweetened cocoa that makes those groovy swirls, man). What more can you ask for? It’s comforting as a down vest, cool as an afro, fun as a high school ski trip, evocative as a CK jeans ad, psychedelic as Laserium, and mellow as Wish You Were Here. Yeah, all at once.
Déjà Vu’s heady blend of essential oils (including cedarwood, fir needle, clove and orange) are a perfect and complex powerhouse that will trip fond-memory flashbacks or set the mood for new ones. It’s a spicy-sweet, smoky-clove handmade soap that’s as unique and fascinating as that magical person from lit class that you couldn’t stop thinking of, but never said a word to.
Déjà Vu handmade soap: wash up, get down, then pass it on.
",Full Bar,"
                        $6.00
                    ",http://cdn2.bigcommerce.com/server1400/wjolcmh/products/92/images/611/DejaVu1a.fw__29221.1441672124.600.600.png?c=2
DETOX: Handmade Soap with Activated Coconut Charcoal,"
HomeHandmade SoapSpa & Salt SoapDETOX: Handmade Soap with Activated Coconut Charcoal
","
Face the Black Beauty
Activated coconut charcoal and kaolin clay are known to help draw toxins from the skin, helping to clean and restore health.
Adzuki bean powder and bamboo extract are gentle, all-natural cleansers that are found in many Japanese skincare regimens and they give DETOX, a wonderful light scrubbiness.
Eucalyptus, tea tree, anise and clove essential oils do far more than just provide a great scent: clove has antioxidant, anti-fungal and anti-inflammatory properties, while the other three are naturally antiseptic. Suitable for all skin types, DETOX is a wonderful and unique soap.
Help us help you help your skin. Because we’re helpers.
Sample-sized 1/3 Bars available! Grab them here.
",1,"
                        $6.00
                    ",http://cdn2.bigcommerce.com/server1400/wjolcmh/products/110/images/572/Detox2__62743.1432004402.600.600.jpg?c=2
One-Third Bar Handmade Soap Samples,"
HomeHandmade SoapOne-Third Bar Handmade Soap Samples
","
Big Soap Fun, Little Soap Package
Not sure what soap you want? Interested in a grab bag? You've come to the right place: choose as many samples as you want for just $2.25 each. Just select ""Individual Scents"" from the boxes below, then choose the soap you want from the pull-down menu.
Our sample pack is an even better deal: we'll give you 5 samples for just $10 - you even get to pick one. Choose ""5 Bar Pack"" from the boxes and select the one scent you've just GOTTA have in your set; we'll be sure to include it. The other four are our choice, but they'll all be different, and all be from our regularly available handmade soaps.
Each naked sample is about 1/3 of a bar of our regular handmade soap. Because we hand cut each one, weight varies slightly: they'll all be over 1 ounce (likely around 1 1/3 ounce each) and gently wrapped in tissue paper with the name of the soap marked on each.
You can find the ingredients for each soap by going to its individual handmade soap page on our site.
Combined with our new small-order (under $14) flat rate shipping, this is the best, least expensive way to treat yourself and treat your skin to a little something special.
",Surprise Me!,"
                        $2.25
                    ",http://cdn2.bigcommerce.com/server1400/wjolcmh/products/120/images/527/Handmade_Soap_Samples__36372.1400882789.600.600.jpg?c=2
