#450 39-B Chub snowman,39-B,,This guy is made from aged flannel and he has a black flannel scarf and mittens.  Top hat from black felt.  Glitter gives him that beautiful Christmas look.  stands,,,,,,,1,$28.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=P1010567.jpg,P1010567.jpg,,,PrimitiveCrow800,P1010567.jpg
#702 39-DD Snowman cranberry coat,39-DD,,This snowman is made from aged flannel.  He is wearing a cranberry coat and handmade cranberry top hat.  He is hold snow twigs,,,,,,,1,$28.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=59458308272__AFFC7D87-011D-4F2C-8E27-5713FBD02F55.jpg,59458308272__AFFC7D87-011D-4F2C-8E27-5713FBD02F55.jpg,,,PrimitiveCrow800,59458308272__AFFC7D87-011D-4F2C-8E27-5713FBD02F55.jpg
#454 A-02 Garden Angel,A-02,,This garden angel is weighed to stand and she is made from aged muslin.  Muslin wings and pocket filled with sweet annie. ,,,,,,,1,$26.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=P1010598.jpg,P1010598.jpg,,,PrimitiveCrow800,P1010598.jpg
#769 A-04 Prim Angel with heart,A-04,,"Our very prim angel is made from muslin.  She has a red ticking apron with an overlay of cheesecloth.  Also holds a very grungy prim star.  Hangs 22""",,,,,,,1,$42.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=IMG_1543.jpg,IMG_1543.jpg,,,PrimitiveCrow800,IMG_1543.jpg
#498 A-14 Muslin Angel,A-14,,"This angel is made from aged muslin.  Wings, and stick arms.  weighed to stand 12'",,,,,,,1,$24.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=P1010308.jpg,P1010308.jpg,,,PrimitiveCrow800,P1010308.jpg
#588 A-19 Muslin Angel with heart,A-19,,"This prim angel with wings is made from muslin.  Grunged for a wonderful prim look.  A red heart hangs from her neck.  Weighed to stand 14""",,,,,,,1,$28.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=FullSizeRender-37.jpg,FullSizeRender-37.jpg,,,PrimitiveCrow800,FullSizeRender-37.jpg
#118 A-41 Angel,A-41,,"Our garden angel is painted and then coffee stained. Attached filled pocket with sweet annie and cinnamon stick, small garden pot on wings. 13"" height, stands",,,,,,,1,$24.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=Picturesamples_319.jpg,Picturesamples_319.jpg,,,PrimitiveCrow800,Picturesamples_319.jpg
#182 A-42 Angel w/ cinnamon star,A-42,,"Our red flannel dress angel is just wonderful to hang on a door or on a cabinet. She is holding a grungy cinnamon star with just a touch of glitter for a perfect wintery look. 20"" hangs",,,,,,,1,$46.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=samples_2008_078.jpg,samples_2008_078.jpg,,,PrimitiveCrow800,samples_2008_078.jpg
#138 A-43 Angel,A-43,,"New is our angel with wings. She is 13"" tall when sitting. A great addition for any room.",,,,,,,1,$34.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=samples_2008_009.jpg,samples_2008_009.jpg,,,PrimitiveCrow800,samples_2008_009.jpg
#139 A-44 Angel,A-44,,"This is Mary. She is new to our line, very simple in her osnaburg dress. Her  wings are grunged in cinnamon and a grungy cross sits in her front pocket hangs 24""-25"".",,,,,,,1,$44.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=samples_2008_008.jpg,samples_2008_008.jpg,,,PrimitiveCrow800,samples_2008_008.jpg
#438 A-45 Snow Angel,A-45,,Hanging snow angel is wearing an aged red flannel dress.  She is holding 3 snow babies.  Her wings are grunged cinnamon.,,,,,,,1,$42.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=P10105141.jpg,P10105141.jpg,,,PrimitiveCrow800,P10105141.jpg
#169 A-47 Muslin Angel,A-47,,"Love this little sitting angel. She is made from muslin fabric then grunged. In her pocket she hold a cinnamon star. Stick hands and legs. sits 10"".",,,,,,,1,$24.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=samples_2008_057.jpg,samples_2008_057.jpg,,,PrimitiveCrow800,samples_2008_057.jpg
#279 A-50 Angel,A-50,,"This little angel is so sweet. Her dress and wings are made from aged osnaburg, and she is holding a grapevine wreath. Stands",,,,,,,1,$34.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=samples2009_009.jpg,samples2009_009.jpg,,,PrimitiveCrow800,samples2009_009.jpg
#79 Angel A-06,A-06,,"This is our red standing hearth angel with quilt wings and a grungy star. Will measure 20"" tall",,,,,,,1,$56.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=samples_2007_090.jpg,samples_2007_090.jpg,,,PrimitiveCrow800,samples_2007_090.jpg
#70 Angel A-09,A-09,,"This is an angel ornie with quilt wings.
#68 Cinnamon Gingerbread Boy M-203,M-203,,This gingerbread boy is so wonderfully baked with cinnamon. Hangs,,,,,,,1,$12.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=samples_2007_022.jpg,samples_2007_022.jpg,,,PrimitiveCrow800,samples_2007_022.jpg
#62 Cinnamon Pig R-35,R-35,,"This is our grungy cinnamon pig, also has a hook so he will hang nice on a cabinet knob
approx. 12x6""",,,,,,,1,$18.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=samples_2007_076.jpg,samples_2007_076.jpg,,,PrimitiveCrow800,samples_2007_076.jpg
#17 Cinnamon Star S-284,S-284,,"This cinnamon star is awesome, used as an everday item or as a christmas tree topper.",,,,,,,1,$14.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=samples_2007_021.jpg,samples_2007_021.jpg,,,PrimitiveCrow800,samples_2007_021.jpg
#28 Cinnamon Stars S-320,S-320,,Four grungy cinnamon stars to a set. These look great just sitting in a bowl. approx. 5'',,,,,,,1,$14.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=samples_2007_048.jpg,samples_2007_048.jpg,,,PrimitiveCrow800,samples_2007_048.jpg
#531 CK-24 Sm painted yellow,CK-24,,"This is our small painted yellow chick , grunged in cimmamon.  About 4"" tall stands",,,,,,,1,$6.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=IMG_1091.jpg,IMG_1091.jpg,,,PrimitiveCrow800,IMG_1091.jpg
#532 CK-25 Lg painted yellow chick,CK-25,,"This is our large painted yellow chick then grunged with cinnamon.  weighed to stand 7""  ",,,,,,,1,$8.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=IMG_1090.jpg,IMG_1090.jpg,,,PrimitiveCrow800,IMG_1090.jpg
#427 D-114 Lil mammy doll,D-114,,"New is our sitting black lil mammy doll.  She is wearing an aged cranberry homspun check dress.  Holding a watermenon slice and a black crow sits on her shoulder. Sitting 11 "" tall",,,,,,,1,$36.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=P1010479.jpg,P1010479.jpg,,,PrimitiveCrow800,P1010479.jpg
#428 D-115 Lil doll,D-115,,"Great doll for the summertime.  This doll is a sitter and she is 11"" tall.  She is wearing an aged cranberry homespun dress.  She is holding a slice of watermelon and a black crow sits on her shoulder.",,,,,,,1,$36.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=P1010480.jpg,P1010480.jpg,,,PrimitiveCrow800,P1010480.jpg
"#463 D-117 ""May"" Doll",D-117,,"This lil girl is a sitter she is wearing an aged flannel dress and olive coat.  She has a flower in her pocket.
 
Weighed to sit.  about 12""",,,,,,,1,$36.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=P1020037.jpg,P1020037.jpg,,,PrimitiveCrow800,P1020037.jpg
#499 D-144 Doll with baby,D-144,,"Hanging doll is made from aged muslin.  She is wearing a gathered shirt and bloomers, holding a little baby doll.  ",,,,,,,1,$38.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=P8170237.jpg,P8170237.jpg,,,PrimitiveCrow800,P8170237.jpg
#127 D-155 Doll,D-155,,"Sitting doll in grungy olive dress holding
her black crow. 13"" tall sitting",,,,,,,1,$32.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=Picturesamples_325.jpg,Picturesamples_325.jpg,,,PrimitiveCrow800,Picturesamples_325.jpg
#128 D-156 Doll,D-156,,New to our line is this Spring time doll in her grungy yellow dress. She is holding a pot and a painted flower. sits,,,,,,,1,$36.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=Picturesamples_327.jpg,Picturesamples_327.jpg,,,PrimitiveCrow800,Picturesamples_327.jpg
#129 D-157 Doll w/ sheep,D-157,,This is another Spring time doll with her little sheep. She is wearing a grungy yellow dress with a flowered apron.,,,,,,,1,$34.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=Picturesamples.jpg,Picturesamples.jpg,,,PrimitiveCrow800,Picturesamples.jpg
#137 D-158 Doll w/ pillow,D-158,,"Very simple is this hanging doll in a yellow dress and apron. She is holding a pillow with the words ""primitive""",,,,,,,1,$30.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=samples_2008_007.jpg,samples_2008_007.jpg,,,PrimitiveCrow800,samples_2008_007.jpg
#142 D-160 Doll with sheep,D-160,,"Love this doll, her wings and dress are made from dyed osnaburg. She is holding a little sheep in her arms. Hangs 24""",,,,,,,1,$42.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=samples_2008_021.jpg,samples_2008_021.jpg,,,PrimitiveCrow800,samples_2008_021.jpg
#146 D-161 Wee Doll,D-161,,"Our wee doll is just a wee one at 9 1/2 "". She is weighed to stand. She is wearing a Tan check dress and apron.",,,,,,,1,$20.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=samples_2008_022.jpg,samples_2008_022.jpg,,,PrimitiveCrow800,samples_2008_022.jpg
#229 D-162 Sitting Maggie Doll,D-162,,"This sitting doll is wearing a gathered tan check homespun dress, and holding a muslin pillow with star and pin in her hands. 13"" tall when sitting. A great everyday addition.",,,,,,,1,$34.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=Samples_006.jpg,Samples_006.jpg,,,PrimitiveCrow800,Samples_006.jpg
#230 D-163 Doll w/ clothspin doll,D-163,,"This is Emma. She is wearing a grungy celery colored dress with muslin apron and kerchief. Emma is 10 1/2"" tall. Weighed to stand.",,,,,,,1,$24.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=Samples_007(1).jpg,Samples_007(1).jpg,,,PrimitiveCrow800,Samples_007(1).jpg
#240 D-164 Wee Prairie Doll,D-164,,"So sweet! and a must have for your home is this Muslin wee prairie doll in a grungy osnaburg apron and kerchief. Stands 7 1/2""",,,,,,,1,$18.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=samples_2009_005.jpg,samples_2009_005.jpg,,,PrimitiveCrow800,samples_2009_005.jpg
#242 D-165 Prairie Doll Molly,D-165,,"So simple in her flowered dress with bonnet and muslin apron with bloomers. She has in her arm her grungy book and her muslin duck.
Weighed to sit 16"" tall.",,,,,,,1,$42.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=samples_2009_007.jpg,samples_2009_007.jpg,,,PrimitiveCrow800,samples_2009_007.jpg
#249 D-166 Americana Doll,D-166,,"This is Lilly we sweet. She is wearing an aged red flannel gathered dress with matching ties in her hair. Lilly is holding a small flannel star and american flag. Stands 14 1/2 "".",,,,,,,1,$34.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=samples_2009_016.jpg,samples_2009_016.jpg,,,PrimitiveCrow800,samples_2009_016.jpg
#254 D-167 Sm. Prairie Doll,D-167,,"This little prairie doll is so sweet, she is 7"", and wearing a grungy tan check homespun dress and osnaburg apron with tie.",,,,,,,1,$10.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=samples2009_004.jpg,samples2009_004.jpg,,,PrimitiveCrow800,samples2009_004.jpg
#255 D-168 Muslin doll in bag,D-168,,Great for any cupboard or peg rack is this very simple osnaburg bag with muslin doll tucked in the pocket. Hangs,,,,,,,1,$18.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=samples2009_006.jpg,samples2009_006.jpg,,,PrimitiveCrow800,samples2009_006.jpg
#304 D-171 Doll w/ crow,D-171,,"This doll is 13"" sitting and she is wearing a coffee dyed tan dress with tiny hearts on it.  She has a small black crow hanging around her neck as her necklace.  Very simple,sweet  face.",,,,,,,1,$32.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=samples_2010_029.jpg,samples_2010_029.jpg,,,PrimitiveCrow800,samples_2010_029.jpg
#307 D-172 Doll with stars,D-172,,"Our hanging 24"" doll is in an aged osnaburg dress with three grungy stars down the front of her dress. ",,,,,,,1,$32.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=samples_2010_032.jpg,samples_2010_032.jpg,,,PrimitiveCrow800,samples_2010_032.jpg
#303 D-173 Doll w/ Herb bag,D-173,,"This is May she is wearing a coffee dyed tan check homespun gathered dress.  A bag around her neck filled with sweet annie and ""herbs"" written on the front.  sits 13"".",,,,,,,1,$36.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=samples_2010_028.jpg,samples_2010_028.jpg,,,PrimitiveCrow800,samples_2010_028.jpg
#306 D-174 Doll holding baby,D-174,,"This is has to be one of my favorite.  She is 24"" long and she is wearing a coffee dyed muslin dress with a tan flowered apron.  Hanging from one hand is a little muslin doll. ",,,,,,,1,$34.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=samples_2010_031.jpg,samples_2010_031.jpg,,,PrimitiveCrow800,samples_2010_031.jpg
#302 D-175 Doll w/ star,D-175,,"Ou 16"" sitting doll is wearing a homepun brown and tan check dress, and she is holding a painted mustard star.  New",,,,,,,1,$34.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=samples_2010_027.jpg,samples_2010_027.jpg,,,PrimitiveCrow800,samples_2010_027.jpg
#314 D-176 Herb Doll,D-176,,Our hanging herb doll is a welcoming sign of Spring.  She is holding a moss filled pot in one arm and a bag with sweet annie aroung her neck.  Also a grungy cheesecloth wrap .  Hangs,,,,,,,1,$34.00 ,,,,,1,PrimitiveCrow400,PrimitiveCrow160,http://www.primitivesatcrowhollow.com/store/image-window.asp?pic=samples_2010_039.jpg,samples_2010_039.jpg,,,PrimitiveCrow800,samples_2010_039.jpg
