Banana Nut Bread Oversized Votive,,,Sweet ripe bananas with hints of cinnamon and a sugary vanilla combine to give you a scent fresh out of the oven.,,,,,,,,,,,,,,WarmGlow400,WarmGlow160,https://i0.wp.com/warmglow.com/wp-content/uploads/2016/02/Banana-Nut-Bread-Oversized-Votive.jpg?fit=1000%2C1276&ssl=1,Banana-Nut-Bread-Oversized-Votive.jpg?fit=1000%2C1276&ssl=1,,,WarmGlow800,Banana-Nut-Bread-Oversized-Votive.jpg?fit=1000%2C1276&ssl=1,,,,,,,,,,,
Banana Nut Bread Scented Melt,,,Sweet ripe bananas with hints of cinnamon and a sugary vanilla combine to give you a scent fresh out of the oven.,,,,,,,,,,,,,,WarmGlow400,WarmGlow160,https://i1.wp.com/warmglow.com/wp-content/uploads/2019/07/Banana-Nut-Bread-wax-melts-1.jpg?fit=1000%2C1276&ssl=1,Banana-Nut-Bread-wax-melts-1.jpg?fit=1000%2C1276&ssl=1,,,WarmGlow800,Banana-Nut-Bread-wax-melts-1.jpg?fit=1000%2C1276&ssl=1,,,,,,,,,,,
Banana Nut Bread Warm Glow Scented Wax Chips,,,Sweet ripe bananas with hints of cinnamon and a sugary vanilla combine to give you a scent fresh out of the oven.,,,,,,,,,,,,,,WarmGlow400,WarmGlow160,https://i1.wp.com/warmglow.com/wp-content/uploads/2020/02/BananaNutBread-Chips.jpg?fit=1000%2C1276&ssl=1,BananaNutBread-Chips.jpg?fit=1000%2C1276&ssl=1,,,WarmGlow800,BananaNutBread-Chips.jpg?fit=1000%2C1276&ssl=1,,,,,,,,,,,
Banana Nut Bread-Mini Hearth,MH-BNB,Mini Hearth,,Available year-round,,,,,,1.00,2.75,,,,,1.00,,,,,,,,,,,,,,,,,,,
Belgian Pecan Waffle 3 Pack Votive Candles,,,Enjoy this spectacular candle as it fills your home with the rich aroma of fresh buttery waffles with a hint of pecan. Yum!,,,,,,,,,,,,,,WarmGlow400,WarmGlow160,https://i1.wp.com/warmglow.com/wp-content/uploads/2017/02/BelgianPecanWaffle3Pak.jpg?fit=1000%2C1276&ssl=1,BelgianPecanWaffle3Pak.jpg?fit=1000%2C1276&ssl=1,,,WarmGlow800,BelgianPecanWaffle3Pak.jpg?fit=1000%2C1276&ssl=1,,,,,,,,,,,
Belgian Pecan Waffle Oversized Votive,,,Enjoy this spectacular candle as it fills your home with the rich aroma of fresh buttery waffles with a hint of pecan. Yum!,,,,,,,,,,,,,,WarmGlow400,WarmGlow160,https://i1.wp.com/warmglow.com/wp-content/uploads/2017/02/BelgianPecanWaffle-OV.jpg?fit=1000%2C1276&ssl=1,BelgianPecanWaffle-OV.jpg?fit=1000%2C1276&ssl=1,,,WarmGlow800,BelgianPecanWaffle-OV.jpg?fit=1000%2C1276&ssl=1,,,,,,,,,,,
Belgian Pecan Waffle Scented Melt,,,Enjoy this spectacular candle as it fills your home with the rich aroma of fresh buttery waffles with a hint of pecan. Yum!,,,,,,,,,,,,,,WarmGlow400,WarmGlow160,https://i2.wp.com/warmglow.com/wp-content/uploads/2019/07/Belgian-Becan-Waffle-wax-melts.jpg?fit=1000%2C1276&ssl=1,Belgian-Becan-Waffle-wax-melts.jpg?fit=1000%2C1276&ssl=1,,,WarmGlow800,Belgian-Becan-Waffle-wax-melts.jpg?fit=1000%2C1276&ssl=1,,,,,,,,,,,
Belgian Pecan Waffles 2 Wick Loaves,,,Enjoy this spectacular candle as it fills your home with the rich aroma of fresh buttery waffles with a hint of pecan. Yum!,,,,,,,,,,,,,,WarmGlow400,WarmGlow160,https://i1.wp.com/warmglow.com/wp-content/uploads/2016/02/Belgian-Pecan-Waffle-2-Wick-Candle.jpg?fit=1000%2C1275&ssl=1,Belgian-Pecan-Waffle-2-Wick-Candle.jpg?fit=1000%2C1275&ssl=1,,,WarmGlow800,Belgian-Pecan-Waffle-2-Wick-Candle.jpg?fit=1000%2C1275&ssl=1,,,,,,,,,,,
Belgian Pecan Waffles Atomizer Oils,,,Enjoy this spectacular candle as it fills your home with the rich aroma of fresh buttery waffles with a hint of pecan. Yum!,,,,,,,,,,,,,,WarmGlow400,WarmGlow160,https://i0.wp.com/warmglow.com/wp-content/uploads/2016/02/Belgian-Pecan-Waffle-AtomizerNB.jpg?fit=803%2C1024&ssl=1,Belgian-Pecan-Waffle-AtomizerNB.jpg?fit=803%2C1024&ssl=1,,,WarmGlow800,Belgian-Pecan-Waffle-AtomizerNB.jpg?fit=803%2C1024&ssl=1,,,,,,,,,,,
Belgian Pecan Waffles Hearth Candle,,,Enjoy this spectacular candle as it fills your home with the rich aroma of fresh buttery waffles with a hint of pecan. Yum!,,,,,,,,,,,,,,WarmGlow400,WarmGlow160,https://i2.wp.com/warmglow.com/wp-content/uploads/2017/02/BelgianPecanWaffle-H1-1.jpg?fit=1000%2C1276&ssl=1,BelgianPecanWaffle-H1-1.jpg?fit=1000%2C1276&ssl=1,,,WarmGlow800,BelgianPecanWaffle-H1-1.jpg?fit=1000%2C1276&ssl=1,,,,,,,,,,,
Belgian Pecan Waffles Warm Glow Scented Wax Chips,,,Enjoy this spectacular candle as it fills your home with the rich aroma of fresh buttery waffles with a hint of pecan. Yum!,,,,,,,,,,,,,,WarmGlow400,WarmGlow160,https://i1.wp.com/warmglow.com/wp-content/uploads/2017/02/BelgianPecanWaffle-Chips.jpg?fit=1000%2C1276&ssl=1,BelgianPecanWaffle-Chips.jpg?fit=1000%2C1276&ssl=1,,,WarmGlow800,BelgianPecanWaffle-Chips.jpg?fit=1000%2C1276&ssl=1,,,,,,,,,,,
Belgian Pecan Waffles-5-Wick Loaf,5W-BPW,5-Wick Loaf,,Available year-round,,,,,,1.00,18.75,,,,,1.00,,,,,,,,,,,,,,,,,,,
Belgian Pecan Waffles-Mini 3 Wick,M3W-BPW,mini 3 wick,,Available year-round,,,,,,1.00,11.00,,,,,1.00,,,,,,,,,,,,,,,,,,,
Belgian Pecan Waffles-Mini Hearth,MH-BPW,Mini Hearth,,Available year-round,,,,,,1.00,2.75,,,,,1.00,,,,,,,,,,,,,,,,,,,
Berry Garland with Primitive Stars,,, ,,,,,,,,,,,,,,WarmGlow400,WarmGlow160,https://i2.wp.com/warmglow.com/wp-content/uploads/2020/11/Garland3.jpg?fit=1000%2C1276&ssl=1,Garland3.jpg?fit=1000%2C1276&ssl=1,,,WarmGlow800,Garland3.jpg?fit=1000%2C1276&ssl=1,,,,,,,,,,,
Birchwood Brandy 3 Pack Votive Candles,,,New Fragrance & New Look,,,,,,,,,,,,,,WarmGlow400,WarmGlow160,https://i2.wp.com/warmglow.com/wp-content/uploads/2019/03/Birchwood3Pak.jpg?fit=1000%2C1276&ssl=1,Birchwood3Pak.jpg?fit=1000%2C1276&ssl=1,,,WarmGlow800,Birchwood3Pak.jpg?fit=1000%2C1276&ssl=1,,,,,,,,,,,
Birchwood Brandy Atomizer Oil,,,A fresh and delicate blend of apple and floral infused with a woody base of cedarwood and pine.  We love this new fragrance!,,,,,,,,,,,,,,WarmGlow400,WarmGlow160,https://i2.wp.com/warmglow.com/wp-content/uploads/2019/03/Birchwood-atomizer.jpg?fit=803%2C1024&ssl=1,Birchwood-atomizer.jpg?fit=803%2C1024&ssl=1,,,WarmGlow800,Birchwood-atomizer.jpg?fit=803%2C1024&ssl=1,,,,,,,,,,,
Birchwood Brandy -Mini Hearth,MH-BB,Mini Hearth,,Available year-round,,,,,,1.00,2.75,,,,,1.00,,,,,,,,,,,,,,,,,,,
Birchwood Brandy Oversized Votive,,,A fresh and delicate blend of apple and floral infused with a woody base of cedarwood and pine.  We love this new fragrance!,,,,,,,,,,,,,,WarmGlow400,WarmGlow160,https://i1.wp.com/warmglow.com/wp-content/uploads/2019/03/Birchwood-OV.jpg?fit=1000%2C1275&ssl=1,Birchwood-OV.jpg?fit=1000%2C1275&ssl=1,,,WarmGlow800,Birchwood-OV.jpg?fit=1000%2C1275&ssl=1,,,,,,,,,,,
Birchwood Brandy Scented Melt,,,A fresh and delicate blend of apple and floral infused with a woody base of cedarwood and pine.  We love this new fragrance!,,,,,,,,,,,,,,WarmGlow400,WarmGlow160,https://i2.wp.com/warmglow.com/wp-content/uploads/2019/07/Birchwood-Brandy-wax-melts.jpg?fit=1000%2C1276&ssl=1,Birchwood-Brandy-wax-melts.jpg?fit=1000%2C1276&ssl=1,,,WarmGlow800,Birchwood-Brandy-wax-melts.jpg?fit=1000%2C1276&ssl=1,,,,,,,,,,,
Birchwood Brandy Warm Glow Scented Wax Chips,,,A fresh and delicate blend of apple and floral infused with a woody base of cedarwood and pine.  We love this new fragrance!,,,,,,,,,,,,,,WarmGlow400,WarmGlow160,https://i0.wp.com/warmglow.com/wp-content/uploads/2020/02/birchwood-brandy2.jpg?fit=1000%2C1276&ssl=1,birchwood-brandy2.jpg?fit=1000%2C1276&ssl=1,,,WarmGlow800,birchwood-brandy2.jpg?fit=1000%2C1276&ssl=1,,,,,,,,,,,
Blue / Brown / Green Beaded Candle Ring,,,"Enhance your table, mantle or windowsill with this beaded candle ring. Arrange with your favorite candle on a dining or console table for a simple, yet festive centerpiece.",,,,,,,,,,,,,,WarmGlow400,WarmGlow160,https://i1.wp.com/warmglow.com/wp-content/uploads/2019/08/B326-NO_2.jpg?fit=1000%2C1276&ssl=1,B326-NO_2.jpg?fit=1000%2C1276&ssl=1,,,WarmGlow800,B326-NO_2.jpg?fit=1000%2C1276&ssl=1,,,,,,,,,,,
Blueberry Cobbler 2 Wick Loaves,,,"Fresh picked blueberries, hand churned butter, flour, and sugar is what you would need to reproduce this comforting aroma.",,,,,,,,,,,,,,WarmGlow400,WarmGlow160,https://i2.wp.com/warmglow.com/wp-content/uploads/2016/02/Blueberry-2-Wick-Candle.jpg?fit=1000%2C1275&ssl=1,Blueberry-2-Wick-Candle.jpg?fit=1000%2C1275&ssl=1,,,WarmGlow800,Blueberry-2-Wick-Candle.jpg?fit=1000%2C1275&ssl=1,,,,,,,,,,,
Blueberry Cobbler 3 Pack Votive Candles,,,"Fresh picked blueberries, hand churned butter, flour, and sugar is what you would need to reproduce this comforting aroma.",,,,,,,,,,,,,,WarmGlow400,WarmGlow160,https://i1.wp.com/warmglow.com/wp-content/uploads/2017/02/Blueberry3Pak.jpg?fit=1000%2C1276&ssl=1,Blueberry3Pak.jpg?fit=1000%2C1276&ssl=1,,,WarmGlow800,Blueberry3Pak.jpg?fit=1000%2C1276&ssl=1,,,,,,,,,,,
Blueberry Cobbler Atomizer Oils,,,"Fresh picked blueberries, hand churned butter, flour, and sugar is what you would need to reproduce this comforting aroma.",,,,,,,,,,,,,,WarmGlow400,WarmGlow160,https://i0.wp.com/warmglow.com/wp-content/uploads/2016/02/BlueberryCobbler-AtomizerNB.jpg?fit=803%2C1024&ssl=1,BlueberryCobbler-AtomizerNB.jpg?fit=803%2C1024&ssl=1,,,WarmGlow800,BlueberryCobbler-AtomizerNB.jpg?fit=803%2C1024&ssl=1,,,,,,,,,,,
Blueberry Cobbler Hearth Candle,,,"Fresh picked blueberries, hand churned butter, flour, and sugar is what you would need to reproduce this comforting aroma.",,,,,,,,,,,,,,WarmGlow400,WarmGlow160,https://i1.wp.com/warmglow.com/wp-content/uploads/2017/02/Blueberry-H1.jpg?fit=1000%2C1276&ssl=1,Blueberry-H1.jpg?fit=1000%2C1276&ssl=1,,,WarmGlow800,Blueberry-H1.jpg?fit=1000%2C1276&ssl=1,,,,,,,,,,,
Blueberry Cobbler Oversized Votive,,,"Fresh picked blueberries, hand churned butter, flour, and sugar is what you would need to reproduce this comforting aroma.",,,,,,,,,,,,,,WarmGlow400,WarmGlow160,https://i0.wp.com/warmglow.com/wp-content/uploads/2017/02/Blueberry-OV.jpg?fit=1000%2C1276&ssl=1,Blueberry-OV.jpg?fit=1000%2C1276&ssl=1,,,WarmGlow800,Blueberry-OV.jpg?fit=1000%2C1276&ssl=1,,,,,,,,,,,
