Diamond Ring Cookie Cutter,5574A,Home  /  Metal Cookie Cutters  /  Dress Up Cookie Cutters  /  ...,"Size: 3 3/4""","Put a ring on it! The 3 3/4"" Diamond Ring Cookie Cutter is a pretty shape to use for a bridal shower. Surprise the bride-to-be with a cookie bouquet, or even just the shape itself. Celebrate the upcoming marriage and toast the blushing bride!",None,http://cdn.annclarkcookiecutters.com/images/uploads/5574a-diamond-ring-cookie-cutter-ann-clark-lrg.jpg
Diamond Cookie Cutter,1473A,Home  /  Metal Cookie Cutters  /  Shape Cookie Cutters  /  ...,"Size: 3 1/2""","Fans of card games will enjoy the Diamond Cookie Cutter, 3 1/2"". Serve a platter of card themed cookies and delight your friends. You may have a royal flush, but remember to maintain your poker face!",None,http://cdn.annclarkcookiecutters.com/images/uploads/1473a-diamond-cookie-cutter-ann-clark-lrg.jpg
Menorah Cookie Cutter,1262A,Home  /  Metal Cookie Cutters  /  Holiday Cookie Cutters  /  ...,"Size: 3 3/8""","Put on your yarmulke, here comes Hanukkah! Try something different; bake cookies for one of the nights of Hanukkah instead of buying a gift. Choose a 3 3/8"" Menorah Cookie Cutter to celebrate the holiday. Your recipient will be touched!",None,http://cdn.annclarkcookiecutters.com/images/uploads/1262a-menorah-cookie-cutter-ann-clark-lrg.jpg
Balloon Cookie Cutter,1491A,Home  /  Metal Cookie Cutters  /  Occasions & Celebrations  /  ...,"Size: 3 3/8""","Ann Clark's 3 3/8"" Balloon Cookie Cutter is ready for your next party. This shape will enhance any celebratory moment, from a kid's birthday party to graduation. This is one balloon that won't escape to the sky!",None,http://cdn.annclarkcookiecutters.com/images/uploads/1491a-balloon-cookie-cutter-ann-clark-lrg.jpg
Number 6 & 9 Cookie Cutter,7875A,Home  /  Metal Cookie Cutters  /  Alphabet Cookie Cutters  /  ...,"Size: 3 3/8""","NEW! Celebrate a birthday, anniversary, graduation, and more with our 3 3/8"" Number 6 & 9 Cookie Cutter. This shape functions as both a six and a nine, depending on how you flip it. Make number 6 cookies and number 9 cookies for birthdays, anniversaries, graduations, sporting events and other special occasions.",None,http://cdn.annclarkcookiecutters.com/images/uploads/7875a-number-6-cookie-cutter-ann-clark-lrg.jpg
Stegosaurus Cookie Cutter,1375A,Home  /  Metal Cookie Cutters  /  Animal Cookie Cutters  /  ...,"Size: 5""","This is a dinosaur that could never be called ""spineless""! The Stegosaurus Cookie Cutter, 5"", is a welcome addition to a dinosaur lover's collection. Use it as a tool to teach kids about dinosaurs, and then treat them to some cookies.",None,http://cdn.annclarkcookiecutters.com/images/uploads/1375a-stegosaurus-cookie-cutter-ann-clark-lrg.jpg
Nebraska Cookie Cutter,1537A,Home  /  Metal Cookie Cutters  /  State Cookie Cutters  /  ...,"Size: 3 3/4""","The Nebraska Cookie Cutter, 3 3/4,"" could be used as a map to teach kids about the state. Use frosting and other decorations to create a realistic model! You could also use to root for the Cornhuskers and other Nebraska teams or fundraise for a local event.",None,http://cdn.annclarkcookiecutters.com/images/uploads/1537a-nebraska-cookie-cutter-ann-clark-lrg.jpg
"Number Zero, 0 Cookie Cutter",1565A,Home  /  Metal Cookie Cutters  /  Alphabet Cookie Cutters  /  ...,"Size: 3""","Number Zero, 0 Cookie Cutter 3""",None,http://cdn.annclarkcookiecutters.com/images/uploads/1565a-number-0-cookie-cutter-ann-clark-lrg.jpg
Perfume Bottle Cookie Cutter,7832A,Home  /  Metal Cookie Cutters  /  Dress Up Cookie Cutters  /  ...,"Size: 3 1/2""","Indulge yourself with the 3 1/2"" Perfume Bottle Cookie Cutter. No matter your scent preference (woodsy, floral, musk, citrus), this cookie cutter will suit you. Surprise your guests with cut out perfume bottle cookies for a bachelorette party or bridal shower!",None,http://cdn.annclarkcookiecutters.com/images/uploads/7832a-perfume-bottle-cookie-cutter-ann-clark-lrg.jpg
Plaque Cookie Cutter,01-198,Home  /  Metal Cookie Cutters  /  Trendy Cookie Cutters  /  ...,"Size: 4""","Whether used as a cookie picture frame or simply as a decoration, the 4"" Ann Clark Oval Plaque Cookie Cutter will look elegant. Cut and decorate oval plaque cookies for a wedding or bridal shower- put the couple's names or initals on each cookie. This is also a great shape for holidays or just for fun. Made in the USA.",None,http://cdn.annclarkcookiecutters.com/images/uploads/665_685_large.jpg
Turkey Cookie Cutter,7080A,Home  /  Metal Cookie Cutters  /  Holiday Cookie Cutters  /  ...,"Size: 4 1/8""","Turkey dinner, gather 'round. Who will get the drumstick? Sweeten any Thanksgiving celebration with our 4 1/8"" Turkey Cookie Cutter. Have some Turkey cookies in addition to the usual pies and tarts. Let the kids decorate the cookies and use them as place settings, or use the cutter as a stencil. Gobble gobble!",None,http://cdn.annclarkcookiecutters.com/images/uploads/7080a-turkey-cookie-cutter-ann-clark-lrg.jpg
Mason Jar Cookie Cutter,7735A,Home  /  Metal Cookie Cutters  /  Food & Drink Cookie Cutters  /  ...,"Size: 4 3/8""","If you're stuck on what to use as a wedding or bridal shower favor, consider the 4 3/8"" Mason Jar Cookie Cutter- either use the cookie cutter itself, or have shaped cookies for your guests! This shape is also a fun gift for someone who is into canning, or who enjoys drinking out of mason jars.",None,http://cdn.annclarkcookiecutters.com/images/uploads/7735a-mason-jar-cookie-cutter-ann-clark-lrg.jpg
Flag Cookie Cutter,7040A,Home  /  Metal Cookie Cutters  /  Christmas Cookie Cutters  /  ...,"Size: 4 3/8""","Don't wave a white flag just yet! Show your national pride with the 4 3/8"" Flag Cookie Cutter. This is the perfect shape to celebrate the Fourth of July, or any number of other national holidays, both American and foreign. For American celebrations, create a patriotic cookie platter by combining this cookie cutter with any of our Stars and the USA Map.",None,http://cdn.annclarkcookiecutters.com/images/uploads/7040a-flag-cookie-cutter-ann-clark-lrg.jpg
Kayak Cookie Cutter,1948A,Home  /  Metal Cookie Cutters  /  Transportation Cookie Cutters  /  ...,"Size: 6 3/4""","The 6 3/4"" Kayak Cookie Cutter will take you on all sorts of outdoor adventures. This is a cool shape to use at summer camp for cookies and crafts. No tipping!",None,http://cdn.annclarkcookiecutters.com/images/uploads/1948a-canoe-cookie-cutter-ann-clark-lrg.jpg
Witch's Hat Cookie Cutter,5800A,Home  /  Metal Cookie Cutters  /  Holiday Cookie Cutters  /  ...,"Size: 3 3/4""","The witch is riding high this Halloween, and as always, with a cranial accessory! The 3 3/4"" Witch's Hat Cookie Cutter is devilishly fun to use at Halloween. You'll cackle with delight as you cut out cookies or other soft foods with this cookie cutter.",None,http://cdn.annclarkcookiecutters.com/images/uploads/5800a-witch-hat-cookie-cutter-ann-clark-lrg.jpg
Octopus Cookie Cutter,7764A,Home  /  Metal Cookie Cutters  /  Animal Cookie Cutters  /  ...,"Size: 5""","You'll want to get all eight of your tentacles around the 5"" Octopus Cookie Cutter. This quirky shape is open to intrepretion. Make Octopus cookies or flip over for a face with funky hair, buck with antlers or flowers in a vase.",None,http://cdn.annclarkcookiecutters.com/images/uploads/7764a-octopus-cookie-cutter-ann-clark-lrg.jpg
Rainbow Cookie Cutter,7896A,Home  /  Holiday Cookie Cutters  /  St. Patrick's Day Cookie Cutters  /  ...,"Size: 4""","NEW! Will there be gold at the end of the rainbow? Can't hurt to look! Enhance a St. Patrick's Day party with a platter of cut out (and decorated!) rainbow cookies. When the cutter isn't being used for cookie dough, it could also be used for crafting and cutting soft fruits or cheese.",None,http://cdn.annclarkcookiecutters.com/images/uploads/7896a-rainbow-cookie-cutter-ann-clark-lrg.jpg
Texas Cookie Cutter,1554A,Home  /  Metal Cookie Cutters  /  State Cookie Cutters  /  ...,"Size: 4 3/4""","For those who would rather be in Texas, consider Ann Clark's 4 3/4"" Texas Cookie Cutter. Make Texas shaped cookies that will be the lone star of a geography lesson or sporting event.",None,http://cdn.annclarkcookiecutters.com/images/uploads/1554a-texas-cookie-cutter-ann-clark-lrg.jpg
Guitar Cookie Cutter,1437A,Home  /  Metal Cookie Cutters  /  Music Cookie Cutters  /  ...,"Size: 4 1/2""","Jam out with your air guitar, or use our Guitar Cookie Cutter, 4 1/2"". You'll feel like a rock musician with this cool shape. Tie it to a gift and give to your guitar-playing friend, or use it as an ornament.",None,http://cdn.annclarkcookiecutters.com/images/uploads/1437a-guitar-cookie-cutter-ann-clark-lrg.jpg
Ice Cream Cone Cookie Cutter,1462A,Home  /  Metal Cookie Cutters  /  Food & Drink Cookie Cutters  /  ...,"Size: 4 1/8""","Ah, summertime! Enjoy a ""frozen"" treat with the Ice Cream Cone Cookie Cutter, 4 1/8"". You'll feel like a kid again as you use this to cut out shapes with ice cream, cookie dough, and many other foods.",None,http://cdn.annclarkcookiecutters.com/images/uploads/1462a-ice-cream-cone-cookie-cutter-ann-clark-lrg.jpg
Gingerbread Man Cookie Cutter,29-006,Home  /  New  /  ...,"Size: 4 3/8""","NEW! Ann Clark's 4 5/8"" Gingerbread Man Cookie Cutter is the centerpiece of a Christmas holiday tradition. This gingerbread cutter is perfect for making delicious gingerbread cookies, given as a Secret Santa present or stocking stuffer or as a Christmas decoration or Christmas craft. Made in the USA.",None,http://cdn.annclarkcookiecutters.com/images/uploads/29-006-gingerbread-man-cookie-cutter-ann-clark-lrg.jpg
Birthday Hat Cookie Cutter,1487A,Home  /  Metal Cookie Cutters  /  Occasions & Celebrations  /  ...,"Size: 3.5""","Happy Birthday to You, Happy Birthday to You! The Birthday Hat Cookie Cutter, 4"", is an excellent choice for a birthday celebration. Kids will love decorating these cookies with funky colors! Pair with the Birthday Cake and Birthday Candle for a full birthday set of cookies.",None,http://cdn.annclarkcookiecutters.com/images/uploads/1487a-birthday-hat-cookie-cutter-ann-clark-lrg.jpg
Letter A Cookie Cutter,1575A,Home  /  Metal Cookie Cutters  /  Alphabet Cookie Cutters  /  ...,"Size: 3""","Spell a child's name for a birthday dessert with the 3"" Letter A Cookie Cutter."" Kids will love seeing their names as cookies! Also great for a graduation or wedding.",None,http://cdn.annclarkcookiecutters.com/images/uploads/1575a-a-cookie-cutter-ann-clark-lrg.jpg
Feather Cookie Cutter,7902A,Home  /  Metal Cookie Cutters  /  Dress Up Cookie Cutters  /  ...,"Size: 4 1/2""","NEW! Shake your tail feather with the 4 1/2"" Feather cookie cutter! This Boho Chic shape is great for any activity that pertains to birds, feathered creatures or bohemian style. Use it for crafts, cutting soft foods, or even as a wedding or bridal shower favor.",None,http://cdn.annclarkcookiecutters.com/images/uploads/7902a-feather--cutter-ann-clark-lrg.jpg
Rectangle Cookie Cutter,7537A,Home  /  Metal Cookie Cutters  /  Shape Cookie Cutters  /  ...,"Size: 3 1/2""","No, it's not a wrecked angle, it's a Rectangle! The 3 1/2"" Rectangle Cookie Cutter is an extremely versatile geometric shape- decorate it to look like a picture frame, candy bar, movie ticket, the list goes on! Even people who don't like geometry will be happy to use this cookie cutter.",None,http://cdn.annclarkcookiecutters.com/images/uploads/7537a-rectangle-cookie-cutter-ann-clark-lrg.jpg
Scalloped Edge Cookie Cutter,1501A,Home  /  Metal Cookie Cutters  /  Flower Cookie Cutters  /  ...,"Size: 3 3/4""","Ann Clark's 3 3/4"" Scalloped Edge Cookie Cutter is often used as a flower, but could also be a trendy design on the side of a cake, or used to make cookie sandwiches. Use your imagination- there are endless possibilities!",None,http://cdn.annclarkcookiecutters.com/images/uploads/1501a-scalloped-edge-cookie-cutter-ann-clark-lrg.jpg
Whale Cookie Cutter,1362A,Home  /  Metal Cookie Cutters  /  Animal Cookie Cutters  /  ...,"Size: 3 1/4""","A Whale of a Cookie Cutter! This 3 1/4"" cookie cutter is the perfect shape for a kid's birthday party, baby shower or for anyone who loves sea life. It's also a treat for the Free Willy fan in your life.",None,http://cdn.annclarkcookiecutters.com/images/uploads/1362a-whale-cookie-cutter-ann-clark-lrg.jpg
Long Fancy Plaque Cookie Cutter,7754A,Home  /  Holiday Cookie Cutters  /  Thanksgiving Cookie Cutters  /  ...,"Size: 4 1/8""","The 4 1/8"" Long Fancy Plaque Cookie Cutter is one of our more versatile cookie cutter shapes. It is perfect making an assortment of decorative cookies and elaborate designs. Use it as a fancy frame, plaque or backdrop for your next cookie decorating project. This shape is also perfect as a fondant cutter or as a shape for your next decorating or craft project.

We are delighted to note that the talented Cookie Artist SweetAmbs calls this Ann Clark Cookie Cutter ""one of my favorite shapes!""
Also available on Amazon:",None,http://cdn.annclarkcookiecutters.com/images/uploads/7754a-c-cookie-cutter-ann-clark-lrg.jpg
Dragonfly Cookie Cutter,1805A,Home  /  Metal Cookie Cutters  /  Animal Cookie Cutters  /  ...,"Size: 4 1/4""","Your wings will be a-flutter for the 4 1/4"" Dragonfly Cookie Cutter. Serve a platter of decorated Dragonfly cookies at your next garden party- they'll be sure to delight your friends & family. Also a perfect shape for a girl's birthday party or baby shower.",None,http://cdn.annclarkcookiecutters.com/images/uploads/1805a-dragonfly-cookie-cutter-ann-clark-lrg.jpg
Large Music Note Cookie Cutter,5385A,Home  /  Metal Cookie Cutters  /  Music Cookie Cutters  /  ...,"Size: 5 1/4""","It's music to our ears! Give the Large 5 1/4"" Music Note Cookie Cutter to the musician or music enthusiast in your life. Whether it's used as a Christmas tree decoration, attached to a gift, or as a craft utensil, the results will be noteworthy.
Also available on Amazon:",None,http://cdn.annclarkcookiecutters.com/images/uploads/5385a-music-note-cookie-cutter-ann-clark-lrg.jpg
Spider Cookie Cutter,7713A,Home  /  Metal Cookie Cutters  /  Animal Cookie Cutters  /  ...,"Size: 3 5/8""","The Itsy Bitsy Spider has made its way into your kitchen! Our 3 5/8"" Spider Cookie Cutter will lend an extra touch of creepy-crawly to your Halloween celebrations. Decorate the cookies to be friendly or menacing spiders- that is entirely up to you.",None,http://cdn.annclarkcookiecutters.com/images/uploads/7713a-spider-cookie-cutter-ann-clark-lrg.jpg
Neck Tie Cookie Cutter,7749A,Home  /  Metal Cookie Cutters  /  Kids Cookie Cutters  /  ...,"Size: 6""","Say a special ""thank you"" to dad this Father's Day with our 6"" Neck Tie Cookie Cutter. Decorate cookies in his favorite colors and patterns to show how much he means to you. This shape isn't just for Father's Day, though- try using it for a wedding, baby shower, graduation, retirement party or confirmation.",None,http://cdn.annclarkcookiecutters.com/images/uploads/7749a-neck-tie-cookie-cutter-ann-clark-lrg.jpg
Heart Cookie Cutter,5631A,Home  /  Metal Cookie Cutters  /  Holiday Cookie Cutters  /  ...,"Size: 3 3/8""","Celebrate eternal love with our 3 3/8"" Heart Cookie Cutter. Use for heart shape biscuits and other Valentine's Day food (including our favorite - Valentine's Day cookies) or for lovely wedding cookies, favors or crafts. Made in the USA.",None,http://cdn.annclarkcookiecutters.com/images/uploads/5631a-heart-cookie-cutter-ann-clark-lrg.jpg
Umbrella Cookie Cutter,1469A,Home  /  Occasions & Celebrations  /  Baby Shower Cookie Cutters  /  ...,"Size: 3 1/4""","You won't care if it's raining if you have an Umbrella Cookie Cutter, 3 1/4"". April showers bring May flowers, after all! Get your galoshes and have fun with this springtime shape.",None,http://cdn.annclarkcookiecutters.com/images/uploads/1469a-umbrella-cookie-cutter-ann-clark-lrg.jpg
Number 7 Cookie Cutter,7876A,Home  /  Metal Cookie Cutters  /  Alphabet Cookie Cutters  /  ...,"Size: 3 1/2""","NEW! Learn how to count with the Number 7 Cookie Cutter, 3 1/2"". This shape is perfect for a birthday, graduation, anniversary, or any other milestone event that you want to celebrate! Not just for cut-out cookies, this cookie cutter could be used for Play Doh, soft clay, and lots of crafting projects, especially at school.",None,http://cdn.annclarkcookiecutters.com/images/uploads/7876a-number-7-cookie-cutter-ann-clark-lrg.jpg
Coyote Cookie Cutter,1286A,Home  /  Metal Cookie Cutters  /  Animal Cookie Cutters  /  ...,"Size: 3""","You just might howl over our 3"" Coyote Cookie Cutter. Perfect for fans of the west or wildlife, this cookie cutter makes a true coyote shape.",None,http://cdn.annclarkcookiecutters.com/images/uploads/1286a-coyote-cookie-cutter-ann-clark-lrg.jpg
Duckling Cookie Cutter,1320A,Home  /  Metal Cookie Cutters  /  Animal Cookie Cutters  /  ...,"Size: 2 1/2""","Make way for the Duckling Cookie Cutter, 2 1/2"". Equally adorable as an Easter decoration or as a shower gift for the mom-to-be, this cookie cutter is also ideal for any number of crafting purposes.",None,http://cdn.annclarkcookiecutters.com/images/uploads/1320a-duckling-cookie-cutter-ann-clark-lrg.jpg
Sitting Bunny Cookie Cutter,1251A,Home  /  Metal Cookie Cutters  /  Holiday Cookie Cutters  /  ...,"Size: 3 1/4""","Hippity, Hoppity, Easter's on its way... celebrate with the Sitting Bunny Cookie Cutter, 3 1/4"". It's sure to put some pep in your baking adventures!",None,http://cdn.annclarkcookiecutters.com/images/uploads/1251a-bunny-cookie-cutter-ann-clark-lrg.jpg
Number 8 Cookie Cutter,7877A,Home  /  Metal Cookie Cutters  /  Alphabet Cookie Cutters  /  ...,"Size: 3 1/2""","NEW! Celebrate a birthday, graduation, anniversary, and any other special occasion with the 3 1/4"" Number 8 Cookie Cutter. Also great for sports parties or for a Magic 8 ball theme!",None,http://cdn.annclarkcookiecutters.com/images/uploads/7877a-number-8-cookie-cutter-ann-clark-lrg.jpg
Ballerina Cookie Cutter,1431A,Home  /  Metal Cookie Cutters  /  Kids Cookie Cutters  /  ...,"Size: 4 1/2""","Delight the ballet dancer in your life with our Ballerina Cookie Cutter, 4 1/2"". Try using it for a Nutcracker-themed cookie platter, and pair it with the Tutu!",None,http://cdn.annclarkcookiecutters.com/images/uploads/1431a-ballerina-cookie-cutter-ann-clark-lrg.jpg
Motorcycle Cookie Cutter,7843A,Home  /  Kids Cookie Cutters  /  Boys  /  ...,"Size: 5""","Be the ""Leader of the Pack"" (vroom, vroom) with our 5"" Motorcycle Cookie Cutter. This cookie cutter has just as much 'tude as a Harley Davidson, and it doesn't even require a license to operate! Snap on your helmet and get ready to ride- to the kitchen. Make and decorate your own motorcycle cookie or motorcycle treat. Made in the USA.",None,http://cdn.annclarkcookiecutters.com/images/uploads/7843a-motorcycle-cookie-cutter-ann-clark-lrg.jpg
Letter I Cookie Cutter,1583A,Home  /  Metal Cookie Cutters  /  Alphabet Cookie Cutters  /  ...,"Size: 3""","""I"" don't know about you, but I think that the 3"" Letter I Cookie Cutter, is pretty incredible. In addition to using this cookie cutter for special occasion desserts, it could also be used as an alphabet teaching tool. Spell away!",None,http://cdn.annclarkcookiecutters.com/images/uploads/1583a-i-cookie-cutter-ann-clark-lrg.jpg
Horse Cookie Cutter,1313A,Home  /  Metal Cookie Cutters  /  Animal Cookie Cutters  /  ...,"Size: 3 7/8""","We say ""yea"", not ""Neigh"", to the Horse Cookie Cutter, 3 7/8"". An ideal shape for the equine lover, this works very well for Kentucky Derby celebrations. American Pharoah and Mr. Ed would approve!",None,http://cdn.annclarkcookiecutters.com/images/uploads/1313a-horse-cookie-cutter-ann-clark-lrg.jpg
